index,textnum,dockey,sideline,locus,level,inscobj,fs80,dir,posnum,signnum,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,strict,exclusion_reasons
3343,5454,5454,10,59,0,3,0,2,3,3,*103,403,*342,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3344,5454,5454,20,59,0,3,0,1,2,2,87,328,,,,,,,,,,,,,1,
3345,5455,5455,10,59,0,3,0,9,2,1,0,342,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3346,5455,5455,20,59,0,3,0,2,2,2,95,328,,,,,,,,,,,,,1,
3347,5456,5456,10,59,0,3,0,2,3,2,0,342,176,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3348,5456,5456,20,59,0,3,0,9,2,1,0,328,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3349,5457,5457,10,42,-14,3,0,1,3,3,48,342,176,,,,,,,,,,,,1,
3350,5457,5457,20,42,-14,3,0,1,2,2,89,328,,,,,,,,,,,,,1,
3351,5457,5457,39,42,-14,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3352,5458,5458,10,45,-14,3,0,1,3,3,48,342,176,,,,,,,,,,,,1,
3353,5458,5458,20,45,-14,3,0,9,2,1,*089,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3354,5459,5459,10,42,-17,3,0,2,4,4,258,347,342,176,,,,,,,,,,,1,
3355,5459,5459,29,42,-17,3,361,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3356,5460,5460,10,41,-6,3,0,1,5,5,173,59,342,347,176,,,,,,,,,,1,
3357,5460,5460,20,41,-6,3,0,1,3,3,95,328,59,,,,,,,,,,,,1,
3358,5461,5461,10,41,-6,3,0,1,5,5,173,59,347,342,176,,,,,,,,,,1,
3359,5461,5461,20,41,-6,3,0,1,3,3,95,328,59,,,,,,,,,,,,1,
3360,5462,5462,10,59,0,3,0,3,1,1,326,,,,,,,,,,,,,,1,
3361,5462,5462,20,59,0,3,0,2,3,3,104,369,342,,,,,,,,,,,,1,
3362,5463,5463,10,41,-7,3,0,3,1,1,59,,,,,,,,,,,,,,1,
3363,5463,5463,20,41,-7,3,0,1,2,2,102,15,,,,,,,,,,,,,1,
3364,5464,5464,10,42,-16,3,0,1,3,3,48,342,176,,,,,,,,,,,,1,
3365,5464,5464,20,42,-16,3,0,1,2,2,87,328,,,,,,,,,,,,,1,
3366,5466,5466,10,59,0,3,0,1,3,3,53,347,342,,,,,,,,,,,,1,
3367,5466,5466,20,59,0,3,0,1,2,2,87,328,,,,,,,,,,,,,1,
3368,5466,5466,39,59,0,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3369,5467,5467,10,44,-10,3,0,3,1,1,326,,,,,,,,,,,,,,1,
3370,5467,5467,20,44,-10,3,0,2,3,3,104,368,342,,,,,,,,,,,,1,
3371,5469,5469,0,42,-10,3,0,1,3,3,72,216,254,,,,,,,,,,,,1,
3372,5470,5470,0,42,-12,3,0,1,3,3,103,403,342,,,,,,,,,,,,1,
3373,5471,5471,10,54,-4,3,0,1,3,3,177,307,149,,,,,,,,,,,,1,
3374,5471,5471,20,54,-4,3,0,1,3,3,76,343,224,,,,,,,,,,,,1,
3375,5471,5471,30,54,-4,3,831,1,2,2,95,328,,,,,,,,,,,,,1,
3376,5471,5471,49,54,-4,3,511,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3377,5472,5472,10,54,-1,3,930,1,3,3,286,87,15,,,,,,,,,,,,1,
3378,5472,5472,20,54,-1,3,930,1,2,2,87,328,,,,,,,,,,,,,1,
3379,5473,5473,10,59,0,3,0,1,4,4,67,244,342,176,,,,,,,,,,,1,
3380,5473,5473,20,59,0,3,0,2,2,2,328,28,,,,,,,,,,,,,1,
3381,5474,5474,10,54,-4,3,0,2,3,3,403,87,342,,,,,,,,,,,,1,
3382,5474,5474,20,54,-4,3,0,1,2,2,89,328,,,,,,,,,,,,,1,
3383,5475,5475,0,54,-1,3,0,2,3,3,102,59,342,,,,,,,,,,,,1,
3384,5476,5476,10,54,-6,3,0,1,4,4,391,123,124,342,,,,,,,,,,,1,
3385,5476,5476,20,54,-6,3,0,1,2,2,87,328,,,,,,,,,,,,,1,
3386,5476,5476,39,54,-6,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3387,5477,5477,10,59,0,3,0,2,2,2,60,176,,,,,,,,,,,,,1,
3388,5477,5477,29,59,0,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3389,5478,5478,10,59,0,3,0,1,3,3,72,216,254,,,,,,,,,,,,1,
3390,5478,5478,20,59,0,3,0,1,2,2,89,328,,,,,,,,,,,,,1,
3391,5479,5479,10,59,0,3,0,1,4,4,67,244,149,342,,,,,,,,,,,1,
3392,5479,5479,20,59,0,3,0,2,2,2,87,328,,,,,,,,,,,,,1,
3393,5480,5480,10,59,0,3,0,2,3,3,86,267,89,,,,,,,,,,,,1,
3394,5480,5480,20,59,0,3,0,2,3,3,124,51,342,,,,,,,,,,,,1,
3395,5481,5481,10,59,0,3,0,1,4,4,67,244,342,176,,,,,,,,,,,1,
3396,5481,5481,20,59,0,3,0,1,2,2,28,328,,,,,,,,,,,,,1,
3397,5482,5482,10,59,0,3,0,9,2,1,0,284,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3398,5482,5482,20,59,0,3,0,2,3,2,409,*094,0,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3399,5483,5483,10,59,0,3,930,9,1,0,0,,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3400,5483,5483,20,59,0,3,930,1,2,2,87,328,,,,,,,,,,,,,1,
3401,5484,5484,10,59,0,3,831,1,2,2,328,59,,,,,,,,,,,,,1,
3402,5484,5484,29,59,0,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3403,5484,5484,39,59,0,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3404,5484,5484,49,59,0,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3405,5485,5485,10,59,0,3,0,2,2,2,142,149,,,,,,,,,,,,,1,
3406,5485,5485,20,59,0,3,0,1,4,4,119,87,342,176,,,,,,,,,,,1,
3407,5486,5486,10,59,0,3,0,1,2,2,142,149,,,,,,,,,,,,,1,
3408,5486,5486,20,59,0,3,0,1,4,4,*119,87,342,176,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3409,5487,5487,0,59,0,3,0,1,5,5,72,87,403,342,176,,,,,,,,,,1,
3410,5488,5488,0,59,0,3,0,1,4,3,0,*244,342,176,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3411,5489,5489,0,59,0,3,0,9,2,1,*217,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3412,5490,5490,10,59,0,3,0,1,5,5,48,47,379,245,245,,,,,,,,,,1,
3413,5490,5490,20,59,0,3,0,1,2,2,307,267,,,,,,,,,,,,,1,
3414,5490,5490,30,59,0,3,0,1,2,2,87,328,,,,,,,,,,,,,1,
3415,5490,5490,49,59,0,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3416,5492,5492,10,59,0,3,0,1,4,2,0,51,130,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3417,5492,5492,20,59,0,3,0,9,2,1,95,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3418,5494,5494,10,59,0,3,0,1,3,3,177,307,284,,,,,,,,,,,,1,
3419,5494,5494,20,59,0,3,0,1,2,2,67,12,,,,,,,,,,,,,1,
3420,5495,5495,10,59,0,3,0,1,3,3,*109,245,245,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3421,5495,5495,20,59,0,3,0,1,2,2,89,328,,,,,,,,,,,,,1,
3422,5496,5496,10,59,0,3,371,1,2,2,72,211,,,,,,,,,,,,,1,
3423,5496,5496,20,59,0,3,371,1,2,2,89,328,,,,,,,,,,,,,1,
3424,5497,5497,10,59,0,3,0,1,5,5,336,244,193,12,176,,,,,,,,,,1,
3425,5497,5497,20,59,0,3,0,1,2,2,95,328,,,,,,,,,,,,,1,
3426,5498,5498,10,59,0,3,0,1,4,4,119,87,342,176,,,,,,,,,,,1,
3427,5498,5498,20,59,0,3,0,1,2,2,87,328,,,,,,,,,,,,,1,
3428,5499,5499,10,59,0,3,0,1,3,3,48,342,176,,,,,,,,,,,,1,
3429,5499,5499,20,59,0,3,0,1,2,2,89,328,,,,,,,,,,,,,1,
3430,5499,5499,39,59,0,3,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3431,5501,5501,0,59,0,4,0,9,2,1,217,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3432,5504,5504,0,59,0,4,0,3,1,1,307,,,,,,,,,,,,,,1,
3433,5505,5505,0,59,0,4,0,2,3,3,87,155,169,,,,,,,,,,,,1,
3434,5506,5506,0,59,0,4,0,1,2,2,6,97,,,,,,,,,,,,,1,
3435,5507,5507,0,50,0,4,0,2,7,6,267,*099,87,403,72,59,0,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3436,5508,5508,0,50,0,4,0,2,4,4,267,99,194,342,,,,,,,,,,,1,
3437,5510,5510,1,50,0,4,0,1,3,2,0,*018,169,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3438,5510,5510,2,50,0,4,0,1,2,2,186,17,,,,,,,,,,,,,1,
3439,5511,5511,0,50,0,4,0,3,1,1,102,,,,,,,,,,,,,,1,
3440,5513,5513,0,58,0,4,0,3,1,1,*102,,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3441,5514,5514,0,58,0,4,0,3,1,1,100,,,,,,,,,,,,,,1,
3442,5515,5515,10,58,0,4,0,3,1,1,102,,,,,,,,,,,,,,1,
3443,5515,5515,20,58,0,4,0,1,3,2,0,373,12,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3444,5516,5516,0,58,0,4,0,1,3,2,0,169,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3445,5517,5517,0,58,0,4,0,3,1,1,102,,,,,,,,,,,,,,1,
3446,5518,5518,0,58,0,4,0,1,4,4,287,102,134,137,,,,,,,,,,,1,
3447,5519,5519,0,58,0,4,0,1,2,2,284,277,,,,,,,,,,,,,1,
3448,5601,5601,10,42,-6,6,0,1,3,3,*137,102,*169,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3449,5601,5601,20,42,-6,6,0,1,3,3,182,293,342,,,,,,,,,,,,1,
3450,6104,6104,1,64,1,1,0,1,2,2,345,51,,,,,,,,,,,,,1,
3451,6104,6104,2,64,1,1,0,2,3,3,59,*127,342,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3452,6108,6108,1,62,8,1,11,1,2,2,216,123,,,,,,,,,,,,,1,
3453,6108,6108,2,62,8,1,11,1,5,5,65,*294,176,211,93,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3454,6109,6109,0,62,12,1,11,1,2,2,328,307,,,,,,,,,,,,,1,
3455,6111,6111,0,62,7,1,0,1,5,5,107,17,87,391,87,,,,,,,,,,1,
3456,6112,6112,1,62,7,1,0,1,2,2,267,99,,,,,,,,,,,,,1,
3457,6112,6112,2,62,7,1,0,1,3,3,67,244,342,,,,,,,,,,,,1,
3458,6113,6113,1,62,7,1,620,1,6,6,234,342,343,225,87,261,,,,,,,,,1,
3459,6113,6113,2,62,7,1,620,3,1,1,93,,,,,,,,,,,,,,1,
3460,6114,6114,0,62,7,1,45,1,3,3,267,99,28,,,,,,,,,,,,1,
3461,6115,6115,1,62,10,1,45,1,3,3,373,162,402,,,,,,,,,,,,1,
3462,6115,6115,2,62,10,1,45,1,3,3,87,162,127,,,,,,,,,,,,1,
3463,6116,6116,1,62,7,1,351,1,6,6,261,134,98,99,87,60,,,,,,,,,1,
3464,6116,6116,2,62,7,1,351,1,4,4,100,329,*028,162,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3465,6118,6118,1,64,-7,1,720,3,1,1,149,,,,,,,,,,,,,,1,
3466,6118,6118,2,64,-7,1,720,2,2,2,12,93,,,,,,,,,,,,,1,
3467,6120,6120,0,62,10,1,71,1,4,4,150,123,228,342,,,,,,,,,,,1,
3468,6121,6121,0,64,-4,1,149,2,2,2,326,342,,,,,,,,,,,,,1,
3469,6122,6122,1,62,8,1,12,1,2,2,8,342,,,,,,,,,,,,,1,
3470,6122,6122,2,62,8,1,12,3,1,1,1,,,,,,,,,,,,,,1,
3471,6123,6123,0,62,9,1,13,1,4,4,244,162,176,401,,,,,,,,,,,1,
3472,6124,6124,1,62,8,1,13,1,5,5,267,99,65,62,342,,,,,,,,,,1,
3473,6124,6124,2,62,8,1,13,3,1,1,93,,,,,,,,,,,,,,1,
3474,6125,6125,0,61,14,1,11,1,10,10,95,78,402,99,9,8,342,17,407,169,,,,,1,
3475,6126,6126,0,62,7,1,13,1,6,5,293,123,171,59,48,0,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3476,6127,6127,0,62,8,1,13,1,6,6,67,336,89,387,72,12,,,,,,,,,1,
3477,6128,6128,0,62,9,1,13,1,3,3,249,169,342,,,,,,,,,,,,1,
3478,6129,6129,0,62,10,1,13,1,6,6,267,99,87,59,70,342,,,,,,,,,1,
3479,6130,6130,0,62,7,1,13,1,3,3,351,402,98,,,,,,,,,,,,1,
3480,6131,6131,0,62,15,1,13,3,1,1,139,,,,,,,,,,,,,,1,
3481,6132,6132,0,62,11,1,13,1,6,6,343,180,99,341,17,342,,,,,,,,,1,
3482,6133,6133,0,62,10,1,13,1,6,6,293,123,86,250,93,404,,,,,,,,,1,
3483,6201,6201,0,62,9,1,13,1,5,5,307,*158,343,124,342,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3484,6202,6202,1,62,8,1,13,1,4,4,65,67,342,12,,,,,,,,,,,1,
3485,6202,6202,2,62,8,1,13,3,1,1,93,,,,,,,,,,,,,,1,
3486,6203,6203,1,62,7,1,13,1,5,5,104,149,267,99,93,,,,,,,,,,1,
3487,6203,6203,2,62,7,1,13,1,3,3,103,403,*162,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3488,6204,6204,1,62,8,1,11,1,5,5,267,99,65,62,342,,,,,,,,,,1,
3489,6204,6204,2,62,8,1,11,3,1,1,93,,,,,,,,,,,,,,1,
3490,6205,6205,1,62,-3,1,13,1,4,3,0,62,342,1,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3491,6205,6205,2,62,-3,1,13,1,3,3,212,212,267,,,,,,,,,,,,1,
3492,6206,6206,0,62,10,1,13,1,5,5,267,99,387,65,211,,,,,,,,,,1,
3493,6207,6207,0,61,15,1,999,1,7,7,267,99,53,67,336,89,211,,,,,,,,1,
3494,6208,6208,0,61,17,1,0,1,3,2,391,99,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3495,6209,6209,0,64,-1,1,13,1,2,2,69,15,,,,,,,,,,,,,1,
3496,6210,6210,0,62,7,1,13,1,5,5,205,373,86,373,12,,,,,,,,,,1,
3497,6211,6211,0,62,7,1,0,1,4,4,267,99,87,60,,,,,,,,,,,1,
3498,6213,6213,0,62,7,1,13,1,4,4,86,293,176,342,,,,,,,,,,,1,
3499,6214,6214,0,62,9,1,13,1,4,4,267,99,102,162,,,,,,,,,,,1,
3500,6215,6215,0,62,10,1,13,1,6,5,67,336,89,387,59,0,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3501,6216,6216,0,62,15,1,13,1,5,4,267,99,86,*216,0,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3502,6217,6217,0,61,14,1,13,1,5,5,267,99,387,72,211,,,,,,,,,,1,
3503,6218,6218,1,62,8,1,13,1,4,4,*387,375,375,342,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3504,6218,6218,2,62,8,1,13,3,1,1,93,,,,,,,,,,,,,,1,
3505,6219,6219,0,62,10,1,13,1,7,6,267,99,87,59,67,8,0,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3506,6220,6220,1,62,10,1,11,1,5,5,293,123,98,67,*060,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3507,6220,6220,2,62,10,1,11,1,3,3,17,245,249,,,,,,,,,,,,1,
3508,6221,6221,0,62,11,1,13,1,5,4,353,123,87,59,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3509,6222,6222,0,62,9,1,13,1,5,5,293,123,343,102,190,,,,,,,,,,1,
3510,6223,6223,0,62,10,1,13,1,5,5,341,197,123,406,162,,,,,,,,,,1,
3511,6224,6224,0,62,8,1,13,1,5,5,267,99,87,48,342,,,,,,,,,,1,
3512,6225,6225,0,61,14,1,13,1,2,2,121,14,,,,,,,,,,,,,1,
3513,6226,6226,0,62,11,1,13,1,3,3,65,135,342,,,,,,,,,,,,1,
3514,6227,6227,0,62,10,1,13,1,6,6,198,302,343,72,387,342,,,,,,,,,1,
3515,6228,6228,0,62,7,1,13,1,4,4,67,8,342,12,,,,,,,,,,,1,
3516,6229,6229,0,62,4,1,13,1,7,7,104,149,180,99,403,87,342,,,,,,,,1,
3517,6230,6230,0,62,9,1,13,1,5,5,186,293,99,109,342,,,,,,,,,,1,
3518,6231,6231,0,62,10,1,13,1,7,7,293,123,343,86,249,162,14,,,,,,,,1,
3519,6232,6232,0,62,9,1,13,1,2,2,327,254,,,,,,,,,,,,,1,
3520,6233,6233,10,62,-1,2,0,1,9,8,0,*059,387,87,59,17,406,162,93,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3521,6233,6233,29,62,-1,2,369,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3522,6234,6234,0,62,11,2,0,2,3,3,86,336,321,,,,,,,,,,,,1,
3523,6235,6235,0,62,10,2,11,1,2,2,169,342,,,,,,,,,,,,,1,
3524,6301,6301,0,62,7,4,0,1,2,2,48,342,,,,,,,,,,,,,1,
3525,6303,6303,0,62,-1,4,0,3,1,1,214,,,,,,,,,,,,,,1,
3526,6304,6304,0,62,-1,4,0,1,3,3,51,155,211,,,,,,,,,,,,1,
3527,6305,6305,1,64,-3,4,0,1,2,2,121,342,,,,,,,,,,,,,1,
3528,6305,6305,2,64,-3,4,0,3,1,1,374,,,,,,,,,,,,,,1,
3529,6306,6306,10,62,9,6,0,1,8,8,109,59,367,380,314,106,18,162,,,,,,,1,
3530,6306,6306,20,62,9,6,0,1,8,8,*129,287,86,65,67,403,87,342,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3531,6402,6402,1,69,0,1,134,1,6,5,0,327,89,381,28,175,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3532,6402,6402,2,69,0,1,134,2,2,2,180,99,,,,,,,,,,,,,1,
3533,6402,6402,3,69,0,1,134,1,2,2,29,267,,,,,,,,,,,,,1,
3534,6403,6403,1,69,0,1,0,1,5,5,87,244,403,180,99,,,,,,,,,,1,
3535,6403,6403,2,69,0,1,0,1,4,4,87,326,342,93,,,,,,,,,,,1,
3536,6405,6405,0,69,0,1,0,2,2,2,51,*177,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3537,7001,7001,0,79,0,1,0,2,5,5,126,87,373,*328,162,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3538,7002,7002,0,79,0,1,13,1,2,2,104,15,,,,,,,,,,,,,1,
3539,7004,7004,0,79,0,1,0,2,2,2,226,254,,,,,,,,,,,,,1,
3540,7005,7005,0,79,0,1,13,1,5,5,267,402,99,124,162,,,,,,,,,,1,
3541,7006,7006,0,79,0,1,0,1,3,3,248,406,169,,,,,,,,,,,,1,
3542,7007,7007,0,79,0,1,0,1,3,3,246,407,169,,,,,,,,,,,,1,
3543,7008,7008,0,79,0,1,13,1,4,3,267,*099,*387,0,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3544,7009,7009,0,79,0,1,11,1,7,7,204,230,67,72,336,89,211,,,,,,,,1,
3545,7011,7011,0,79,0,1,0,1,2,2,216,254,,,,,,,,,,,,,1,
3546,7013,7013,0,79,0,1,0,1,9,9,293,123,387,87,59,294,249,169,342,,,,,,1,
3547,7015,7015,0,79,0,1,13,1,6,6,18,381,99,72,216,254,,,,,,,,,1,
3548,7016,7016,0,79,0,1,0,9,3,2,194,194,0,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3549,7017,7017,0,79,0,1,0,1,7,7,293,77,245,126,97,106,169,,,,,,,,1,
3550,7018,7018,0,79,0,1,0,1,4,3,0,*112,197,342,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3551,7019,7019,0,79,0,1,0,2,3,2,294,17,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3552,7020,7020,0,79,0,1,0,1,6,6,249,214,97,258,347,342,,,,,,,,,1,
3553,7021,7021,0,79,0,1,0,1,9,9,99,380,123,87,59,72,403,87,*342,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3554,7022,7022,0,79,0,1,13,1,3,3,65,222,*254,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3555,7023,7023,0,79,0,1,0,2,5,5,150,*123,*048,*342,176,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3556,7024,7024,0,79,0,1,13,1,6,6,320,32,123,67,53,342,,,,,,,,,1,
3557,7025,7025,1,79,0,1,133,1,4,4,162,343,87,60,,,,,,,,,,,1,
3558,7025,7025,2,79,0,1,133,1,2,2,141,272,,,,,,,,,,,,,1,
3559,7026,7026,0,79,0,1,13,1,8,7,267,99,364,51,130,336,*249,0,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3560,7027,7027,0,79,0,1,0,1,2,2,256,391,,,,,,,,,,,,,1,
3561,7028,7028,0,79,0,1,45,1,6,6,244,343,72,66,127,168,,,,,,,,,1,
3562,7029,7029,0,79,0,1,0,1,2,2,216,342,,,,,,,,,,,,,1,
3563,7030,7030,0,79,0,1,0,1,3,2,0,347,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3564,7031,7031,0,79,0,1,13,1,8,8,18,162,123,72,216,254,97,175,,,,,,,1,
3565,7032,7032,0,79,0,1,0,1,5,5,17,169,123,102,190,,,,,,,,,,1,
3566,7034,7034,0,79,0,1,13,2,5,4,0,*041,*304,167,169,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3567,7035,7035,0,79,0,1,13,1,3,3,103,403,342,,,,,,,,,,,,1,
3568,7036,7036,0,79,0,1,13,1,4,3,0,17,109,162,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3569,7038,7038,0,79,0,1,13,1,5,5,391,99,87,59,*073,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3570,7039,7039,0,79,0,1,0,2,3,3,17,267,342,,,,,,,,,,,,1,
3571,7040,7040,0,79,0,1,0,1,2,2,106,15,,,,,,,,,,,,,1,
3572,7042,7042,0,79,0,1,0,2,5,5,286,99,47,347,342,,,,,,,,,,1,
3573,7043,7043,0,79,0,1,13,1,3,3,65,135,342,,,,,,,,,,,,1,
3574,7044,7044,1,79,0,1,13,1,6,5,173,98,150,233,99,0,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3575,7044,7044,2,79,0,1,13,1,3,3,217,347,342,,,,,,,,,,,,1,
3576,7045,7045,0,79,0,1,13,1,6,6,293,123,343,249,169,342,,,,,,,,,1,
3577,7046,7046,0,79,0,1,0,1,3,3,*373,8,*342,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3578,7047,7047,0,79,0,1,13,1,4,4,391,123,25,15,,,,,,,,,,,1,
3579,7048,7048,10,79,0,1,0,3,1,1,103,,,,,,,,,,,,,,1,
3580,7048,7048,20,79,0,1,0,3,1,1,158,,,,,,,,,,,,,,1,
3581,7048,7048,30,79,0,1,0,3,1,1,409,,,,,,,,,,,,,,1,
3582,7048,7048,40,79,0,1,0,3,1,1,59,,,,,,,,,,,,,,1,
3583,7048,7048,50,79,0,1,13,1,7,6,0,386,186,87,59,294,342,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3584,7049,7049,0,79,0,1,11,1,3,3,162,249,12,,,,,,,,,,,,1,
3585,7050,7050,0,79,0,1,13,1,3,2,0,*342,*001,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3586,7053,7053,0,79,0,1,13,1,3,3,67,8,12,,,,,,,,,,,,1,
3587,7054,7054,0,79,0,1,0,1,4,3,267,99,102,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
3588,7055,7055,10,79,0,1,0,1,4,4,*065,*072,342,223,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3589,7055,7055,29,79,0,1,831,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
3590,7056,7056,0,79,0,1,0,1,4,4,65,67,294,342,,,,,,,,,,,1,
3591,7057,7057,0,79,0,1,890,1,4,4,65,72,222,254,,,,,,,,,,,1,
3592,7062,7062,0,79,0,1,0,1,6,6,267,99,375,51,*155,211,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
3593,7063,7063,0,79,0,1,0,1,4,4,400,344,102,169,,,,,,,,,,,1,
