"corpus","system_class","sequence_id","description","document_type","region","class_or_group","length","duplicate_weight","tokens","source_ids"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00071","AEX: 2011/10/16 12:1:3 GMT","Weather Icon Sequence","","","5","42","partlycloudy | clear | clear | clear | clear","Weather_icons_00113|Weather_icons_00126|Weather_icons_00274|Weather_icons_00292|Weather_icons_01873|Weather_icons_02356|Weather_icons_02370|Weather_icons_02822|Weather_icons_04511|Weather_icons_04707|Weather_icons_04708|Weather_icons_04721|Weather_icons_04789|Weather_icons_04820|Weather_icons_04824|Weather_icons_04960|Weather_icons_05573|Weather_icons_05589|Weather_icons_06259|Weather_icons_06277|Weather_icons_06321|Weather_icons_06338|Weather_icons_06627|Weather_icons_06644|Weather_icons_06651|Weather_icons_06661|Weather_icons_06817|Weather_icons_06852|Weather_icons_06863|Weather_icons_07128|Weather_icons_07141|Weather_icons_07148|Weather_icons_07151|Weather_icons_07164|Weather_icons_07204|Weather_icons_07211|Weather_icons_07217|Weather_icons_07227|Weather_icons_08643|Weather_icons_08660|Weather_icons_08667|Weather_icons_08677"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00072","AEX: 2011/10/20 12:1:2 GMT","Weather Icon Sequence","","","5","2","clear | clear | chancetstorms | clear | clear","Weather_icons_00114|Weather_icons_04934"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00073","AEX: 2011/10/23 12:1:2 GMT","Weather Icon Sequence","","","5","1","clear | clear | clear | chancetstorms | partlycloudy","Weather_icons_00115"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00074","AEX: 2011/10/30 12:1:2 GMT","Weather Icon Sequence","","","5","1","tstorms | chancerain | clear | clear | partlycloudy","Weather_icons_00117"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00075","AEX: 2011/11/3 12:1:3 GMT","Weather Icon Sequence","","","5","9","clear | clear | clear | partlycloudy | chancetstorms","Weather_icons_00118|Weather_icons_04825|Weather_icons_05694|Weather_icons_06648|Weather_icons_06665|Weather_icons_08664|Weather_icons_09014|Weather_icons_09033|Weather_icons_09222"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00076","AEX: 2011/11/6 13:1:2 GMT","Weather Icon Sequence","","","5","3","clear | clear | clear | partlycloudy | chancerain","Weather_icons_00119|Weather_icons_02827|Weather_icons_04341"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00077","AEX: 2011/11/10 13:1:3 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | tstorms | clear | clear","Weather_icons_00120"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00078","AEX: 2011/11/13 13:1:2 GMT","Weather Icon Sequence","","","5","1","partlycloudy | clear | partlycloudy | mostlycloudy | chancetstorms","Weather_icons_00121"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00079","AEX: 2011/11/20 13:1:3 GMT","Weather Icon Sequence","","","5","8","clear | partlycloudy | partlycloudy | chancerain | chancerain","Weather_icons_00123|Weather_icons_00298|Weather_icons_00899|Weather_icons_04994|Weather_icons_06283|Weather_icons_06614|Weather_icons_08050|Weather_icons_08058"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00080","AEX: 2011/11/24 13:1:3 GMT","Weather Icon Sequence","","","5","1","mostlycloudy | mostlycloudy | tstorms | partlycloudy | partlycloudy","Weather_icons_00124"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00081","AEX: 2011/11/27 13:1:2 GMT","Weather Icon Sequence","","","5","1","clear | partlycloudy | tstorms | clear | clear","Weather_icons_00125"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00082","AGJ: 2011/4/29 3:0:16 GMT","Weather Icon Sequence","","","5","1","chancerain | chancetstorms | cloudy | cloudy | chancerain","Weather_icons_00127"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00083","AGJ: 2011/5/1 23:41:2 GMT","Weather Icon Sequence","","","5","1","cloudy | tstorms | tstorms | chancetstorms | chancerain","Weather_icons_00128"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00084","AGJ: 2011/5/5 20:27:15 GMT","Weather Icon Sequence","","","5","16","chancerain | chancetstorms | chancerain | chancerain | chancerain","Weather_icons_00129|Weather_icons_00649|Weather_icons_00661|Weather_icons_00850|Weather_icons_00958|Weather_icons_01102|Weather_icons_02602|Weather_icons_03551|Weather_icons_05172|Weather_icons_05419|Weather_icons_05720|Weather_icons_05860|Weather_icons_05986|Weather_icons_07338|Weather_icons_07396|Weather_icons_09100"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00085","AGJ: 2011/5/8 12:1:3 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancerain | chancerain | cloudy | chancerain","Weather_icons_00130"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00086","AGJ: 2011/5/15 12:1:3 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | sunny | chancetstorms | chancerain","Weather_icons_00132"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00087","AGJ: 2011/5/19 12:1:2 GMT","Weather Icon Sequence","","","5","4","chancetstorms | rain | chancerain | chancerain | chancerain","Weather_icons_00133|Weather_icons_01619|Weather_icons_07431|Weather_icons_09115"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00088","AGJ: 2011/5/22 12:1:3 GMT","Weather Icon Sequence","","","5","1","chancetstorms | sunny | cloudy | chancerain | chancerain","Weather_icons_00134"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00089","AGJ: 2011/5/26 12:1:2 GMT","Weather Icon Sequence","","","5","13","chancetstorms | chancerain | chancerain | chancetstorms | chancetstorms","Weather_icons_00135|Weather_icons_00148|Weather_icons_00647|Weather_icons_01798|Weather_icons_02083|Weather_icons_02149|Weather_icons_02973|Weather_icons_05243|Weather_icons_05251|Weather_icons_05502|Weather_icons_07257|Weather_icons_07380|Weather_icons_10094"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00090","AGJ: 2011/5/29 12:1:3 GMT","Weather Icon Sequence","","","5","1","tstorms | tstorms | chancerain | mostlysunny | sunny","Weather_icons_00136"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00091","AGJ: 2011/6/2 12:1:3 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | tstorms | chancetstorms | chancerain","Weather_icons_00137"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00092","AGJ: 2011/6/5 12:1:3 GMT","Weather Icon Sequence","","","5","8","chancetstorms | chancetstorms | chancetstorms | chancerain | partlycloudy","Weather_icons_00138|Weather_icons_00568|Weather_icons_00770|Weather_icons_00883|Weather_icons_01576|Weather_icons_03230|Weather_icons_04978|Weather_icons_08042"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00093","AGJ: 2011/6/9 12:1:3 GMT","Weather Icon Sequence","","","5","1","partlycloudy | mostlysunny | chancerain | mostlysunny | chancetstorms","Weather_icons_00139"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00094","AGJ: 2011/6/12 12:1:3 GMT","Weather Icon Sequence","","","5","1","partlycloudy | cloudy | cloudy | chancetstorms | tstorms","Weather_icons_00140"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00095","AGJ: 2011/6/16 12:1:4 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancerain | partlycloudy | cloudy | chancerain","Weather_icons_00141"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00096","AGJ: 2011/6/19 12:1:3 GMT","Weather Icon Sequence","","","5","8","chancerain | chancerain | chancetstorms | chancerain | chancetstorms","Weather_icons_00142|Weather_icons_01101|Weather_icons_05512|Weather_icons_05872|Weather_icons_05931|Weather_icons_05944|Weather_icons_06001|Weather_icons_09112"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00097","AGJ: 2011/6/23 12:1:2 GMT","Weather Icon Sequence","","","5","13","chancerain | chancetstorms | chancetstorms | chancerain | chancerain","Weather_icons_00143|Weather_icons_00955|Weather_icons_01654|Weather_icons_04430|Weather_icons_05382|Weather_icons_05385|Weather_icons_05510|Weather_icons_06004|Weather_icons_06016|Weather_icons_06681|Weather_icons_07652|Weather_icons_08716|Weather_icons_08722"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00098","AGJ: 2011/6/26 12:1:2 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancetstorms | chancetstorms | chancerain | tstorms","Weather_icons_00144|Weather_icons_02991"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00099","AGJ: 2011/6/30 12:1:4 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancerain | chancetstorms | mostlysunny | mostlysunny","Weather_icons_00145"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00100","AGJ: 2011/7/3 12:1:2 GMT","Weather Icon Sequence","","","5","20","chancetstorms | chancetstorms | chancetstorms | chancerain | chancerain","Weather_icons_00146|Weather_icons_00654|Weather_icons_01525|Weather_icons_01614|Weather_icons_02015|Weather_icons_02478|Weather_icons_02481|Weather_icons_03712|Weather_icons_03989|Weather_icons_04222|Weather_icons_04360|Weather_icons_05257|Weather_icons_05871|Weather_icons_05966|Weather_icons_06376|Weather_icons_07316|Weather_icons_07389|Weather_icons_07400|Weather_icons_08718|Weather_icons_10108"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00101","AGJ: 2011/7/7 12:1:2 GMT","Weather Icon Sequence","","","5","1","mostlysunny | mostlysunny | chancerain | cloudy | chancerain","Weather_icons_00147"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00102","AGJ: 2011/7/14 12:1:2 GMT","Weather Icon Sequence","","","5","1","chancerain | tstorms | tstorms | tstorms | chancetstorms","Weather_icons_00149"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00103","AGJ: 2011/7/17 12:1:2 GMT","Weather Icon Sequence","","","5","7","chancerain | chancerain | chancerain | chancetstorms | chancetstorms","Weather_icons_00150|Weather_icons_02095|Weather_icons_02967|Weather_icons_05988|Weather_icons_05999|Weather_icons_07335|Weather_icons_07898"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00104","AGJ: 2011/7/21 12:1:3 GMT","Weather Icon Sequence","","","5","26","chancerain | chancerain | chancetstorms | chancetstorms | chancetstorms","Weather_icons_00151|Weather_icons_00513|Weather_icons_00529|Weather_icons_00656|Weather_icons_02146|Weather_icons_02158|Weather_icons_02169|Weather_icons_02475|Weather_icons_02477|Weather_icons_02978|Weather_icons_03217|Weather_icons_03233|Weather_icons_03259|Weather_icons_04230|Weather_icons_04233|Weather_icons_04234|Weather_icons_04235|Weather_icons_05750|Weather_icons_05753|Weather_icons_06011|Weather_icons_06366|Weather_icons_06995|Weather_icons_07251|Weather_icons_07262|Weather_icons_07378|Weather_icons_07893"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00105","AGJ: 2011/7/24 12:1:3 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancetstorms | sunny | chancetstorms | chancerain","Weather_icons_00152|Weather_icons_04246"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00106","AGJ: 2011/7/28 12:1:3 GMT","Weather Icon Sequence","","","5","19","chancetstorms | chancetstorms | chancerain | chancerain | chancetstorms","Weather_icons_00153|Weather_icons_01653|Weather_icons_02163|Weather_icons_02176|Weather_icons_02986|Weather_icons_02988|Weather_icons_03236|Weather_icons_03707|Weather_icons_05743|Weather_icons_06373|Weather_icons_06381|Weather_icons_06750|Weather_icons_07270|Weather_icons_07272|Weather_icons_07694|Weather_icons_07756|Weather_icons_07876|Weather_icons_10086|Weather_icons_10103"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00107","AGJ: 2011/7/31 12:1:3 GMT","Weather Icon Sequence","","","5","9","chancetstorms | chancetstorms | mostlysunny | chancetstorms | chancetstorms","Weather_icons_00154|Weather_icons_00541|Weather_icons_02132|Weather_icons_03014|Weather_icons_04259|Weather_icons_04264|Weather_icons_06034|Weather_icons_07298|Weather_icons_10112"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00108","AGJ: 2011/8/4 12:1:3 GMT","Weather Icon Sequence","","","5","4","sunny | chancerain | chancerain | chancetstorms | chancetstorms","Weather_icons_00155|Weather_icons_01662|Weather_icons_05882|Weather_icons_07320"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00109","AGJ: 2011/8/11 12:1:3 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | chancerain | sunny | chancerain","Weather_icons_00157"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00110","AGJ: 2011/8/14 12:1:3 GMT","Weather Icon Sequence","","","5","3","cloudy | tstorms | chancetstorms | chancetstorms | chancetstorms","Weather_icons_00158|Weather_icons_06779|Weather_icons_06788"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00111","AGJ: 2011/8/18 12:1:3 GMT","Weather Icon Sequence","","","5","2","chancetstorms | mostlysunny | sunny | sunny | sunny","Weather_icons_00159|Weather_icons_09007"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00112","AGJ: 2011/8/21 12:1:3 GMT","Weather Icon Sequence","","","5","59","mostlysunny | sunny | sunny | sunny | sunny","Weather_icons_00160|Weather_icons_00210|Weather_icons_00238|Weather_icons_00251|Weather_icons_00717|Weather_icons_00736|Weather_icons_00831|Weather_icons_00869|Weather_icons_01070|Weather_icons_02245|Weather_icons_02275|Weather_icons_02276|Weather_icons_02301|Weather_icons_02523|Weather_icons_02574|Weather_icons_02664|Weather_icons_02686|Weather_icons_02708|Weather_icons_02719|Weather_icons_02943|Weather_icons_03359|Weather_icons_03382|Weather_icons_03392|Weather_icons_03737|Weather_icons_03756|Weather_icons_03758|Weather_icons_03760|Weather_icons_03795|Weather_icons_04601|Weather_icons_04603|Weather_icons_04605|Weather_icons_04633|Weather_icons_04653|Weather_icons_04759|Weather_icons_04898|Weather_icons_05346|Weather_icons_05470|Weather_icons_05652|Weather_icons_06211|Weather_icons_06717|Weather_icons_06928|Weather_icons_06952|Weather_icons_06954|Weather_icons_07436|Weather_icons_07530|Weather_icons_08080|Weather_icons_08095|Weather_icons_08268|Weather_icons_08392|Weather_icons_08393|Weather_icons_08413|Weather_icons_08489|Weather_icons_08789|Weather_icons_08796|Weather_icons_08811|Weather_icons_08915|Weather_icons_08922|Weather_icons_08937|Weather_icons_09659"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00113","AGJ: 2011/8/25 12:1:3 GMT","Weather Icon Sequence","","","5","48","sunny | sunny | mostlysunny | sunny | sunny","Weather_icons_00161|Weather_icons_00203|Weather_icons_00237|Weather_icons_00240|Weather_icons_00362|Weather_icons_00732|Weather_icons_00980|Weather_icons_01047|Weather_icons_01201|Weather_icons_01498|Weather_icons_02307|Weather_icons_02311|Weather_icons_02528|Weather_icons_02564|Weather_icons_02566|Weather_icons_02679|Weather_icons_02695|Weather_icons_02718|Weather_icons_02720|Weather_icons_02767|Weather_icons_03306|Weather_icons_03311|Weather_icons_03383|Weather_icons_03574|Weather_icons_03742|Weather_icons_03744|Weather_icons_03745|Weather_icons_03765|Weather_icons_03836|Weather_icons_03954|Weather_icons_04623|Weather_icons_04662|Weather_icons_04769|Weather_icons_05178|Weather_icons_05810|Weather_icons_05837|Weather_icons_06715|Weather_icons_06930|Weather_icons_06961|Weather_icons_06973|Weather_icons_07595|Weather_icons_08164|Weather_icons_08403|Weather_icons_08442|Weather_icons_08776|Weather_icons_08787|Weather_icons_08902|Weather_icons_08913"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00114","AGJ: 2011/8/28 12:1:3 GMT","Weather Icon Sequence","","","5","2","tstorms | cloudy | chancetstorms | chancetstorms | chancetstorms","Weather_icons_00162|Weather_icons_02997"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00115","AGJ: 2011/9/1 12:1:2 GMT","Weather Icon Sequence","","","5","5","sunny | chancetstorms | chancetstorms | sunny | sunny","Weather_icons_00163|Weather_icons_01200|Weather_icons_02689|Weather_icons_08805|Weather_icons_08931"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00116","AGJ: 2011/9/4 12:1:3 GMT","Weather Icon Sequence","","","5","4","sunny | sunny | mostlysunny | partlycloudy | sunny","Weather_icons_00164|Weather_icons_03385|Weather_icons_03767|Weather_icons_04587"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00117","AGJ: 2011/9/8 12:1:3 GMT","Weather Icon Sequence","","","5","1","sunny | chancerain | cloudy | cloudy | mostlysunny","Weather_icons_00165"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00118","AGJ: 2011/9/11 12:1:3 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | sunny | mostlysunny | chancetstorms","Weather_icons_00166"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00119","AGJ: 2011/9/15 12:1:3 GMT","Weather Icon Sequence","","","5","10","sunny | chancetstorms | chancetstorms | chancetstorms | chancetstorms","Weather_icons_00167|Weather_icons_00562|Weather_icons_00655|Weather_icons_02125|Weather_icons_02519|Weather_icons_04256|Weather_icons_05204|Weather_icons_05261|Weather_icons_05267|Weather_icons_07889"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00120","AGJ: 2011/9/18 12:1:2 GMT","Weather Icon Sequence","","","5","30","chancetstorms | tstorms | chancetstorms | chancetstorms | chancetstorms","Weather_icons_00168|Weather_icons_00557|Weather_icons_01695|Weather_icons_01988|Weather_icons_01994|Weather_icons_02138|Weather_icons_02980|Weather_icons_02982|Weather_icons_03003|Weather_icons_04453|Weather_icons_05084|Weather_icons_05093|Weather_icons_05229|Weather_icons_05271|Weather_icons_05517|Weather_icons_06425|Weather_icons_06426|Weather_icons_06448|Weather_icons_06657|Weather_icons_06774|Weather_icons_07005|Weather_icons_07018|Weather_icons_07025|Weather_icons_07029|Weather_icons_07032|Weather_icons_07040|Weather_icons_07266|Weather_icons_07923|Weather_icons_07930|Weather_icons_08010"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00121","AGJ: 2011/9/22 12:1:2 GMT","Weather Icon Sequence","","","5","1","tstorms | chancetstorms | mostlysunny | chancerain | sunny","Weather_icons_00169"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00122","AGJ: 2011/9/25 12:1:3 GMT","Weather Icon Sequence","","","5","1","chancerain | sunny | chancerain | partlycloudy | chancetstorms","Weather_icons_00170"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00123","AGJ: 2011/9/29 12:1:3 GMT","Weather Icon Sequence","","","5","46","tstorms | chancetstorms | chancetstorms | chancetstorms | chancetstorms","Weather_icons_00171|Weather_icons_00560|Weather_icons_00662|Weather_icons_01152|Weather_icons_01160|Weather_icons_01168|Weather_icons_02181|Weather_icons_02790|Weather_icons_02795|Weather_icons_02999|Weather_icons_03255|Weather_icons_03427|Weather_icons_04243|Weather_icons_04258|Weather_icons_05094|Weather_icons_05101|Weather_icons_05210|Weather_icons_05211|Weather_icons_05227|Weather_icons_05290|Weather_icons_05291|Weather_icons_05499|Weather_icons_05528|Weather_icons_05792|Weather_icons_06007|Weather_icons_06028|Weather_icons_06383|Weather_icons_06411|Weather_icons_06417|Weather_icons_06422|Weather_icons_06768|Weather_icons_06769|Weather_icons_06780|Weather_icons_06798|Weather_icons_07000|Weather_icons_07013|Weather_icons_07035|Weather_icons_07036|Weather_icons_07043|Weather_icons_07279|Weather_icons_07281|Weather_icons_07697|Weather_icons_07740|Weather_icons_07748|Weather_icons_07971|Weather_icons_08017"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00124","AGJ: 2011/10/2 12:1:3 GMT","Weather Icon Sequence","","","5","1","sunny | sunny | chancerain | hazy | chancerain","Weather_icons_00172"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00125","AGJ: 2011/10/6 12:1:3 GMT","Weather Icon Sequence","","","5","2","chancetstorms | rain | chancetstorms | chancetstorms | chancerain","Weather_icons_00173|Weather_icons_01797"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00126","AGJ: 2011/10/9 12:1:3 GMT","Weather Icon Sequence","","","5","1","mostlysunny | sunny | chancerain | hazy | chancetstorms","Weather_icons_00174"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00127","AGJ: 2011/10/13 12:1:2 GMT","Weather Icon Sequence","","","5","1","chancetstorms | tstorms | chancetstorms | cloudy | chancetstorms","Weather_icons_00175"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00128","AGJ: 2011/10/16 12:1:3 GMT","Weather Icon Sequence","","","5","1","tstorms | chancetstorms | tstorms | cloudy | sunny","Weather_icons_00176"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00129","AGJ: 2011/10/20 12:1:2 GMT","Weather Icon Sequence","","","5","1","partlycloudy | mostlysunny | cloudy | chancerain | chancetstorms","Weather_icons_00177"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00130","AGJ: 2011/10/23 12:1:2 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | cloudy | sunny | sunny","Weather_icons_00178"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00131","AGJ: 2011/10/27 12:1:2 GMT","Weather Icon Sequence","","","5","2","mostlysunny | sunny | chancerain | sunny | mostlysunny","Weather_icons_00179|Weather_icons_01000"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00132","AGJ: 2011/10/30 12:1:2 GMT","Weather Icon Sequence","","","5","1","sunny | sunny | mostlysunny | hazy | chancetstorms","Weather_icons_00180"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00133","AGJ: 2011/11/3 12:1:3 GMT","Weather Icon Sequence","","","5","1","sunny | partlycloudy | chancetstorms | chancetstorms | partlycloudy","Weather_icons_00181"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00134","AGJ: 2011/11/6 13:1:2 GMT","Weather Icon Sequence","","","5","1","chancetstorms | tstorms | chancetstorms | hazy | chancetstorms","Weather_icons_00182"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00135","AGJ: 2011/11/10 13:1:3 GMT","Weather Icon Sequence","","","5","3","chancetstorms | chancetstorms | cloudy | chancerain | chancerain","Weather_icons_00183|Weather_icons_05253|Weather_icons_05933"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00136","AGJ: 2011/11/13 13:1:2 GMT","Weather Icon Sequence","","","5","4","tstorms | chancerain | chancerain | chancerain | chancerain","Weather_icons_00184|Weather_icons_01173|Weather_icons_03264|Weather_icons_05369"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00137","AGJ: 2011/11/17 13:1:3 GMT","Weather Icon Sequence","","","5","1","chancetstorms | rain | mostlysunny | mostlysunny | cloudy","Weather_icons_00185"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00138","AGJ: 2011/11/20 13:1:3 GMT","Weather Icon Sequence","","","5","1","cloudy | rain | chancetstorms | cloudy | cloudy","Weather_icons_00186"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00139","AGJ: 2011/11/24 13:1:3 GMT","Weather Icon Sequence","","","5","1","chancerain | cloudy | cloudy | chancerain | partlycloudy","Weather_icons_00187"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00140","AGJ: 2011/11/27 13:1:3 GMT","Weather Icon Sequence","","","5","1","mostlysunny | cloudy | cloudy | chancetstorms | chancerain","Weather_icons_00188"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00141","AGP: 2011/4/26 4:35:28 GMT","Weather Icon Sequence","","","5","1","cloudy | chancetstorms | chancetstorms | chancetstorms | hazy","Weather_icons_00189"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00142","AGP: 2011/4/29 3:0:16 GMT","Weather Icon Sequence","","","5","18","chancerain | sunny | sunny | chancerain | chancerain","Weather_icons_00190|Weather_icons_00698|Weather_icons_01090|Weather_icons_01531|Weather_icons_02413|Weather_icons_02423|Weather_icons_02656|Weather_icons_03114|Weather_icons_03347|Weather_icons_04366|Weather_icons_04376|Weather_icons_04875|Weather_icons_04880|Weather_icons_05826|Weather_icons_06493|Weather_icons_08572|Weather_icons_09079|Weather_icons_09916"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00143","AGP: 2011/5/1 23:41:3 GMT","Weather Icon Sequence","","","5","3","chancerain | chancerain | mostlysunny | chancerain | sunny","Weather_icons_00191|Weather_icons_01222|Weather_icons_08492"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00144","AGP: 2011/5/5 20:27:16 GMT","Weather Icon Sequence","","","5","13","chancerain | chancerain | chancerain | mostlysunny | sunny","Weather_icons_00192|Weather_icons_01111|Weather_icons_01349|Weather_icons_01465|Weather_icons_03108|Weather_icons_03794|Weather_icons_04437|Weather_icons_05132|Weather_icons_05744|Weather_icons_06208|Weather_icons_06942|Weather_icons_09664|Weather_icons_09905"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00145","AGP: 2011/5/8 12:1:3 GMT","Weather Icon Sequence","","","5","1","sunny | partlycloudy | chancerain | sunny | cloudy","Weather_icons_00193"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00146","AGP: 2011/5/12 12:1:4 GMT","Weather Icon Sequence","","","5","6","sunny | sunny | mostlysunny | mostlysunny | partlycloudy","Weather_icons_00194|Weather_icons_01559|Weather_icons_04394|Weather_icons_06958|Weather_icons_07603|Weather_icons_10133"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00147","AGP: 2011/5/15 12:1:3 GMT","Weather Icon Sequence","","","5","20","mostlysunny | mostlysunny | sunny | sunny | sunny","Weather_icons_00195|Weather_icons_00204|Weather_icons_01008|Weather_icons_01489|Weather_icons_02078|Weather_icons_02263|Weather_icons_02295|Weather_icons_02440|Weather_icons_02522|Weather_icons_02756|Weather_icons_02762|Weather_icons_03750|Weather_icons_04399|Weather_icons_04627|Weather_icons_04734|Weather_icons_04765|Weather_icons_05105|Weather_icons_05462|Weather_icons_07665|Weather_icons_08407"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00148","AGP: 2011/5/19 12:1:3 GMT","Weather Icon Sequence","","","5","1","partlycloudy | sunny | mostlysunny | chancerain | chancerain","Weather_icons_00196"
