"corpus","system_class","sequence_id","description","document_type","region","class_or_group","length","duplicate_weight","tokens","source_ids"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00141","Nigg","PictishStone","Highland Ross and Cromarty","II","2","2","Eagle | Beast","Pictish_stones_00201|Pictish_stones_00264"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00142","Nonakiln, Nonikiln","PictishStone","Highland Ross and Comarty","IV","2","1","Double-Disc | Double-Disc","Pictish_stones_00202"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00143","Norries Law","PictishStone","Fife","IV","3","1","Double-Disc | Z | Beast's-Head","Pictish_stones_00203"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00144","Pabbay, Barra","PictishStone","Western Isles","I","3","1","Crescent | V | Flower","Pictish_stones_00211"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00145","Papa Westray","PictishStone","Orkney","IV","2","1","Rectangle | Cross","Pictish_stones_00212"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00146","Park House","PictishStone","Aberdeenshire","I","6","1","Divided-Rectangle | Z | Crescent | V | Mirror | Comb","Pictish_stones_00213"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00147","Percylieu, Clatt, Leith Hill","PictishStone","Aberdeenshire","I","2","1","Salmon | Horseshoe","Pictish_stones_00215"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00148","Peterhead Farm, Blackford","PictishStone","Perthshire and Kinross","I","2","1","Goose | Rectangle","Pictish_stones_00216"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00149","Rhynie 1, Craw Stane","PictishStone","Aberdeenshire","I","2","1","Salmon | Beast","Pictish_stones_00221"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00150","Rhynie 3, Plough Inn","PictishStone","Aberdeenshire","I","2","1","Man | Horseshoe","Pictish_stones_00223"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00151","Rhynie 4, Mains of Rhynie","PictishStone","Aberdeenshire","I","4","1","Beast | Crescent | V | Mirror","Pictish_stones_00224"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00152","Rhynie 5, Old Church","PictishStone","Aberdeenshire","I","5","1","Beast's-Head | Double-Disc | Z | Comb | Mirror","Pictish_stones_00225"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00153","Rhynie 6, Old Church","PictishStone","Aberdeenshire","I","5","1","Double-Disc | Z | Crescent | V | Mirror","Pictish_stones_00226"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00154","Rhynie 7, Barflat","PictishStone","Aberdeenshire","IV","2","1","Man | Axe","Pictish_stones_00227"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00155","Rhynie 8, Barflat","PictishStone","Aberdeenshire","I","3","1","Beast | Comb | Ogee","Pictish_stones_00228"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00156","Roskeen, Clacha' Mheirlich","PictishStone","Highland Ross and Cromarty","I","4","1","Step | Crescent | V | Pincers","Pictish_stones_00231"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00157","Rothiebrisbane","PictishStone","Aberdeenshire","I","3","1","Horseshoe | Triple-Disc | Disc","Pictish_stones_00233"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00158","Sandness","PictishStone","Shetland","I","3","1","Rectangle | Horseshoe | Mirror","Pictish_stones_00234"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00159","Sands of Evie, Evie","PictishStone","Orkney","I","3","1","Mirror | Triple-Disc | Comb","Pictish_stones_00235"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00160","Sandside House","PictishStone","Highland Caithness","I","4","1","Triple-Oval | Mirror-Case | Mirror | Comb","Pictish_stones_00236"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00161","Sculptor's Cave, Covesea","PictishStone","Moray","IV","4","1","Salmon | Crescent | V | Flower","Pictish_stones_00238"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00162","Shandwick, Clach a' Charridh","PictishStone","Highland Ross and Cromarty","II","2","1","Double-Disc | Beast","Pictish_stones_00239"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00163","Skinnet 1, Skinnet Chapel, Halkirk","PictishStone","Highland Caithness","II","4","1","Triple-Oval | Fish-Monster | Crescent | V","Pictish_stones_00240"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00164","St. Madoes","PictishStone","Perthshire and Kinross","II","5","1","Crescent | V | Double-Disc | Z | Beast","Pictish_stones_00241"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00165","St. Peter's Church, South Ronaldsay","PictishStone","Orkney","I","6","1","Rectangle | Crescent | V | Crescent | V | Mirror-Case","Pictish_stones_00242"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00166","St. Vigeans 1","PictishStone","Angus","II","5","1","Double-Disc | Z | Crescent | Comb | Mirror","Pictish_stones_00243"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00167","St. Vigeans 2","PictishStone","Angus","II","5","1","Mirror | Serpent | Z | Comb | Eagle","Pictish_stones_00244"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00168","St. Vigeans 4","PictishStone","Angus","II","2","1","Double-Disc | Triquetra","Pictish_stones_00246"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00169","St. Vigeans 5","PictishStone","Angus","II","3","1","Double-Disc | Z | Step","Pictish_stones_00247"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00170","Strathmartine 2","PictishStone","Angus","IV","2","1","Snake | Snake","Pictish_stones_00251"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00171","Strathmartine 3","PictishStone","Angus","II","2","1","Step | Beast","Pictish_stones_00252"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00172","Strathmiglo","PictishStone","Fife","I","2","1","Mirror-Case | Deer's-Head","Pictish_stones_00256"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00173","Strathpeffer, Clach an Tionpain, Clach an Tiondian","PictishStone","Highland Ross and Cromarty","I","2","1","Horseshoe | Eagle","Pictish_stones_00257"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00174","Struan, Strowan","PictishStone","Perthshire and Kinross","I","3","1","Double-Disc | Z | Horseshoe","Pictish_stones_00258"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00175","Tarbat 1","PictishStone","Highland Ross and Cromarty","II","6","1","Crescent | V | Tuning-Fork | Serpent | Z | Beast","Pictish_stones_00259"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00176","Tillytarmont 1, Goose Stone","PictishStone","Aberdeenshire","I","3","1","Goose | Mirror | Mirror-Case","Pictish_stones_00261"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00177","Tillytarmont 6","PictishStone","Aberdeenshire","I","5","1","Serpent | Z | Horseshoe | Comb | Mirror","Pictish_stones_00265"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00178","Tom na Heron","PictishStone","Moray","I","2","1","Serpent | Figure","Pictish_stones_00266"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00179","Torgorm","PictishStone","Highland Ross and Cromarty","I","4","1","Double-Disc | Z | Double-Disc | Z","Pictish_stones_00267"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00180","Tullich 1","PictishStone","Aberdeenshire","I","4","1","Double-Disc | Z | Beast | Mirror","Pictish_stones_00269"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00181","Upper Manbeen, Upper Manbean","PictishStone","Moray","I","4","1","Dog's-Head | Fish-Monster | Comb | Mirror","Pictish_stones_00273"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00182","Walternativeon","PictishStone","Fife","IV","2","1","Eagle | Terret","Pictish_stones_00275"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00183","Westerton of Balgavies, Aberlemno","PictishStone","Angus","IV","2","1","Man | Cupmarks","Pictish_stones_00280"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00184","Westfield 1, Falkland","PictishStone","Fife","I","2","1","Double-Disc | Mirror-Case","Pictish_stones_00281"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00185","Westfield 2, Falkland","PictishStone","Fife","I","2","1","Notched-Rectangle | 2-Concentric-Circles","Pictish_stones_00282"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00186","Whitecleuch, Drumlanrig Castle","PictishStone","Lanarkshire","IV","3","1","Double-Disc | Z | Notched-Rectangle","Pictish_stones_00283"
"Pictish_stones","ambiguous_symbol_system","Pictish_stones_exact_00187","Woodwray, Woodrae","PictishStone","Angus","II","3","1","Double-Disc | Step | Bull","Pictish_stones_00284"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00001","2, Nazi-Maruttaš Zeit","Kudduru","","1","7","1","Löwenmensch | Aufger.-steh.-Tiermenschen | Stern | Mondsichel | Stern | Sonnenscheibe | Tiere","Mesopotamian_kudurru_deity_symbols_00001"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00002","3","Kudduru","","1","5","1","Stern | Sonnenscheibe | Mondsichel | Löwenmensch | Hund","Mesopotamian_kudurru_deity_symbols_00002"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00003","4","Kudduru","","1","8","1","Spaten | Löwenmensch | Götter | Doppellöwenkeule | Menschenskorpion | Schildkröte | Netzmuster | Kampf-gegen-Mischwesen","Mesopotamian_kudurru_deity_symbols_00003"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00004","7, Adad-šuma-uṣur Zeit","Kudduru","","1","7","1","Blitzbündel | Schakal | Löwenmensch | Hund | Skorpion | Stern | Mondsichel","Mesopotamian_kudurru_deity_symbols_00005"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00005","10","Kudduru","","1","2","1","Skorpion | Hund","Mesopotamian_kudurru_deity_symbols_00007"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00006","15","Kudduru","","2","6","1","Hörnerkrone | Löwendrache | Schlangendrache | Schakal | Vogel-auf-d.-Stange | Symbolsockel","Mesopotamian_kudurru_deity_symbols_00009"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00007","16","Kudduru","","2","3","1","Löwenstab | Adlerstab | Symbolsockel","Mesopotamian_kudurru_deity_symbols_00010"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00008","19","Kudduru","","2","5","1","Symbolsockel | Rind | Götter | Ziegenfisch | Schildkröte","Mesopotamian_kudurru_deity_symbols_00011"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00009","21","Kudduru","","2","3","1","Stern | Blitzbündel | Götter","Mesopotamian_kudurru_deity_symbols_00012"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00010","23, Meli-Ši.HU","Kudduru","","2","6","1","Stern | Mondsichel | Sonnenscheibe | Göttinnen | Herrscher | Kultszenen","Mesopotamian_kudurru_deity_symbols_00013"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00011","24","Kudduru","","2","6","1","Sonnenscheibe | Stern | Mondsichel | Göttinnen | Herrscher | Kultszenen","Mesopotamian_kudurru_deity_symbols_00014"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00012","26","Kudduru","","2","6","1","Stern | Blitzbündel | Lampe | Götter | Löwendrache | Bündel-u.-Keulen","Mesopotamian_kudurru_deity_symbols_00015"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00013","35","Kudduru","","3","5","1","Symbolsockel | Symbolsockel | Spaten | Symbolsockel | Schlangendrache","Mesopotamian_kudurru_deity_symbols_00019"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00014","42","Kudduru","","3","5","1","Löwendrache | Schlangendrache | Spaten | Symbolsockel | Götterboot","Mesopotamian_kudurru_deity_symbols_00021"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00015","55","Kudduru","","4","2","1","Mondsichel | Göttinnen","Mesopotamian_kudurru_deity_symbols_00025"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00016","56","Kudduru","","4","4","1","Göttinnen | Hörnerkrone | Symbolsockel | Hund","Mesopotamian_kudurru_deity_symbols_00026"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00017","60","Kudduru","","4","3","1","Göttinnen | Herrscher | Kultszenen","Mesopotamian_kudurru_deity_symbols_00029"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00018","70","Kudduru","","6","3","1","Hund | Schreitender-Vogel | Pflock","Mesopotamian_kudurru_deity_symbols_00039"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00019","73","Kudduru","","6","4","1","Löwenstab | Adlerstab | Lampe | Hund","Mesopotamian_kudurru_deity_symbols_00042"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00020","85","Kudduru","","7","7","1","Stern | Sonnenscheibe | Schaf | Schreitender-Vogel | Symbolsockel | Spaten | Schlangendrache","Mesopotamian_kudurru_deity_symbols_00053"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00021","89","Kudduru","","7","2","1","Symbolsockel | Schlangendrache","Mesopotamian_kudurru_deity_symbols_00056"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00022","93, Simbar-Ši.ḪU Zeit","Kudduru","","8","4","1","Symbolsockel | Hörnerkrone | Schlange | Widderstab","Mesopotamian_kudurru_deity_symbols_00059"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00023","105, [Nabû]-nāṣir","Kudduru","","10","7","1","Mondsichel | Lampe | Schlangendrache | Spaten | Symbolsockel | Herrscher | Belehnungsszene","Mesopotamian_kudurru_deity_symbols_00067"
"Mesopotamian_kudurru_deity_symbols","known_nonwriting_pictorial_symbol_system","Mesopotamian_kudurru_deity_symbols_exact_00024","109, Šamaš-šuma-ukîn Zeit","Kudduru","","10","8","1","Symbolsockel | Spaten | Schreibgerät | Schreitender-Vogel | Schlange | Skorpion | Löwenstab | Schlangendrache","Mesopotamian_kudurru_deity_symbols_00069"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00001","Skidegate Heraldic/Free-Standing Pole","totemPole","","","5","1","Eagle | 10-Skils | Raven-Human | Grizzly-Bear | Frog","Totem_poles_00001"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00002","Yan Heraldic/Free-Standing Pole","totemPole","","","8","1","5-Skils | Grizzly-Bear | Bear-Human | Bear | Animal | Animal-Human | Frog | Animal","Totem_poles_00002"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00003","Kispiox Heraldic/Free-Standing Pole","totemPole","","","5","1","Owl | Owl | Owl | Mortuary-Box | Owl","Totem_poles_00003"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00004","Southern Alert Bay Heraldic/Free-Standing Pole","totemPole","","","5","1","Thunderbird | Flukes | Blackfish | Human-Face | Island","Totem_poles_00004"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00005","Southern Alert Bay, House Frontal Pole, Chief Wakius Pole","totemPole","","","7","1","Thunderbird | Killer-Whale | Wolf | Human | Cannibal-Raven | Grizzly-Bear | Raven","Totem_poles_00005"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00006","Skidegate Mortuary Pole","totemPole","","","3","1","Hawk | Mountain-Goat | Grizzly-Bear","Totem_poles_00006"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00007","Klukwan House Pole from a famed Chilkat lineage house","totemPole","","","3","1","Dirty-Skin | Sea-Creature | Island-Face","Totem_poles_00007"
"Totem_poles","known_nonwriting_emblematic_symbol_system","Totem_poles_exact_00008","Kung House Pole, Edensaw family","totemPole","","","4","1","Bear-Mother | Cub | Frog | Grizzly-Bear","Totem_poles_00008"
