checked_date,head_after_002,cisi,row_id,site,type,symbol,cult,prev_before_002,next_after_head,tail_after_head,text
2026-05-31,817,K-27,1901.1,Kalibangan,SEAL:S,Bull2,None,<START>,<END>,<END>,+002-817+
2026-05-31,285,K-28,1902.1,Kalibangan,SEAL:S,Gaur,None,335,491,491,+440-411-740-335-002-285-491+
2026-05-31,861,K-33,1906.1,Kalibangan,SEAL:S,Buff,Trough,226,<END>,<END>,+226-002-861+
2026-05-31,861,K-40,1908.1,Kalibangan,SEAL:S,Elep,None,031,791,791-440-717,+760-031-002-861-791-440-717+
2026-05-31,000,K-44,1910.1,Kalibangan,SEAL:S,-,-,176,000,000,+740-337-176-002-000-000[
2026-05-31,870,K-54,1917.1,Kalibangan,SEAL:S,None,None,000,<END>,<END>,+000-002-870+
2026-05-31,056,K-69,1927.1,Kalibangan,TAG,Bull1,-,417,091,091,+892-890-417-002-056-091+
2026-05-31,056,K-70,1928.1,Kalibangan,TAG,Bull1,-,417,091,091,+892-890-417-002-056-091+
2026-05-31,056,K-71,1929.1,Kalibangan,TAG,None,None,417,091,091,+892-890-417-002-056-091+
2026-05-31,056,K-72,1930.1,Kalibangan,TAG,Bull1,-,417,091,091,+892-890-417-002-056-091+
2026-05-31,056,K-73,1931.1,Kalibangan,TAG,Bull1,-,417,091,091,+892-890-417-002-056-091+
2026-05-31,056,K-74,1932.1,Kalibangan,TAG,Bull1,-,417,091,091,+892-890-417-002-056-091+
2026-05-31,056,K-75,1933.1,Kalibangan,TAG,Bull1,-,417,091,091,+892-890-417-002-056-091+
2026-05-31,820,K-78,1935.1,Kalibangan,TAB:B,Gavi,None,390,<END>,<END>,+740-817-390-002-820+
2026-05-31,861,K-82,1938.1,Kalibangan,TAG:L,Bull1,-,003,<END>,<END>,+390-003-002-861+
2026-05-31,861,K-85,1940.1,Kalibangan,TAG:L,Elep,None,033,<END>,<END>,+520-033-002-861+
2026-05-31,861,K-87,1942.2,Kalibangan,TAG:L,Mult,-,000,<END>,<END>,+740-000-000-002-861[
2026-05-31,861,K-88,1943.1,Kalibangan,TAG:L,Bull1,?,460,<END>,<END>,+740-000-460-002-861+
2026-05-31,360,K-89,1944.1,Kalibangan,TAG:L,Bull1,SAN,362,832,832,+090-740-362-002-360-832+
2026-05-31,000,K-89,1944.2,Kalibangan,TAG:L,Bull1,SAN,000,<END>,<END>,+000-033-705-000-002-000+
2026-05-31,595,K-89,1944.3,Kalibangan,TAG:L,Bull1,SAN,350,390,390-000,+001-350-002-595-390-000+
2026-05-31,700,Kd-15,1979.1,Kot-Diji,POT:T:g,None,None,<START>,<END>,<END>,]002-700+
2026-05-31,392,Lh-1,1981.1,Lohumjo-daro,SEAL:S,Bull1:S,SAN,235,590,590-125,+740-760-615-104-717-235-002-392-590-125+
2026-05-31,812,L-1,1984.1,Lothal,SEAL:S,Bull1:W,SAF,233,095,095,+527-550-233-002-812-095+
2026-05-31,575,L-4,1986.1,Lothal,SEAL:S,Bull1,SAN,233,031,031,+090-740-100-233-002-575-031+
2026-05-31,455,L-5,1987.1,Lothal,SEAL:S,Bull1:J,RAF,000,692,692-416,+740-760-552/000-002-455-692-416+
2026-05-31,000,L-10,1989.1,Lothal,SEAL:S,Bull1:L,SAN,491,<END>,<END>,+520-033-705-233-240-460-491-002-000+
2026-05-31,817,L-11,1990.1,Lothal,SEAL:S,Bull1:L,SAN,778,<END>,<END>,+590-705-435-255-778-002-817+
2026-05-31,130,L-12,1991.1,Lothal,SEAL:S,Bull1:L,SAN,354,035,035,+000-798-000-354-002-130-035[
2026-05-31,415,L-15,1993.1,Lothal,SEAL:S,None,None,032,<END>,<END>,+000-000-000-000/032-832-032-002-415+
2026-05-31,820,L-18,1996.1,Lothal,SEAL:S,Bull1:S,SAN,031,<END>,<END>,+415-031-002-820+
2026-05-31,000,L-25,2002.1,Lothal,SEAL:S,Bull1,-,016,<END>,<END>,+740-016-002-000[
2026-05-31,861,L-39,2012.1,Lothal,SEAL:S,Bull1,SAN,315,626,626,+520-315-002-861-626+
2026-05-31,817,L-41,2013.1,Lothal,SEAL:S,Bull,-,233,<END>,<END>,+090-740-233-002-817+
2026-05-31,861,L-46,2017.1,Lothal,SEAL:S,Gaur,Trough,176,392,392,+527-388-233-740-176-002-861-392+
2026-05-31,798,L-47,2018.1,Lothal,SEAL:S,Bull1,-,190,055,055,+409-190-002-798-055+
2026-05-31,861,L-57,2024.1,Lothal,SEAL:S,-,-,832,<END>,<END>,+832-002-861+
2026-05-31,861,L-62,2028.1,Lothal,SEAL,None,None,003,<END>,<END>,]003-002-861[
2026-05-31,861,L-65,2031.1,Lothal,SEAL:S,Bull1:W,SAF,240,<END>,<END>,]240-002-861+
2026-05-31,221,L-82,2036.1,Lothal,SEAL:R,None,None,231,<END>,<END>,+806-231-002-221+
2026-05-31,820,L-83,2037.1,Lothal,SEAL:L,None,None,240,<END>,<END>,+740-806-240-002-820+
2026-05-31,817,L-84,2038.1,Lothal,SEAL:R,-,-,048,<END>,<END>,+048-002-817+
2026-05-31,861,L-89,2043.1,Lothal,SEAL:R,None,None,235,<END>,<END>,+527-555-235-002-861+
2026-05-31,824,L-91,2045.1,Lothal,SEAL:R,-,-,416,<END>,<END>,+416-002-824+
2026-05-31,817,L-92,2046.1,Lothal,SEAL:R,None,None,832,<END>,<END>,+520-070-255-832-002-817+
2026-05-31,880,L-95,2049.1,Lothal,SEAL:R,None,None,175,<END>,<END>,+740-000-175-002-880+
2026-05-31,540,L-112,2061.1,Lothal,SEAL:R,None,None,605,590,590,+740-760-605-002-540-590+
2026-05-31,861,L-130,2073.1,Lothal,TAG,Bull1,-,236,<END>,<END>,+236-002-861+
2026-05-31,861,L-131,2074.1,Lothal,TAG,-,-,236,<END>,<END>,+236-002-861+
2026-05-31,861,L-133,2076.1,Lothal,TAG,Bull1,-,<START>,<END>,<END>,]002-861+
2026-05-31,617,L-134,2077.1,Lothal,TAG,-,-,240,<END>,<END>,+520-233-220-240-002-617+
2026-05-31,617,L-136,2078.1,Lothal,TAG,Bull1,SAN,<START>,<END>,<END>,]002-617+
2026-05-31,820,L-137,2079.1,Lothal,TAG,Bull1,-,000,<END>,<END>,]000-000-002-820+
2026-05-31,000,L-138,2080.1,Lothal,TAG:L,-,-,070,<END>,<END>,+520-070-002-000[
2026-05-31,880,L-139,2081.1,Lothal,TAG,-,-,032,<END>,<END>,]390-590-032-002-880[
2026-05-31,550,L-145,2087.1,Lothal,TAG,Bull1,-,415,<END>,<END>,+390-415-002-550+
2026-05-31,817,L-161,2093.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-162,2094.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-163,2095.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-164,2096.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-165,2097.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-166,2098.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-167,2099.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-168,2100.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-169,2101.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,L-170,2102.1,Lothal,TAG:B,Elep,None,048,<END>,<END>,+740-048-002-817+
2026-05-31,920,L-190,2112.2,Lothal,TAG,-,-,000,317,317,+000-000-000-002-920-317[
2026-05-31,861,L-191,2113.2,Lothal,TAG,-,-,235,<END>,<END>,]235-002-861+
2026-05-31,000,L-196,2116.1,Lothal,TAG,-,-,032,<END>,<END>,]390-590-032-002-000[
2026-05-31,861,L-196,2116.2,Lothal,TAG,-,-,<START>,<END>,<END>,]002-861+
2026-05-31,000,L-198,2118.2,Lothal,TAG,-,-,032,<END>,<END>,+740-390-590-032-002-000[
2026-05-31,000,L-199,2119.1,Lothal,TAG,-,-,240,<END>,<END>,]000-220-240-002-000[
2026-05-31,861,L-202,2122.2,Lothal,TAG,-,-,236,<END>,<END>,]236-002-861+
2026-05-31,000,L-205,2124.2,Lothal,TAG,None,None,803,<END>,<END>,+740-798-803-002-000[
2026-05-31,820,L-207,2126.1,Lothal,TAG,Bull1,-,482,<END>,<END>,+740-482-002-820+
2026-05-31,000,L-208,2127.1,Lothal,TAG,-,-,000,<END>,<END>,]000-002-000[
2026-05-31,820,L-208,2127.2,Lothal,TAG,-,-,220,<END>,<END>,]234-220-002-820[
2026-05-31,000,L-211,2129.2,Lothal,TAG,Bull,-,220,<END>,<END>,+740-388-233-220-002-000[
2026-05-31,368,L-213,2131.1,Lothal,TAG,-,-,220,840,840-900,]220-002-368-840-900+
2026-05-31,861,L-226,2142.1,Lothal,POT:T:g,-,-,495,<END>,<END>,]000-495-002-861+
2026-05-31,861,M-2060,2165.2,Mohenjo-daro,POT:T:g,None,None,176,<END>,<END>,+740-176-002-861+
2026-05-31,861,M-1696,2178.1,Mohenjo-daro,SEAL:S,Bull1:II,SAN,415,<END>,<END>,+520-033-705-220-415-002-861+
2026-05-31,861,M-1880,2179.1,Mohenjo-daro,SEAL:S,Gaur,Trough,176,<END>,<END>,+151-176-002-861+
2026-05-31,817,M-1850,2188.1,Mohenjo-daro,SEAL:S,Bull1:S,None,506,<END>,<END>,+506-002-817+
2026-05-31,269,M-1766,2193.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,240,892,892-810-033,+740-032-845-240-002-269-892-810-033+
2026-05-31,285,M-1895,2198.1,Mohenjo-daro,SEAL:S,Zebu,-,000,<END>,<END>,+740-923-000-002-285+
2026-05-31,000,M-2005,2202.1,Mohenjo-daro,POT:T:g,None,None,033,031,031,+808-033-002-000-031+
2026-05-31,817,M-1976,2204.1,Mohenjo-daro,SEAL:R,None,None,142,<END>,<END>,+617-142-002-817+
2026-05-31,861,M-2090,2208.1,Mohenjo-daro,ROD,Bult,None,<START>,096,096,+002-861-096[
2026-05-31,820,M-235,2213.1,Mohenjo-daro,SEAL:S,Gaur,Trough,350,<END>,<END>,+368-001-550/740-543-350-002-820+
2026-05-31,820,M-1675,2220.1,Mohenjo-daro,SEAL:S,Bull1:W,RBF,844,<END>,<END>,+621-390-844-002-820+
2026-05-31,595,M-1676,2224.1,Mohenjo-daro,SEAL:S,Bull1:S,-,240,504,504-803,+740-760-070-255-832-240-002-595-504-803+
2026-05-31,190,M-1692,2226.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,617,125,125-632-032,+390-600-617-002-190-125-632-032+
2026-05-31,861,M-1697,2228.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,003,<END>,<END>,+390-003-002-861+
2026-05-31,820,M-1737,2229.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,<END>,<END>,+740-760-072-921-032-002-820+
2026-05-31,286,M-1688,2231.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,255,220,220-031-012-031-455-033-590,+125-435-255-002-286-220-031-012-031-455-033-590+
2026-05-31,518,M-1916,2232.1,Mohenjo-daro,SEAL:S,Tigr,Trough,142,<END>,<END>,+740-604-142-002-518+
2026-05-31,820,M-1677,2236.1,Mohenjo-daro,SEAL:S,Bull1:W,-,032,001,001-440-012,+520-382-032-002-820-001-440-012+
2026-05-31,861,M-1778,2239.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,235,<END>,<END>,]000-235-002-861+
2026-05-31,861,M-1674,2240.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,231,683,683,+090-740-222-231-002-861-683+
2026-05-31,817,M-940,2243.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,555,<END>,<END>,+527-555-002-817+
2026-05-31,861,M-1704,2251.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,605,<END>,<END>,+740-760-605-002-861+
2026-05-31,093,M-1765,2255.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,705,033,033,+215-031-480-140-632-705-002-093-033+
2026-05-31,861,M-1753,2256.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,240,<END>,<END>,+740-760-519-240-002-861+
2026-05-31,861,M-656,2257.1,Mohenjo-daro,SEAL:S,Bull1,SA?,803,<END>,<END>,]000-920-705-803-002-861+
2026-05-31,000,-,2258.1,Mohenjo-daro,SEAL:L,None,None,000,<END>,<END>,+000-000-000-002-000+
2026-05-31,820,M-1721,2261.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,042,<END>,<END>,+740-042-002-820+
2026-05-31,817,M-963,2263.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,176,<END>,<END>,+740-176-002-817+
2026-05-31,817,M-1709,2268.1,Mohenjo-daro,SEAL:S,Bull1:S,RAF,220,<END>,<END>,+621-520-220-002-817+
2026-05-31,320,M-1668,2270.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,803,705,705-125,+740-773-233-803-002-320-705-125+
2026-05-31,861,M-1860,2274.1,Mohenjo-daro,SEAL:S,Bull1,S,231,<END>,<END>,]231-002-861+
2026-05-31,861,M-1726,2276.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,<END>,<END>,+740-615-495-240-002-861+
2026-05-31,861,M-1990,2277.1,Mohenjo-daro,SEAL,None,None,220,<END>,<END>,+740-760-440-240-220-002-861+
2026-05-31,820,M-1974,2278.1,Mohenjo-daro,SEAL:R,None,None,521,<END>,<END>,+064-031-400-521-002-820+
2026-05-31,817,M-1746,2283.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,<END>,<END>,+090-740-100-415-240-002-817+
2026-05-31,840,M-1791,2290.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,268,032,032,+740-760-268-002-840-032+
2026-05-31,820,M-1706,2292.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,220,<END>,<END>,+740-803-220-032-220-002-820+
2026-05-31,817,M-1711,2296.1,Mohenjo-daro,SEAL:S,Bull1:W,RAF,049,<END>,<END>,+740-760-049-002-817+
2026-05-31,798,M-1772,2297.1,Mohenjo-daro,SEAL:S,Bull1:I,SAF,061,435,435-255-705,+740-400-142-061-002-798-435-255-705+
2026-05-31,817,M-1708,2299.1,Mohenjo-daro,SEAL:S,Bull1:I,RAN,017,<END>,<END>,+740-585-017-002-817+
2026-05-31,000,-,2301.1,Mohenjo-daro,ROD,None,None,003,<END>,<END>,+000-000-122-003-002-000+
2026-05-31,156,M-1810,2310.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,003,920,920,+740-100-140-003-002-156-920+
2026-05-31,000,M-1832,2311.1,Mohenjo-daro,SEAL:S,Bull1,?,031,<END>,<END>,+527-554-031-002-000+
2026-05-31,861,M-1763,2313.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,<END>,<END>,+416-001-565-740-220-032-002-861+
2026-05-31,000,M-1783,2315.1,Mohenjo-daro,SEAL:S,Bull1,?,003,215,215,+520-442/425-003-002-000-215+
2026-05-31,861,M-2089,2318.1,Mohenjo-daro,ROD,None,None,<START>,096,096,+002-861-096+
2026-05-31,861,M-1755,2323.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,176,<END>,<END>,+740-176-002-861+
2026-05-31,585,M-1967,2326.1,Mohenjo-daro,SEAL:R,None,None,705,<END>,<END>,+520-033-705-002-585[
2026-05-31,820,M-1955,2338.1,Mohenjo-daro,SEAL:R,None,None,803,<END>,<END>,+390-920-322-803-002-820+
2026-05-31,817,M-1914,2341.1,Mohenjo-daro,SEAL:S,Elep,None,832,<END>,<END>,]000-832-002-817+
2026-05-31,861,M-1661,2342.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,219,032,032-520-919-140,+520-070-219-002-861-032-520-919-140+
2026-05-31,861,M-1899,2350.1,Mohenjo-daro,SEAL:S,Zebu,None,132,<END>,<END>,+924-132-002-861+
2026-05-31,861,M-1928,2357.3,Mohenjo-daro,SEAL:S,Buff,Trough,220,<END>,<END>,+000-233-220-002-861+
2026-05-31,817,M-1693,2359.1,Mohenjo-daro,SEAL:S,Bull1,SAN,235,<END>,<END>,+527-555-033-706-235-002-817+
2026-05-31,368,M-1789,2366.1,Mohenjo-daro,SEAL:S,Bull1:I,RAF,455,260,260,+740-455-002-368-260+
2026-05-31,735,M-1733,2374.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,000,<END>,<END>,]000-002-735+
2026-05-31,768,M-1759,2375.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,840,<END>,<END>,+740-032-840-002-768+
2026-05-31,861,M-1842,2376.1,Mohenjo-daro,SEAL:S,Bull1,RBF,235,<END>,<END>,+520-000-235-002-861+
2026-05-31,820,M-1960,2379.1,Mohenjo-daro,SEAL:R,None,None,000,<END>,<END>,+740-000-000-002-820+
2026-05-31,142,M-1686,2381.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,<END>,<END>,+740-904-220-032-002-142+
2026-05-31,820,M-1729,2386.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,003,<END>,<END>,+390-003-002-820+
2026-05-31,861,-,2388.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,240,<END>,<END>,+740-637-240-002-861+
2026-05-31,861,M-1681,2389.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,832,832,+520-072-233-740-798-002-861-832+
2026-05-31,031,M-1745,2393.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,031,892,892,+368-821-055-031-002-031-892+
2026-05-31,817,M-1927,2397.1,Mohenjo-daro,SEAL:S,Mult,None,005,<END>,<END>,+390-005-002-817+
2026-05-31,817,M-1927,2397.2,Mohenjo-daro,SEAL:S,Mult,None,005,<END>,<END>,]000-005-002-817+
2026-05-31,069,M-1883,2398.1,Mohenjo-daro,SEAL:S,Gaur,Trough,031,<END>,<END>,+090-740-035-171-061-031-002-069+
2026-05-31,703,M-1787,2399.1,Mohenjo-daro,SEAL:S,Bull1:I,RAN,061,000,000,+740-061-002-703-000+
2026-05-31,252,M-1901,2402.1,Mohenjo-daro,SEAL:S,Zebu,None,156,692,692,+151-061/156-002-252-692+
2026-05-31,820,M-1911,2409.1,Mohenjo-daro,SEAL:S,Rhin,None,531,<END>,<END>,+621-390-531-002-820+
2026-05-31,820,M-1728,2417.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,<END>,<END>,+161-055-240-220-032-002-820+
2026-05-31,817,M-1844,2418.1,Mohenjo-daro,SEAL:S,Bull1:U,SAN,004,<END>,<END>,+390-004-002-817+
2026-05-31,817,M-2129,2421.1,Mohenjo-daro,IMPL,None,None,645,<END>,<END>,+898-017-645-002-817+
2026-05-31,861,M-1954,2422.1,Mohenjo-daro,SEAL:R,None,None,798,<END>,<END>,+740-407-590-031-752-033-705-220-415-798-002-861+
2026-05-31,820,M-1830,2435.1,Mohenjo-daro,SEAL:S,Bull1:X,SAN,388,<END>,<END>,+740-388-002-820+
2026-05-31,817,M-1913,2438.1,Mohenjo-daro,SEAL:S,Elep,None,416,<END>,<END>,]416-002-817+
2026-05-31,861,M-1750,2450.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,004,<END>,<END>,+390-004-002-861+
2026-05-31,817,M-984,2453.1,Mohenjo-daro,SEAL:S,Bull1,-,004,<END>,<END>,+390-004-002-817+
2026-05-31,817,M-1752,2457.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,019,<END>,<END>,+740-760-019-002-817+
2026-05-31,820,M-595,2464.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,176,<END>,<END>,+740-100-415-176-002-820+
2026-05-31,610,M-1665,2473.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,125,125-032,+520-033-705-233-240-002-610-125-032+
2026-05-31,455,M-1907,2482.1,Mohenjo-daro,SEAL:S,Rhin,Trough,005,511,511,+390-005-002-455-511+
2026-05-31,817,-,2489.1,Dholavira,SEAL:S,Bull1:V,SAN,590,<END>,<END>,+740-390-590-002-817+
2026-05-31,717,M-1667,2490.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,820,820,+740-690-435-255-220-032-002-717-820+
2026-05-31,000,H-167,2504.1,Harappa,TAG,None,None,000,<END>,<END>,+000-000-000-000-002-000+
2026-05-31,820,M-1716,2506.1,Mohenjo-daro,SEAL:S,Bull1:W,RAF,803,<END>,<END>,+520-220-240-803-002-820+
2026-05-31,861,M-1833,2509.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,015,<END>,<END>,+390-015-002-861+
2026-05-31,416,M-1884,2510.1,Mohenjo-daro,SEAL:S,Gaur,Trough,016,000,000,+520-220-016-002-416-000+
2026-05-31,820,M-1851,2515.1,Mohenjo-daro,SEAL:S,Bull1,RAN,740,<END>,<END>,+832-390-032/000-032-740-002-820+
2026-05-31,817,M-1662,2526.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,233,192,192-000,+520-033-706-233-002-817-192-000+
2026-05-31,817,M-1961,2528.1,Mohenjo-daro,SEAL,-,-,072,<END>,<END>,+406-072-002-817+
2026-05-31,564,M-4,2533.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,231,617,617-033,+298-465-033-705-231-002-564-617-033+
2026-05-31,861,M-7,2536.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,<END>,<END>,+407-845-140-740-101-923-240-002-861+
2026-05-31,267,M-10,2539.1,Mohenjo-daro,SEAL:S,Bull1:W,-,806,455,455,+405-061-070-032-033-706-235-806-002-267-455+
2026-05-31,368,M-12,2540.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,233,202,202-892-371,+740-390-590-233-002-368-202-892-371+
2026-05-31,817,M-14,2542.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,503,<END>,<END>,+740-776-503-002-817+
2026-05-31,861,M-15,2543.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,176,<END>,<END>,+090-740-176-002-861+
2026-05-31,814,M-17,2545.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,016,560,560,+390-016-002-814-560+
2026-05-31,861,M-19,2547.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,000,<END>,<END>,]000-000-002-861+
2026-05-31,861,M-20,2548.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,005,036,036-460-513,+390-005-002-861-036-460-513+
2026-05-31,861,M-21,2549.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,<END>,<END>,+350-001-740-362-692-032-002-861+
2026-05-31,906,M-24,2552.1,Mohenjo-daro,SEAL:S,Bull1:W,HAF,235,140,140,+090-740-240-235-002-906-140+
2026-05-31,861,M-28,2556.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,416,<END>,<END>,+892-374-740-760-840-416-002-861+
2026-05-31,220,M-29,2557.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,806,455,455-503,+740-055-240-235-806-002-220-455-503+
2026-05-31,817,M-32,2560.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,003,<END>,<END>,+390-003-002-817+
2026-05-31,112,M-33,2561.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,233,<END>,<END>,+740-032-923-382-233-002-112+
2026-05-31,405,M-34,2562.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,176,372,372-374,+740-336-176-002-405-372-374+
2026-05-31,107,M-35,2563.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,231,<END>,<END>,+740-390-590-233-231-002-107+
2026-05-31,368,M-36,2564.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,032,906,906-329,+740-794-630-220-032-002-368-906-329+
2026-05-31,390,M-38,2566.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,235,125,125-632-032,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,527,M-40,2568.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,391,475,475-005,+391-002-527-475-005+
2026-05-31,405,M-41,2569.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,235,125,125-820,+740-636-240-233-235-002-405-125-820+
2026-05-31,817,M-42,2570.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,<END>,<END>,+527-550-240-002-817+
2026-05-31,055,M-43,2571.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,231,373,373,+740-798-231-002-055-373+
2026-05-31,920,M-44,2572.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,803,317,317,+740-760-033-705-803-002-920-317+
2026-05-31,220,M-46,2574.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,235,065,065-215,+740-798-240-235-002-220-065-215+
2026-05-31,861,M-47,2575.1,Mohenjo-daro,SEAL:S,Bull1:J,SA,235,<END>,<END>,+740-760-235-002-861+
2026-05-31,300,M-49,2577.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,350,350-032-190,+527-550-240-220-032-002-300-350-032-190+
2026-05-31,820,M-50,2578.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,<END>,<END>,+740-585-017-033-705-240-798-002-820+
2026-05-31,504,M-52,2580.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,803,717,717,+740-904-032-220-415-235-803-002-504-717+
2026-05-31,297,M-53,2581.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,016,190,190-920-140,+090-740-220-016-002-297-190-920-140+
2026-05-31,820,M-54,2582.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,798,<END>,<END>,+236-240-033-705-798-002-820+
2026-05-31,693,M-57,2585.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,<END>,<END>,+226-032-231-798-002-693+
2026-05-31,817,M-58,2586.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,503,<END>,<END>,+740-460-503-002-817+
2026-05-31,374,M-66,2594.1,Mohenjo-daro,SEAL:S,Bull1:J,RBF,235,309,309-350,+740-390-590-235-002-374-309-350+
2026-05-31,390,M-70,2598.1,Mohenjo-daro,SEAL:S,Bull1:T,SAF,032,692,692,+226-032-002-390-692+
2026-05-31,390,M-71,2599.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,142,095,095,+151-279-142-002-390-095+
2026-05-31,861,M-72,2600.1,Mohenjo-daro,SEAL:S,Bull1:V,None,003,<END>,<END>,+740-255-705-140-003-002-861+
2026-05-31,817,M-75,2603.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,004,<END>,<END>,+520-220-004-002-817+
2026-05-31,861,M-77,2604.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,803,<END>,<END>,+832-390-803-002-861+
2026-05-31,861,M-79,2606.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,233,<END>,<END>,+688/740-100-240-233-002-861+
2026-05-31,617,M-81,2608.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,070,070,+527-555-240-002-617-070+
2026-05-31,207,M-82,2609.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,222,550,550-390,+740-222-002-207-550-390+
2026-05-31,820,M-86,2613.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,231,700,700,+520-033-705-231-002-820-700+
2026-05-31,817,M-90,2617.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,031,<END>,<END>,+740-840-013-031-002-817+
2026-05-31,861,M-91,2618.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,032,255,255-416,+740-100-798-220-032-002-861-255-416+
2026-05-31,814,M-92,2619.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,350,084,084,+740-798-460-350-002-814-084+
