id,object,site,type,symbol,cult,full_left,left_last1,left_last2,after_002_head,after_002_tail,branch_after_390,tail_after_branch,terminal_after_branch,is_002390,source_status,text
2376.1,M-1842,Mohenjo-daro,SEAL:S,Bull1,RBF,520 000 235,235,000 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-000-235-002-861+
2379.1,M-1960,Mohenjo-daro,SEAL:R,None,None,740 000 000,000,000 000,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-000-000-002-820+
2381.1,M-1686,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 904 220 032,032,220 032,142,142,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-904-220-032-002-142+
2386.1,M-1729,Mohenjo-daro,SEAL:S,Bull1:W,SAN,390 003,003,390 003,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-820+
2388.1,-,Mohenjo-daro,SEAL:S,Bull1:S,RAN,740 637 240,240,637 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-637-240-002-861+
2389.1,M-1681,Mohenjo-daro,SEAL:S,Bull1:W,SAN,520 072 233 740 798,798,740 798,861,861 832,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-072-233-740-798-002-861-832+
2393.1,M-1745,Mohenjo-daro,SEAL:S,Bull1:L,SAN,368 821 055 031,031,055 031,031,031 892,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+368-821-055-031-002-031-892+
2397.1,M-1927,Mohenjo-daro,SEAL:S,Mult,None,390 005,005,390 005,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-005-002-817+
2397.2,M-1927,Mohenjo-daro,SEAL:S,Mult,None,000 005,005,000 005,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-005-002-817+
2398.1,M-1883,Mohenjo-daro,SEAL:S,Gaur,Trough,090 740 035 171 061 031,031,061 031,069,069,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-035-171-061-031-002-069+
2399.1,M-1787,Mohenjo-daro,SEAL:S,Bull1:I,RAN,740 061,061,740 061,703,703 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-061-002-703-000+
2402.1,M-1901,Mohenjo-daro,SEAL:S,Zebu,None,151 061 156,156,061 156,252,252 692,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-061/156-002-252-692+
2409.1,M-1911,Mohenjo-daro,SEAL:S,Rhin,None,621 390 531,531,390 531,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+621-390-531-002-820+
2417.1,M-1728,Mohenjo-daro,SEAL:S,Bull1:W,SAN,161 055 240 220 032,032,220 032,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+161-055-240-220-032-002-820+
2418.1,M-1844,Mohenjo-daro,SEAL:S,Bull1:U,SAN,390 004,004,390 004,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-004-002-817+
2421.1,M-2129,Mohenjo-daro,IMPL,None,None,898 017 645,645,017 645,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+898-017-645-002-817+
2422.1,M-1954,Mohenjo-daro,SEAL:R,None,None,740 407 590 031 752 033 705 220 415 798,798,415 798,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-407-590-031-752-033-705-220-415-798-002-861+
2430.1,M-1872,Mohenjo-daro,SEAL,-,-,904 220 032,032,220 032,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]904-220-032-002[
2435.1,M-1830,Mohenjo-daro,SEAL:S,Bull1:X,SAN,740 388,388,740 388,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-388-002-820+
2438.1,M-1913,Mohenjo-daro,SEAL:S,Elep,None,416,416,416,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]416-002-817+
2450.1,M-1750,Mohenjo-daro,SEAL:S,Bull1:W,SAN,390 004,004,390 004,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-004-002-861+
2453.1,M-984,Mohenjo-daro,SEAL:S,Bull1,-,390 004,004,390 004,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-004-002-817+
2457.1,M-1752,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 760 019,019,760 019,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-019-002-817+
2464.1,M-595,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 100 415 176,176,415 176,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-176-002-820+
2473.1,M-1665,Mohenjo-daro,SEAL:S,Bull1:W,SAN,520 033 705 233 240,240,233 240,610,610 125 032,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-233-240-002-610-125-032+
2477.1,-,Mohenjo-daro,BNGL,None,None,000 100 140,140,100 140,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-100-140-002+
2482.1,M-1907,Mohenjo-daro,SEAL:S,Rhin,Trough,390 005,005,390 005,455,455 511,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-005-002-455-511+
2489.1,-,Dholavira,SEAL:S,Bull1:V,SAN,740 390 590,590,390 590,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-002-817+
2490.1,M-1667,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 690 435 255 220 032,032,220 032,717,717 820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-690-435-255-220-032-002-717-820+
2504.1,H-167,Harappa,TAG,None,None,000 000 000 000,000,000 000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-000-000-002-000+
2506.1,M-1716,Mohenjo-daro,SEAL:S,Bull1:W,RAF,520 220 240 803,803,240 803,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-240-803-002-820+
2509.1,M-1833,Mohenjo-daro,SEAL:S,Bull1:S,RAN,390 015,015,390 015,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-015-002-861+
2510.1,M-1884,Mohenjo-daro,SEAL:S,Gaur,Trough,520 220 016,016,220 016,416,416 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-016-002-416-000+
2515.1,M-1851,Mohenjo-daro,SEAL:S,Bull1,RAN,832 390 032 000 032 740,740,032 740,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+832-390-032/000-032-740-002-820+
2526.1,M-1662,Mohenjo-daro,SEAL:S,Bull1:W,SAF,520 033 706 233,233,706 233,817,817 192 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-706-233-002-817-192-000+
2528.1,M-1961,Mohenjo-daro,SEAL,-,-,406 072,072,406 072,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+406-072-002-817+
2533.1,M-4,Mohenjo-daro,SEAL:S,Bull1:W,SAF,298 465 033 705 231,231,705 231,564,564 617 033,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+298-465-033-705-231-002-564-617-033+
2536.1,M-7,Mohenjo-daro,SEAL:S,Bull1:W,SAN,407 845 140 740 101 923 240,240,923 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+407-845-140-740-101-923-240-002-861+
2539.1,M-10,Mohenjo-daro,SEAL:S,Bull1:W,-,405 061 070 032 033 706 235 806,806,235 806,267,267 455,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+405-061-070-032-033-706-235-806-002-267-455+
2540.1,M-12,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 390 590 233,233,590 233,368,368 202 892 371,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-233-002-368-202-892-371+
2542.1,M-14,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 776 503,503,776 503,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-776-503-002-817+
2543.1,M-15,Mohenjo-daro,SEAL:S,Bull1:W,SAN,090 740 176,176,740 176,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-176-002-861+
2545.1,M-17,Mohenjo-daro,SEAL:S,Bull1:W,SAF,390 016,016,390 016,814,814 560,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-016-002-814-560+
2547.1,M-19,Mohenjo-daro,SEAL:S,Bull1:W,SAF,000 000,000,000 000,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-000-002-861+
2548.1,M-20,Mohenjo-daro,SEAL:S,Bull1:W,SAF,390 005,005,390 005,861,861 036 460 513,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-005-002-861-036-460-513+
2549.1,M-21,Mohenjo-daro,SEAL:S,Bull1:W,SAN,350 001 740 362 692 032,032,692 032,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+350-001-740-362-692-032-002-861+
2552.1,M-24,Mohenjo-daro,SEAL:S,Bull1:W,HAF,090 740 240 235,235,240 235,906,906 140,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-240-235-002-906-140+
2556.1,M-28,Mohenjo-daro,SEAL:S,Bull1:W,SAN,892 374 740 760 840 416,416,840 416,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+892-374-740-760-840-416-002-861+
2557.1,M-29,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 055 240 235 806,806,235 806,220,220 455 503,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-055-240-235-806-002-220-455-503+
2560.1,M-32,Mohenjo-daro,SEAL:S,Bull1:J,SAN,390 003,003,390 003,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-817+
2561.1,M-33,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 032 923 382 233,233,382 233,112,112,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-923-382-233-002-112+
2562.1,M-34,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 336 176,176,336 176,405,405 372 374,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-336-176-002-405-372-374+
2563.1,M-35,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 390 590 233 231,231,233 231,107,107,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-233-231-002-107+
2564.1,M-36,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 794 630 220 032,032,220 032,368,368 906 329,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-794-630-220-032-002-368-906-329+
2566.1,M-38,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 690 435 255 220 032 240 235,235,240 235,390,390 125 632 032,125,632 032,no,yes,metadata_only_unbound,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2568.1,M-40,Mohenjo-daro,SEAL:S,Bull1:J,SAN,391,391,391,527,527 475 005,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+391-002-527-475-005+
2569.1,M-41,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 636 240 233 235,235,233 235,405,405 125 820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-636-240-233-235-002-405-125-820+
2570.1,M-42,Mohenjo-daro,SEAL:S,Bull1:S,SAN,527 550 240,240,550 240,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-240-002-817+
2571.1,M-43,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 798 231,231,798 231,055,055 373,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-798-231-002-055-373+
2572.1,M-44,Mohenjo-daro,SEAL:S,Bull1:W,SAF,740 760 033 705 803,803,705 803,920,920 317,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-033-705-803-002-920-317+
2574.1,M-46,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 798 240 235,235,240 235,220,220 065 215,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-798-240-235-002-220-065-215+
2575.1,M-47,Mohenjo-daro,SEAL:S,Bull1:J,SA,740 760 235,235,760 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-235-002-861+
2577.1,M-49,Mohenjo-daro,SEAL:S,Bull1:W,SAN,527 550 240 220 032,032,220 032,300,300 350 032 190,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-240-220-032-002-300-350-032-190+
2578.1,M-50,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 585 017 033 705 240 798,798,240 798,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-017-033-705-240-798-002-820+
2580.1,M-52,Mohenjo-daro,SEAL:S,Bull1:W,SAF,740 904 032 220 415 235 803,803,235 803,504,504 717,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-904-032-220-415-235-803-002-504-717+
2581.1,M-53,Mohenjo-daro,SEAL:S,Bull1:W,SAN,090 740 220 016,016,220 016,297,297 190 920 140,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-220-016-002-297-190-920-140+
2582.1,M-54,Mohenjo-daro,SEAL:S,Bull1:W,SAF,236 240 033 705 798,798,705 798,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+236-240-033-705-798-002-820+
2585.1,M-57,Mohenjo-daro,SEAL:S,Bull1:W,SAN,226 032 231 798,798,231 798,693,693,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+226-032-231-798-002-693+
2586.1,M-58,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 460 503,503,460 503,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-460-503-002-817+
2594.1,M-66,Mohenjo-daro,SEAL:S,Bull1:J,RBF,740 390 590 235,235,590 235,374,374 309 350,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-235-002-374-309-350+
2598.1,M-70,Mohenjo-daro,SEAL:S,Bull1:T,SAF,226 032,032,226 032,390,390 692,692,<END>,yes,yes,checkpoint_strict_source_visible,+226-032-002-390-692+
2599.1,M-71,Mohenjo-daro,SEAL:S,Bull1:J,SAN,151 279 142,142,279 142,390,390 095,095,<END>,yes,yes,checkpoint_strict_source_visible,+151-279-142-002-390-095+
2600.1,M-72,Mohenjo-daro,SEAL:S,Bull1:V,None,740 255 705 140 003,003,140 003,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-255-705-140-003-002-861+
2603.1,M-75,Mohenjo-daro,SEAL:S,Bull1:W,SAN,520 220 004,004,220 004,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-004-002-817+
2604.1,M-77,Mohenjo-daro,SEAL:S,Bull1:W,SAN,832 390 803,803,390 803,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+832-390-803-002-861+
2606.1,M-79,Mohenjo-daro,SEAL:S,Bull1:J,SAN,688 740 100 240 233,233,240 233,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+688/740-100-240-233-002-861+
2608.1,M-81,Mohenjo-daro,SEAL:S,Bull1:S,SAN,527 555 240,240,555 240,617,617 070,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-555-240-002-617-070+
2609.1,M-82,Mohenjo-daro,SEAL:S,Bull1:I,SAN,740 222,222,740 222,207,207 550 390,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-222-002-207-550-390+
2613.1,M-86,Mohenjo-daro,SEAL:S,Bull1:S,SAN,520 033 705 231,231,705 231,820,820 700,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-231-002-820-700+
2617.1,M-90,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 840 013 031,031,013 031,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-840-013-031-002-817+
2618.1,M-91,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 100 798 220 032,032,220 032,861,861 255 416,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-798-220-032-002-861-255-416+
2619.1,M-92,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 798 460 350,350,460 350,814,814 084,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-798-460-350-002-814-084+
2622.1,M-95,Mohenjo-daro,SEAL:S,Bull1:S,SAN,390 003,003,390 003,111,111 165,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-111-165+
2626.1,M-99,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 215,215,740 215,368,368 119,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-215-002-368-119+
2627.1,M-100,Mohenjo-daro,SEAL:S,Bull1:S,SAN,090 740 255 705,705,255 705,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-255-705-002-861+
2628.1,M-101,Mohenjo-daro,SEAL:S,Bull1:J,SAN,390 503 740 168,168,740 168,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-503-740-168-002-817+
2630.1,M-103,Mohenjo-daro,SEAL:S,Bull1:W,SAN,390 004,004,390 004,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-004-002-820+
2633.1,M-106,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 760 000,000,760 000,000,000 350,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-000-002-000-350+
2634.1,M-107,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 565 233,233,565 233,940,940 260,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-565-233-002-940-260+
2636.1,M-109,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 879 220 415,415,220 415,287,287 140,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-879-220-415-002-287-140+
2637.1,M-110,Mohenjo-daro,SEAL:S,Bull1:J,SAN,000 000,000,000 000,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-002-817+
2641.1,M-114,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 760 440,440,760 440,297,297 416,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-440-002-297-416+
2642.1,M-115,Mohenjo-daro,SEAL:S,Bull1,SAN,390 844 140 176 803,803,176 803,301,301 190,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-844-140-176-803-002-301-190+
2643.1,M-116,Mohenjo-daro,SEAL:S,Bull1:I,SAN,740 100 176 840 013,013,840 013,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-176-840-013-002-817+
2644.1,M-117,Mohenjo-daro,SEAL:S,Bull1:S,SAN,520 033 705 220 803 055,055,803 055,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-705-220-803-055-002-820+
2645.1,M-118,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 772 033 705 233 803,803,233 803,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-772-033-705-233-803-002-861+
2646.1,M-119,Mohenjo-daro,SEAL:S,Bull1:S,SAN,151 337 484,484,337 484,390,390 125 632 032 900 563,125,632 032 900 563,no,yes,checkpoint_strict_source_visible,+151-337-484-002-390-125-632-032-900-563+
2657.1,M-130,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 094 220 032,032,220 032,144,144,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-094-220-032-002-144+
2667.1,M-140,Mohenjo-daro,SEAL:S,Bull1:S,RAF,740 336,336,740 336,220,220 065 440 455,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-336-002-220-065-440-455+
2668.1,M-141,Mohenjo-daro,SEAL:S,Bull1:J,RAN,817 255 636 000 000 000 240,240,000 240,031,031 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+817-255-636/000-000-000-240-002-031-000+
2669.1,M-142,Mohenjo-daro,SEAL:S,Bull1:J,RAF,136 140,140,136 140,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+136-140-002-861+
2670.1,M-143,Mohenjo-daro,SEAL:S,Bull1:J,RAF,740 205 032,032,205 032,252,252 840,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-205-032-002-252-840+
2671.1,M-144,Mohenjo-daro,SEAL:S,Bull1:J,RBN,740 100 415 240,240,415 240,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-240-002-817+
2674.1,M-147,Mohenjo-daro,SEAL:S,Bull1:J,RAF,226 803,803,226 803,220,220 455 520,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+226-803-002-220-455-520+
2679.1,M-152,Mohenjo-daro,SEAL:S,Bull1:J,RAF,740 772,772,740 772,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-772-002-861+
2681.1,M-154,Mohenjo-daro,SEAL:S,Bull1:J,RBF,520 220 621 415,415,621 415,257,257 898,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-621-415-002-257-898+
2686.1,M-160,Mohenjo-daro,SEAL:S,Bull1:W,SAN,151 243 031,031,243 031,820,820 741,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-243-031-002-820-741+
2690.1,M-164,Mohenjo-daro,SEAL:S,Bull1:X,SAN,740 142 061,061,142 061,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-142-061-002-817+
2691.1,M-166,Mohenjo-daro,SEAL:S,Bull1:I,SAN,390 844 240 806,806,240 806,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-844-240-806-002-861+
2699.1,M-174,Mohenjo-daro,SEAL:S,Bull1:T,SAN,740 923 220 032,032,220 032,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-923-220-032-002-820+
2700.1,M-175,Mohenjo-daro,SEAL:S,Bull1,-,<START>,<START>,<START>,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-861+
2702.1,M-177,Mohenjo-daro,SEAL:S,Bull1:S,SAN,390 003,003,390 003,803,803,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-803+
2707.1,M-181,Mohenjo-daro,SEAL:S,Bull1:J,SAN,520 175,175,520 175,295,295 502,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-175-002-295-502+
2723.1,M-198,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 760 840 552,552,840 552,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-840-552-002-817+
2724.1,M-199,Mohenjo-daro,SEAL:S,Bull1:S,SAN,090 740 100 415 240,240,415 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-100-415-240-002-861+
2725.1,M-200,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 222,222,740 222,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-222-002-820+
2729.1,M-204,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 061,061,740 061,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-061-002-817+
2735.1,M-211,Mohenjo-daro,SEAL:S,Bull1:S,RAF,090 740 100 220,220,100 220,031,031 165,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-100-220-002-031-165+
2737.1,M-213,Mohenjo-daro,SEAL:S,Bull1:J,RAF,740 384,384,740 384,390,390 346,346,<END>,yes,yes,metadata_only_unbound,+740-384-002-390-346+
2745.1,M-221,Mohenjo-daro,SEAL:S,Bull1:I,SAN,740 760 335 220 032,032,220 032,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-335-220-032-002-820+
