checked_date,object,row_id,site,type,shape,material,sign,left_2,left_1,right_1,terminal,tail_after_sign,in_002_xslot,text
2026-05-31,M-1089,3463.1,Mohenjo-daro,SEAL:S,square,Steatite,590,151,390,002,false,002 374 840,false,+151-390-590-002-374-840+
2026-05-31,M-1091,3465.1,Mohenjo-daro,SEAL:S,square,-,590,241,156,706,false,706 794 732,false,+241-156-590-706-794-732+
2026-05-31,M-1095,3467.1,Mohenjo-daro,SEAL:S,square,Steatite,590,861,292,520,false,520 515 503,false,+861-292-590-520-515-503+
2026-05-31,M-1111,3482.1,Mohenjo-daro,SEAL:S,square,Steatite,692,745,924,<END>,true,<END>,false,+740-798-745-924-692+
2026-05-31,M-1127,3496.1,Mohenjo-daro,SEAL:S,square,Steatite,692,<START>,060,740,false,740 269 140 002,false,+060-692/740-269-140-002+
2026-05-31,M-1165,3525.1,Mohenjo-daro,SEAL:S,square,Steatite,692,140,060,<END>,true,<END>,false,+090-740-920-140-060-692+
2026-05-31,M-1181,3537.1,Mohenjo-daro,SEAL:S,square,Steatite,692,231,060,<END>,true,<END>,false,+740-927-231-060-692+
2026-05-31,M-1189,3540.1,Mohenjo-daro,SEAL:S,square,Steatite,692,861,892,000,false,000 220 002 824,false,]861-892-692/000-220-002-824[
2026-05-31,M-1301,3606.1,Mohenjo-daro,SEAL:R,cuboid-convex,-,590,740,407,000,false,000,false,+740-407-590-000[
2026-05-31,M-1304,3609.1,Mohenjo-daro,SEAL:R,cuboid-convex,Steatite,590,740,405,745,false,745,false,+740-405-590-745[
2026-05-31,M-1306,3611.1,Mohenjo-daro,SEAL:R,rectangular,Steatite,590,740,405,806,false,806 002 820,false,+740-405-590-806-002-820+
2026-05-31,M-1310,3615.1,Mohenjo-daro,SEAL:R,rectangular,Steatite,590,740,407,235,false,235,false,+407-004-001-740-407-590-235+
2026-05-31,M-1316,3621.1,Mohenjo-daro,SEAL:R,rectangular,Steatite,590,381,292,032,false,032 901 620,false,+127-381-292-590-032-901-620+
2026-05-31,M-1323,3628.1,Mohenjo-daro,SEAL:R,cuboid-convex,-,590,798,405,033,false,033 706 806,false,+740-798-405-590-033-706-806+
2026-05-31,M-1336,3641.1,Mohenjo-daro,SEAL:R,cuboid-convex,Steatite,590,000,747,348,false,348,false,]000-747-590-348+
2026-05-31,M-1343,3648.1,Mohenjo-daro,SEAL,-,Steatite,590,740,390,235,false,235 002 861,false,+740-390-590-235-002-861+
2026-05-31,M-1457,3734.2,Mohenjo-daro,TAB:C,square,Copper,590,100,405,<END>,true,<END>,false,+790-740-100-405-590+
2026-05-31,Rjd-2,3870.1,Rodji,POT:T:g,-,Clay,590,<START>,134,920,false,920 000,false,]134-590-920-000[
2026-05-31,-:3871.1,3871.1,Rupar,POT:T:g,-,Clay,590,<START>,000,220,false,220 033,false,+000-590-220-033+
2026-05-31,?-3,3892.1,Unknown,SEAL:S,square,-,590,002,368,900,false,900,true,+002-368-590-900+
2026-05-31,H-1046,3924.1,Harappa,SEAL:S,square,-,590,151,390,<END>,true,<END>,false,+151-390-590+
2026-05-31,H-1079,3931.1,Harappa,SEAL:R,rectangular-notched,-,590,740,390,002,false,002 000,false,+740-390-590-002-000[
2026-05-31,H-1144,3977.1,Harappa,TAB:B,circular,-,590,000,000,000,false,000 000,false,+000-000-590-000-000+
2026-05-31,M-1909,4002.1,Mohenjo-daro,SEAL:S,square,-,590,005,002,455,false,455,false,+368-005-002-590-455+
2026-05-31,M-2055,4030.1,Mohenjo-daro,TAB:C,rectangular,Copper,590,407,125,831,false,831,false,+002-407-125-590-831+
2026-05-31,H-1291,4071.1,Harappa,TAB:I,rectangular,-,590,000,390,<END>,true,<END>,false,]000-390-590[
2026-05-31,-:4155.1,4155.1,Gonur Depe,SEAL:S,square,Steatite,590,740,390,125,false,125 220 235 002 285,false,+740-390-590-125-220-235-002-285+
2026-05-31,-:4182.1,4182.1,Dholavira,SEAL:S,-,-,590,740,390,231,false,231 002 705 530 904,false,+740-390-590-231-002-705-530-904+
2026-05-31,-:4195.1,4195.1,Dholavira,SEAL:S,square,Steatite,590,820,390,002,false,002 861,false,+820-390-590-002-861+
2026-05-31,-:4221.1,4221.1,Dholavira,SEAL:S,square,Steatite,590,741,740,<END>,true,<END>,false,+740-760-234-741-740-590+
2026-05-31,-:4228.1,4228.1,Dholavira,SEAL:S,square,Steatite,590,000,000,<END>,true,<END>,false,+740-000-000-000-590+
2026-05-31,-:4229.1,4229.1,Dholavira,SEAL:S,square,Steatite,590,740,390,220,false,220 463 240 001 820 060,false,+740-390-590-220-463-240-001-820-060+
2026-05-31,-:4264.1,4264.1,Dholavira,SEAL:R,rectangular,Steatite,590,<START>,000,820,false,820 033,false,]000-590-820-033+
2026-05-31,-:4282.1,4282.1,Dholavira,TAB:I,rectangular,-,590,031,000,<END>,true,<END>,false,]031-000-590+
2026-05-31,-:4284.1,4284.1,Dholavira,SEAL:R,rectangular,-,590,<START>,<START>,407,false,407 790 001 746,false,+590-407-790-001-746+
2026-05-31,-:5554.1,5554.1,Shikarpur,POT:T:g,-,Clay,590,<START>,000,<END>,true,<END>,false,]000-590[
2026-05-31,-:5236.1,5236.1,Lakhanjo-daro,SEAL:S,square,Steatite,590,740,405,060,false,060 146,false,+740-405-590-060-146+
2026-05-31,Ns-53,5355.1,Nausharo,SEAL:S,square,Steatite,692,391,060,<END>,true,<END>,false,+861-111-391-060-692+
