dataset,id,length,status,actual_loglik,reversed_loglik,actual_minus_reversed,actual_vs_reversed,shuffle_mean_loglik,actual_minus_shuffle_mean,actual_beats_shuffle_mean
clean_edge_removed_740_002,M-170,7,scored,-39.006704,-42.695584,3.688879,actual_higher,-41.406748,2.400044,True
clean_edge_removed_740_002,M-171,7,scored,-39.160548,-42.715896,3.555348,actual_higher,-41.646385,2.485837,True
clean_edge_removed_740_002,M-172,6,scored,-37.378172,-37.378172,0,tie,-37.149433,-0.228739,False
clean_edge_removed_740_002,M-173,4,scored,-26.118319,-26.118319,0,tie,-26.12525,0.006931,True
clean_edge_removed_740_002,M-174,4,scored,-21.157126,-25.316009,4.158883,actual_higher,-24.390068,3.232943,True
clean_edge_removed_740_002,M-177,3,scored,-17.470542,-20.360913,2.890372,actual_higher,-18.948415,1.477873,True
clean_edge_removed_740_002,M-178,2,scored,-12.444614,-15.740451,3.295837,actual_higher,-14.158449,1.713835,True
clean_edge_removed_740_002,M-179,2,scored,-11.48409,-15.760756,4.276666,actual_higher,-13.879023,2.394933,True
clean_edge_removed_740_002,M-180,1,scored,-11.042234,-11.042234,0,tie,,,
clean_edge_removed_740_002,M-181,4,scored,-24.138317,-26.084227,1.94591,actual_higher,-25.765185,1.626868,True
clean_edge_removed_740_002,M-183,4,scored,-22.570903,-26.308572,3.73767,actual_higher,-25.53784,2.966937,True
clean_edge_removed_740_002,M-184,3,scored,-18.781194,-21.553783,2.772589,actual_higher,-20.631897,1.850703,True
clean_edge_removed_740_002,M-182,1,scored,-9.948843,-9.948843,0,tie,,,
count_matched_with_sensitivity,M-1,5,scored,-30.158939,-32.643845,2.484907,actual_higher,-31.343282,1.184343,True
count_matched_with_sensitivity,M-3,3,scored,-21.919907,-21.22676,-0.693147,reversed_higher,-21.208337,-0.71157,False
count_matched_with_sensitivity,M-5,6,scored,-27.820724,-38.356334,10.53561,actual_higher,-36.486254,8.665531,True
count_matched_with_sensitivity,M-6,4,scored,-26.514426,-24.904988,-1.609438,reversed_higher,-26.267028,-0.247398,False
count_matched_with_sensitivity,M-8,3,scored,-21.874079,-21.874079,0,tie,-21.300715,-0.573363,False
count_matched_with_sensitivity,M-9,3,scored,-21.824429,-20.725817,-1.098612,reversed_higher,-21.439915,-0.384514,False
count_matched_with_sensitivity,M-12,9,scored,-42.914478,-54.568903,11.654425,actual_higher,-52.344861,9.430384,True
count_matched_with_sensitivity,M-13,3,scored,-21.172676,-21.865823,0.693147,actual_higher,-21.637085,0.464409,True
count_matched_with_sensitivity,M-14,5,scored,-23.570924,-32.430287,8.859363,actual_higher,-30.506401,6.935477,True
count_matched_with_sensitivity,M-15,5,scored,-22.16229,-33.200528,11.038239,actual_higher,-29.685195,7.522905,True
count_matched_with_sensitivity,M-16,4,scored,-26.472659,-24.863221,-1.609438,reversed_higher,-26.386916,-0.085743,False
count_matched_with_sensitivity,M-17,5,scored,-27.80361,-32.160319,4.356709,actual_higher,-31.195648,3.392038,True
count_matched_with_sensitivity,M-18,3,scored,-21.467558,-22.160705,0.693147,actual_higher,-20.686582,-0.780976,False
count_matched_with_sensitivity,M-21,8,scored,-42.202736,-47.865696,5.66296,actual_higher,-46.457664,4.254929,True
count_matched_with_sensitivity,M-24,7,scored,-34.489928,-43.93138,9.441452,actual_higher,-41.783109,7.29318,True
count_matched_with_sensitivity,M-26,5,scored,-24.924887,-32.939223,8.014336,actual_higher,-30.577661,5.652774,True
count_matched_with_sensitivity,M-29,9,scored,-44.422376,-54.686052,10.263676,actual_higher,-51.772922,7.350547,True
count_matched_with_sensitivity,M-30,7,scored,-36.099158,-43.590246,7.491088,actual_higher,-42.387666,6.288508,True
count_matched_with_sensitivity,M-31,6,scored,-30.5664,-37.21019,6.64379,actual_higher,-36.463832,5.897432,True
count_matched_with_sensitivity,M-32,4,scored,-17.881769,-26.245811,8.364042,actual_higher,-23.660659,5.77889,True
count_matched_with_sensitivity,M-33,7,scored,-37.637639,-43.875964,6.238325,actual_higher,-42.259615,4.621975,True
count_matched_with_sensitivity,M-34,7,scored,-38.176484,-43.721662,5.545177,actual_higher,-42.224464,4.04798,True
count_matched_with_sensitivity,M-35,7,scored,-34.724997,-43.894516,9.169518,actual_higher,-41.545361,6.820364,True
count_matched_with_sensitivity,M-36,9,scored,-44.597203,-53.88005,9.282847,actual_higher,-52.522496,7.925292,True
count_matched_with_sensitivity,M-37,3,scored,-16.236084,-21.360048,5.123964,actual_higher,-19.521066,3.284982,True
count_matched_with_sensitivity,M-38,13,scored,-60.39364,-74.905812,14.512172,actual_higher,-72.14689,11.75325,True
count_matched_with_sensitivity,M-40,5,scored,-32.008753,-32.7019,0.693147,actual_higher,-32.181468,0.172716,True
count_matched_with_sensitivity,M-42,5,scored,-23.943339,-32.227338,8.283999,actual_higher,-30.857818,6.914479,True
count_matched_with_sensitivity,M-43,6,scored,-31.798175,-37.05567,5.257495,actual_higher,-36.829538,5.031363,True
count_matched_with_sensitivity,M-44,8,scored,-39.208035,-48.490882,9.282847,actual_higher,-47.159926,7.951892,True
count_matched_with_sensitivity,M-46,8,scored,-37.503791,-48.683758,11.179967,actual_higher,-46.772964,9.269173,True
count_matched_with_sensitivity,M-47,5,scored,-20.544393,-33.228437,12.684044,actual_higher,-30.848018,10.303625,True
count_matched_with_sensitivity,M-48,6,scored,-32.367965,-37.417821,5.049856,actual_higher,-35.865783,3.497818,True
count_matched_with_sensitivity,M-51,8,scored,-38.783599,-49.116268,10.332669,actual_higher,-46.684949,7.90135,True
count_matched_with_sensitivity,M-52,10,scored,-52.616704,-56.487905,3.871201,actual_higher,-57.000919,4.384215,True
count_matched_with_sensitivity,M-53,9,scored,-44.882913,-54.640218,9.757305,actual_higher,-52.316717,7.433804,True
count_matched_with_sensitivity,M-54,7,scored,-36.325959,-42.548536,6.222576,actual_higher,-41.383767,5.057807,True
count_matched_with_sensitivity,M-56,8,scored,-41.378994,-49.003613,7.624619,actual_higher,-47.282194,5.9032,True
count_matched_with_sensitivity,M-57,6,scored,-35.315685,-37.51291,2.197225,actual_higher,-36.498038,1.182353,True
count_matched_with_sensitivity,M-58,5,scored,-23.605119,-32.464483,8.859363,actual_higher,-30.512782,6.907663,True
count_matched_with_sensitivity,M-59,5,scored,-28.4085,-31.992019,3.583519,actual_higher,-30.837955,2.429455,True
count_matched_with_sensitivity,M-63,4,scored,-24.737685,-27.222592,2.484907,actual_higher,-26.673557,1.935872,True
count_matched_with_sensitivity,M-64,6,scored,-32.50513,-37.446773,4.941642,actual_higher,-36.395551,3.890421,True
count_matched_with_sensitivity,M-65,6,scored,-32.955936,-37.386753,4.430817,actual_higher,-36.459365,3.503428,True
count_matched_with_sensitivity,M-66,8,scored,-40.234948,-48.528997,8.29405,actual_higher,-46.918347,6.6834,True
count_matched_with_sensitivity,M-69,5,scored,-25.091986,-32.988539,7.896553,actual_higher,-31.207195,6.115209,True
count_matched_with_sensitivity,M-70,5,scored,-25.805937,-33.009342,7.203406,actual_higher,-30.068941,4.263004,True
count_matched_with_sensitivity,M-71,6,scored,-35.641497,-38.126404,2.484907,actual_higher,-37.004608,1.363111,True
count_matched_with_sensitivity,M-74,4,scored,-25.533228,-27.142666,1.609438,actual_higher,-26.535909,1.002681,True
count_matched_with_sensitivity,M-75,5,scored,-22.492254,-31.623551,9.131297,actual_higher,-30.094405,7.602151,True
count_matched_with_sensitivity,M-77,5,scored,-26.203027,-31.578306,5.375278,actual_higher,-30.360774,4.157747,True
count_matched_with_sensitivity,M-78,4,scored,-22.040478,-27.585655,5.545177,actual_higher,-25.639822,3.599344,True
count_matched_with_sensitivity,M-80,5,scored,-26.741768,-32.030036,5.288267,actual_higher,-30.553626,3.811857,True
count_matched_with_sensitivity,M-82,6,scored,-34.330877,-35.850703,1.519826,actual_higher,-36.598114,2.267236,True
count_matched_with_sensitivity,M-83,3,scored,-19.36373,-21.235532,1.871802,actual_higher,-20.766849,1.403119,True
count_matched_with_sensitivity,M-84,6,scored,-30.949905,-38.286842,7.336937,actual_higher,-36.29776,5.347855,True
count_matched_with_sensitivity,M-85,5,scored,-28.865466,-31.909988,3.044522,actual_higher,-31.272739,2.407273,True
count_matched_with_sensitivity,M-86,7,scored,-34.20191,-42.881222,8.679312,actual_higher,-41.515408,7.313498,True
count_matched_with_sensitivity,M-87,3,scored,-21.102294,-21.795442,0.693147,actual_higher,-21.532046,0.429751,True
count_matched_with_sensitivity,M-88,3,scored,-20.525485,-21.91178,1.386294,actual_higher,-21.232495,0.70701,True
count_matched_with_sensitivity,M-89,5,scored,-27.410619,-32.955796,5.545177,actual_higher,-31.298569,3.887951,True
count_matched_with_sensitivity,M-90,6,scored,-28.268488,-37.820999,9.552511,actual_higher,-35.701174,7.432686,True
count_matched_with_sensitivity,M-91,9,scored,-40.912827,-54.066875,13.154048,actual_higher,-51.21252,10.299693,True
count_matched_with_sensitivity,M-92,7,scored,-36.1306,-43.755219,7.624619,actual_higher,-41.939173,5.808573,True
count_matched_with_sensitivity,M-93,5,scored,-29.749559,-32.639931,2.890372,actual_higher,-31.751503,2.001945,True
count_matched_with_sensitivity,M-94,5,scored,-25.047275,-33.118181,8.070906,actual_higher,-30.014699,4.967424,True
count_matched_with_sensitivity,M-95,5,scored,-27.85299,-32.209699,4.356709,actual_higher,-31.26452,3.411529,True
count_matched_with_sensitivity,M-96,2,scored,-14.056614,-16.541521,2.484907,actual_higher,-15.398464,1.34185,True
count_matched_with_sensitivity,M-97,3,scored,-19.394013,-21.87892,2.484907,actual_higher,-20.948518,1.554505,True
count_matched_with_sensitivity,M-99,5,scored,-27.846678,-33.104174,5.257495,actual_higher,-31.467283,3.620605,True
count_matched_with_sensitivity,M-100,6,scored,-28.622194,-38.561821,9.939627,actual_higher,-35.650765,7.028571,True
count_matched_with_sensitivity,M-101,6,scored,-31.291727,-37.170862,5.879135,actual_higher,-35.424517,4.13279,True
count_matched_with_sensitivity,M-102,4,scored,-25.817339,-27.203634,1.386294,actual_higher,-26.429258,0.611919,True
count_matched_with_sensitivity,M-103,4,scored,-20.211517,-25.820989,5.609472,actual_higher,-24.426174,4.214657,True
count_matched_with_sensitivity,M-104,5,scored,-25.996108,-33.045363,7.049255,actual_higher,-30.48785,4.491742,True
count_matched_with_sensitivity,M-107,6,scored,-32.851974,-37.704004,4.85203,actual_higher,-36.830638,3.978665,True
count_matched_with_sensitivity,M-108,7,scored,-39.840783,-42.325689,2.484907,actual_higher,-41.667856,1.827073,True
count_matched_with_sensitivity,M-109,7,scored,-35.987335,-43.835098,7.847763,actual_higher,-41.9466,5.959265,True
count_matched_with_sensitivity,M-112,8,scored,-41.731884,-48.935289,7.203406,actual_higher,-47.627601,5.895717,True
count_matched_with_sensitivity,M-113,6,scored,-30.703481,-37.752736,7.049255,actual_higher,-36.175224,5.471743,True
count_matched_with_sensitivity,M-114,6,scored,-29.862816,-38.452516,8.5897,actual_higher,-36.743646,6.880829,True
count_matched_with_sensitivity,M-115,8,scored,-42.741364,-47.503538,4.762174,actual_higher,-47.122023,4.380659,True
count_matched_with_sensitivity,M-116,7,scored,-32.898581,-43.144239,10.245658,actual_higher,-41.380743,8.482161,True
count_matched_with_sensitivity,M-117,8,scored,-38.631867,-46.618032,7.986165,actual_higher,-46.182592,7.550726,True
count_matched_with_sensitivity,M-118,8,scored,-35.590574,-48.590471,12.999897,actual_higher,-46.561259,10.970685,True
count_matched_with_sensitivity,M-119,10,scored,-54.896617,-59.460965,4.564348,actual_higher,-58.134506,3.23789,True
count_matched_with_sensitivity,M-121,5,scored,-25.60987,-32.946807,7.336937,actual_higher,-30.890377,5.280507,True
count_matched_with_sensitivity,M-122,3,scored,-14.95704,-21.284977,6.327937,actual_higher,-19.09926,4.14222,True
count_matched_with_sensitivity,M-123,4,scored,-26.463587,-27.156734,0.693147,actual_higher,-26.719123,0.255537,True
count_matched_with_sensitivity,M-124,4,scored,-17.959279,-27.059804,9.100526,actual_higher,-24.576112,6.616833,True
count_matched_with_sensitivity,M-127,5,scored,-31.64959,-32.342737,0.693147,actual_higher,-30.897115,-0.752475,False
count_matched_with_sensitivity,M-128,6,scored,-31.801969,-38.263437,6.461468,actual_higher,-36.836977,5.035008,True
count_matched_with_sensitivity,M-129,6,scored,-31.70875,-36.699183,4.990433,actual_higher,-36.128432,4.419682,True
count_matched_with_sensitivity,M-130,6,scored,-30.396345,-37.887432,7.491088,actual_higher,-36.258745,5.8624,True
count_matched_with_sensitivity,M-131,6,scored,-29.966932,-38.443304,8.476371,actual_higher,-35.259404,5.292472,True
count_matched_with_sensitivity,M-132,3,scored,-17.626147,-21.902813,4.276666,actual_higher,-20.169904,2.543756,True
count_matched_with_sensitivity,M-133,8,scored,-44.413212,-47.996731,3.583519,actual_higher,-47.765502,3.352289,True
count_matched_with_sensitivity,M-134,3,scored,-20.007735,-21.260498,1.252763,actual_higher,-20.479235,0.4715,True
count_matched_with_sensitivity,M-135,4,scored,-20.313626,-25.948416,5.63479,actual_higher,-24.654805,4.341178,True
count_matched_with_sensitivity,M-136,7,scored,-35.505131,-43.652998,8.147867,actual_higher,-41.286498,5.781368,True
count_matched_with_sensitivity,M-137,1,scored,-11.176837,-11.176837,0,tie,,,
count_matched_with_sensitivity,M-138,3,scored,-16.245425,-22.196068,5.950643,actual_higher,-20.274466,4.029041,True
count_matched_with_sensitivity,M-139,5,scored,-32.554451,-32.554451,0,tie,-32.041522,-0.512929,False
count_matched_with_sensitivity,M-140,7,scored,-36.26394,-43.888559,7.624619,actual_higher,-42.217947,5.954007,True
count_matched_with_sensitivity,M-142,4,scored,-22.516658,-27.486472,4.969813,actual_higher,-25.351672,2.835014,True
count_matched_with_sensitivity,M-143,6,scored,-31.535089,-38.466561,6.931472,actual_higher,-36.731447,5.196358,True
count_matched_with_sensitivity,M-144,6,scored,-27.622091,-37.867749,10.245658,actual_higher,-36.208804,8.586713,True
count_matched_with_sensitivity,M-145,4,scored,-23.34583,-27.504713,4.158883,actual_higher,-26.169544,2.823715,True
count_matched_with_sensitivity,M-146,5,scored,-24.403702,-31.607108,7.203406,actual_higher,-30.822816,6.419114,True
count_matched_with_sensitivity,M-147,6,scored,-33.349079,-34.917695,1.568616,actual_higher,-36.142639,2.79356,True
count_matched_with_sensitivity,M-148,3,scored,-18.044584,-21.51032,3.465736,actual_higher,-19.626909,1.582325,True
count_matched_with_sensitivity,M-149,5,scored,-23.681845,-32.964692,9.282847,actual_higher,-31.191506,7.509662,True
count_matched_with_sensitivity,M-150,2,scored,-12.694943,-16.160679,3.465736,actual_higher,-14.462469,1.767525,True
count_matched_with_sensitivity,M-151,3,scored,-20.5743,-21.960594,1.386294,actual_higher,-21.461528,0.887228,True
count_matched_with_sensitivity,M-152,4,scored,-17.998001,-27.819845,9.821844,actual_higher,-25.384521,7.38652,True
count_matched_with_sensitivity,M-153,3,scored,-20.746595,-21.845207,1.098612,actual_higher,-21.416748,0.670153,True
count_matched_with_sensitivity,M-154,7,scored,-38.409413,-42.84023,4.430817,actual_higher,-42.200176,3.790762,True
count_matched_with_sensitivity,M-155,3,scored,-16.279002,-21.536497,5.257495,actual_higher,-20.079439,3.800437,True
count_matched_with_sensitivity,M-157,7,scored,-34.148999,-42.584548,8.435549,actual_higher,-41.273453,7.124454,True
count_matched_with_sensitivity,M-158,4,scored,-21.262171,-26.717492,5.455321,actual_higher,-25.430286,4.168114,True
count_matched_with_sensitivity,M-159,5,scored,-28.628577,-32.78746,4.158883,actual_higher,-32.066587,3.43801,True
count_matched_with_sensitivity,M-160,6,scored,-34.461079,-38.198749,3.73767,actual_higher,-36.709779,2.2487,True
count_matched_with_sensitivity,M-163,5,scored,-24.137379,-31.053103,6.915723,actual_higher,-30.022708,5.885329,True
count_matched_with_sensitivity,M-164,5,scored,-24.288605,-32.454821,8.166216,actual_higher,-30.592277,6.303672,True
count_matched_with_sensitivity,M-166,6,scored,-29.40855,-37.63646,8.22791,actual_higher,-35.874494,6.465944,True
count_matched_with_sensitivity,M-170,8,scored,-40.693873,-48.947101,8.253228,actual_higher,-47.362769,6.668896,True
count_matched_with_sensitivity,M-171,8,scored,-43.608802,-48.95591,5.347108,actual_higher,-47.467719,3.858917,True
count_matched_with_sensitivity,M-172,6,scored,-37.892805,-37.892805,0,tie,-37.664067,-0.228739,False
count_matched_with_sensitivity,M-173,5,scored,-27.978862,-32.830892,4.85203,actual_higher,-31.680268,3.701406,True
count_matched_with_sensitivity,M-174,6,scored,-24.098479,-36.936674,12.838195,actual_higher,-34.463896,10.365417,True
count_matched_with_sensitivity,M-177,4,scored,-22.568263,-24.979061,2.410799,actual_higher,-24.783535,2.215273,True
count_matched_with_sensitivity,M-178,2,scored,-12.98332,-15.953734,2.970414,actual_higher,-14.438823,1.455503,True
count_matched_with_sensitivity,M-179,2,scored,-12.021449,-15.972692,3.951244,actual_higher,-13.918046,1.896597,True
count_matched_with_sensitivity,M-180,2,scored,-12.690077,-16.84896,4.158883,actual_higher,-14.395219,1.705142,True
count_matched_with_sensitivity,M-181,5,scored,-30.083799,-32.029709,1.94591,actual_higher,-32.124395,2.040596,True
count_matched_with_sensitivity,M-183,4,scored,-22.939668,-26.677338,3.73767,actual_higher,-25.947586,3.007918,True
count_matched_with_sensitivity,M-184,4,scored,-22.532994,-27.502807,4.969813,actual_higher,-25.3126,2.779606,True
count_matched_with_sensitivity,M-182,2,scored,-11.601174,-16.858669,5.257495,actual_higher,-14.072197,2.471023,True
count_matched_with_sensitivity,M-165,9,scored,-50.349648,-51.602411,1.252763,actual_higher,-51.549561,1.199913,True
count_matched_with_sensitivity,M-23,13,scored,-69.548781,-75.617206,6.068426,actual_higher,-73.69485,4.146069,True
count_matched_with_sensitivity,M-28,8,scored,-42.254158,-49.169881,6.915723,actual_higher,-47.219207,4.96505,True
count_matched_with_sensitivity,M-49,10,scored,-50.389808,-59.097291,8.707483,actual_higher,-57.140152,6.750344,True
count_matched_with_sensitivity,M-50,9,scored,-43.10645,-52.794762,9.688312,actual_higher,-52.272087,9.165637,True
count_matched_with_sensitivity,M-67,7,scored,-42.84881,-43.541957,0.693147,actual_higher,-42.493754,-0.355055,False
count_matched_with_sensitivity,M-68,8,scored,-42.043331,-47.536392,5.493061,actual_higher,-47.057997,5.014666,True
count_matched_with_sensitivity,M-79,7,scored,-36.14518,-43.194435,7.049255,actual_higher,-42.001169,5.855989,True
count_matched_with_sensitivity,M-125,5,scored,-30.809104,-31.907716,1.098612,actual_higher,-31.334874,0.52577,True
count_matched_with_sensitivity,M-167,4,scored,-25.421311,-27.21307,1.791759,actual_higher,-26.213739,0.792429,True
count_matched_with_sensitivity,M-169,7,scored,-37.39959,-42.944768,5.545177,actual_higher,-41.991216,4.591626,True
count_matched_with_sensitivity,M-176,2,scored,-12.001796,-16.160679,4.158883,actual_higher,-14.081238,2.079442,True
