"corpus","scope","holdout_policy","control","null_control_status","metric","iterations","observed","null_mean","null_p05","null_median","null_p95","null_max","null_ge_observed_share"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.838983","0.465975","0.403955","0.468927","0.522599","0.542373","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.838983","0.458404","0.40113","0.460452","0.519774","0.556497","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.838983","0.767203","0.737288","0.768362","0.793785","0.810734","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.838983","0.771144","0.745763","0.771186","0.79096","0.80791","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_one_unit_out","register_position_shuffle","admissible","stored_win_share","200","0.838983","0.809845","0.79096","0.810734","0.827684","0.836158","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.838983","0.771992","0.748588","0.771186","0.793785","0.822034","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0.830508","0.458545","0.398305","0.460452","0.519774","0.556497","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0.830508","0.458983","0.39548","0.460452","0.522599","0.570621","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0.830508","0.76596","0.737288","0.765537","0.79661","0.813559","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0.830508","0.767542","0.737288","0.768362","0.788136","0.80791","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_source_convention_out","register_position_shuffle","admissible","stored_win_share","200","0.830508","0.806243","0.79096","0.805085","0.822034","0.836158","0.015"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.830508","0.768545","0.748588","0.768362","0.79096","0.80226","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.838983","0.458588","0.39548","0.457627","0.511299","0.564972","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.838983","0.458051","0.39548","0.457627","0.511299","0.562147","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.838983","0.767712","0.740113","0.768362","0.79096","0.805085","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.838983","0.77096","0.748588","0.771186","0.79096","0.805085","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_edge_frame_out","register_position_shuffle","admissible","stored_win_share","200","0.838983","0.810918","0.793785","0.810734","0.827684","0.833333","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_RL_only","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.838983","0.769901","0.745763","0.768362","0.793785","0.810734","0"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_one_unit_out","global_token_shuffle","admissible","stored_win_share","200","0.181818","0.177727","0","0.181818","0.454545","0.727273","0.64"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_one_unit_out","row_internal_shuffle","admissible","stored_win_share","200","0.181818","0.123636","0","0.090909","0.363636","0.545455","0.445"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_one_unit_out","position_slot_shuffle","admissible","stored_win_share","200","0.181818","0.135455","0","0.181818","0.181818","0.181818","0.65"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_one_unit_out","edge_frame_shuffle","admissible","stored_win_share","200","0.181818","0.182727","0.181818","0.181818","0.181818","0.272727","0.98"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_one_unit_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.181818","0.181818","0.181818","0.181818","0.181818","0.181818","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_one_unit_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.181818","0.188182","0.090909","0.181818","0.272727","0.272727","0.93"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_source_convention_out","global_token_shuffle","admissible","stored_win_share","200","0","0.157273","0","0.181818","0.454545","0.727273","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_source_convention_out","row_internal_shuffle","admissible","stored_win_share","200","0","0.114545","0","0.090909","0.363636","0.545455","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_source_convention_out","position_slot_shuffle","admissible","stored_win_share","200","0","0.058636","0","0","0.181818","0.181818","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_source_convention_out","edge_frame_shuffle","admissible","stored_win_share","200","0","0.003636","0","0","0","0.181818","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_source_convention_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0","0","0","0","0","0","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_source_convention_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0","0.015455","0","0","0.181818","0.181818","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_edge_frame_out","global_token_shuffle","admissible","stored_win_share","200","0.181818","0.169091","0","0.181818","0.454545","0.636364","0.625"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_edge_frame_out","row_internal_shuffle","admissible","stored_win_share","200","0.181818","0.110909","0","0.090909","0.363636","0.454545","0.425"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_edge_frame_out","position_slot_shuffle","admissible","stored_win_share","200","0.181818","0.135455","0","0.181818","0.181818","0.181818","0.655"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_edge_frame_out","edge_frame_shuffle","admissible","stored_win_share","200","0.181818","0.187273","0.181818","0.181818","0.272727","0.363636","0.99"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_edge_frame_out","register_position_shuffle","degenerate_identity_preserving_control_excluded_from_admissible_max","stored_win_share","200","0.181818","0.181818","0.181818","0.181818","0.181818","0.181818","1"
"Indus_Lipi","top10_edge_removed_one_edit_family_collapsed_LR_only","leave_edge_frame_out","register_edge_interior_shuffle","admissible","stored_win_share","200","0.181818","0.187273","0.090909","0.181818","0.272727","0.272727","0.945"
