id,object,site,type,symbol,cult,shape,material,prev,head,branch,terminal,tail,text
2848.1,M-330,Mohenjo-daro,SEAL:S,NA,NA,square,Steatite,<START>,861,698,true,<END>,+002-861-698+
2850.1,M-354,Mohenjo-daro,SEAL:R,NA,NA,cuboid-convex,Steatite,236,906,125,true,<END>,+740-729-407-845-236-002-906-125+
2851.1,M-355,Mohenjo-daro,SEAL:R,NA,NA,cuboid-convex,Steatite,235,861,360,false,520 919 140,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2854.1,M-358,Mohenjo-daro,SEAL:R,NA,NA,cuboid-convex,Steatite,806,502,031,true,<END>,+003-001-520-240-806-002-502-031+
2855.1,M-359,Mohenjo-daro,SEAL:R,NA,NA,cuboid-convex,Steatite,803,388,385,false,705 632,+740-405-590-220-235-803-002-388-385-705-632+
2872.1,M-376,Mohenjo-daro,SEAL:R,NA,NA,cuboid-convex,Steatite,176,861,533,false,717,+740-100-176-002-861-533-717+
2887.1,M-391,Mohenjo-daro,SEAL:R,NA,NA,cuboid-convex,NA,805,861,533,false,717,+405-845-686-740-793-003-233-805-002-861-533-717+
2909.1,M-413,Mohenjo-daro,SEAL:R,NA,NA,prism,Steatite,798,354,004,true,<END>,]415-798-002-354-004+
2936.1,M-451,Mohenjo-daro,TAB:B,Mult,NA,rectangular,NA,000,520,000,false,000 000 906 388,+000-002-520-000-000-000-906-388+
2972.1,M-490,Mohenjo-daro,TAB:B,Scene,Mult,prism,Clay,803,840,016,true,<END>,+850-140-803-002-840-016+
2973.1,M-491,Mohenjo-daro,TAB:B,Scene,Mult,prism,Clay,803,840,016,true,<END>,+850-140-803-002-840-016+
3047.1,M-577,Mohenjo-daro,TAB:C,Othr,NA,rectangular,Copper,004,365,460,false,495,+617-142-597-032-905/407-004-002-365-460-495+
3074.1,M-623,Mohenjo-daro,SEAL:S,Bull1:W,S,square,NA,798,299,530,false,820,+740-760-175-176-220-415-798-002-299-530-820+
3079.1,M-628,Mohenjo-daro,SEAL:S,Bull1:W,SAN,square,Steatite,233,291,690,false,564,+740-560-233-002-291-690-564+
3085.1,M-636,Mohenjo-daro,SEAL:S,Bull1:W,SAN,square,Steatite,032,000,216,true,<END>,+527-555-235-220-032-002-000-216+
3088.1,M-639,Mohenjo-daro,SEAL:S,Bull1,NA,square,NA,415,190,751,true,<END>,+226-415-002-190-751+
3089.1,M-644,Mohenjo-daro,SEAL:S,Bull1:W,SAN,square,Steatite,240,817,090,false,370,+740-585-017-740-240-002-817-090-370+
3097.1,M-655,Mohenjo-daro,SEAL:S,Bull1,S,square,Steatite,233,220,880,false,689,+740-717-233-002-220-880-689+
3099.1,M-658,Mohenjo-daro,SEAL:S,Bull1:W,SAN,square,Steatite,070,002,817,true,<END>,]000-003-070-002-002-817+
3104.1,M-665,Mohenjo-daro,SEAL:S,Bull1,R,square,Steatite,350,374,575,true,<END>,+871-740-643/740-798-463-350-002-374-575+
3115.1,M-677,Mohenjo-daro,SEAL:S,Bull1:L,SAN,square,NA,242,861,901,true,<END>,+740-923-070-032-033-706-231-242-002-861-901+
3116.1,M-678,Mohenjo-daro,SEAL:S,Bull1:W,SAN,square,Steatite,806,031,502,true,<END>,+740-752-006-503-236-806-002-031-502+
3119.1,M-683,Mohenjo-daro,SEAL:S,Bull1,NA,square,Steatite,231,298,460,false,032,+740-798-231-002-298-460-032+
3123.1,M-692,Mohenjo-daro,SEAL:S,Bull1,NA,square,Steatite,004,817,000,true,<END>,+000-004-002-817-000[
3126.1,M-699,Mohenjo-daro,SEAL:S,Bull1:W,SAN,square,Steatite,415,130,035,false,171,+740-100-415-002-130-035-171+
3133.1,M-706,Mohenjo-daro,SEAL:S,Bull1:W,SAN,square,Steatite,240,861,031,true,<END>,+740-773-240-002-861-031+
3134.1,M-708,Mohenjo-daro,SEAL:S,Bull1:W,S,square,Steatite,061,390,140,true,<END>,+740-061-002-390-140+
3139.1,M-714,Mohenjo-daro,SEAL:S,Bull1:W,NA,square,Steatite,803,861,603,true,<END>,+740-585-017-033-705-233-798-803-002-861-603+
3145.1,M-721,Mohenjo-daro,SEAL:S,Bull1,NA,square,Steatite,233,111,700,true,<END>,]000-233-002-111-700+
3159.1,M-735,Mohenjo-daro,SEAL:S,Bull1:U,HAF,square,Steatite,235,390,125,false,195,+740-760-235-002-390-125-195+
3163.1,M-739,Mohenjo-daro,SEAL:S,Bull1:J,RAF,square,NA,415,031,350,false,550 692,+090-740-100-415-002-031-350-550-692+
3179.1,M-756,Mohenjo-daro,SEAL:S,Bull1:W,NA,square,Steatite,176,812,031,true,<END>,+740-100-176-002-812-031+
3184.1,M-761,Mohenjo-daro,SEAL:S,Bull1,NA,square,Steatite,<START>,741,455,false,125,]002-741-455-125+
3222.1,M-809,Mohenjo-daro,SEAL:S,Bull1,SAN,square,Steatite,495,595,906,true,<END>,+520-460-495-002-595-906+
3257.1,M-845,Mohenjo-daro,SEAL:S,Bull1:W,S,square,Steatite,061,460,632,true,<END>,+000-061-002-460-632+
3261.1,M-849,Mohenjo-daro,SEAL:S,Bull1:J,RAN,square,Steatite,350,550,615,true,<END>,+151-350-002-550-615+
3267.1,M-855,Mohenjo-daro,SEAL:S,Bull1,NA,square,Steatite,590,817,690,false,544,+861-260-832-390-590-002-817-690-544+
3307.1,M-902,Mohenjo-daro,SEAL:S,NA,NA,square,NA,798,000,090,true,<END>,+740-798-002-000-090+
3332.1,M-937,Mohenjo-daro,SEAL:S,Bull1:J,S,square,Steatite,031,900,615,true,<END>,+740-460-503-031-002-900-615+
3335.1,-:3335.1,Unknown,SEAL:S,Bull1:J,RAF,square,NA,032,390,590,false,032,+740-205-032-002-390-590-032+
3343.1,M-948,Mohenjo-daro,SEAL:S,Bull1,S,square,Steatite,003,388,031,true,<END>,+426-003-002-388-031+
3353.1,M-958,Mohenjo-daro,SEAL:S,Bull1:J,RAF,square,Steatite,240,900,003,false,590,+740-772-240-002-900-003-590+
3372.1,M-979,Mohenjo-daro,SEAL:S,Bull1:J,RAN,square,Faience,240,900,003,false,590,+740-773-240/002-900-003-590+
3394.1,M-1002,Mohenjo-daro,SEAL:S,Bull1,NA,square,NA,031,315,850,true,<END>,+740-373-031-002-315-850+
3409.1,M-1027,Mohenjo-daro,SEAL:S,NA,NA,square,NA,415,435,000,true,<END>,+740-176-220-415-002-435-000[
3422.1,M-1045,Mohenjo-daro,SEAL:S,NA,NA,square,Steatite,032,820,000,true,<END>,+740-100-415-070-032-002-820-000+
3456.1,M-1082,Mohenjo-daro,SEAL:S,NA,NA,square,Steatite,235,065,834,true,<END>,]000-235-002-065-834+
3463.1,M-1089,Mohenjo-daro,SEAL:S,Gaur,Trough,square,Steatite,590,374,840,true,<END>,+151-390-590-002-374-840+
3483.1,M-1112,Mohenjo-daro,SEAL:S,Zebu,NA,square,Steatite,220,130,035,false,171,+740-585-220/002-130-035-171+
3485.1,M-1114,Mohenjo-daro,SEAL:S,Zebu,NA,square,Steatite,140,741,060,false,920,+740-140-002-741-060-920+
3490.1,M-1119,Mohenjo-daro,SEAL:S,Zebu,NA,square,Steatite,803,820,741,true,<END>,+740-803-002-820-741+
3502.1,M-1135,Mohenjo-daro,SEAL:S,Rhin,SAN,square,Steatite,061,400,703,true,<END>,+740-061-002-400-703+
3516.1,M-1155,Mohenjo-daro,SEAL:S,Elep,NA,square,Steatite,335,033,705,true,<END>,+740-760-335-002-033-705+
3519.1,M-1159,Mohenjo-daro,SEAL:S,Elep,NA,square,Steatite,032,168,032,true,<END>,+232-220-032-002-168-032+
3529.1,M-1169,Mohenjo-daro,SEAL:S,Comp,NA,square,Steatite,072,270,633,false,032,+520-033-705-220-032/231-072-002-270-633-032+
3534.1,M-1178,Mohenjo-daro,SEAL:S,NA,NA,square,Faience,<START>,820,906,false,000,+002-820-906-000[
3539.1,M-1188,Mohenjo-daro,SEAL:S,NA,NA,square,Steatite,240,244,632,true,<END>,]000/000-125-632-032/240-002-244-632+
3580.1,M-1273,Mohenjo-daro,SEAL:R,NA,NA,rectangular,Steatite,055,861,603,true,<END>,+740-055-002-861-603+
3589.1,M-1284,Mohenjo-daro,SEAL:R,NA,NA,rectangular,Steatite,806,502,031,true,<END>,+416-001-520-240-806-002-502-031+
3624.1,M-1319,Mohenjo-daro,SEAL:R,NA,NA,cuboid-convex,NA,806,904,346,true,<END>,]798-806-002-904-346+
3646.1,M-1341,Mohenjo-daro,SEAL:R,NA,NA,rectangular,Steatite,016,595,342,false,632,+016-002-595-342-632+
3657.1,M-1358,Mohenjo-daro,SEAL:R,NA,NA,cuboid,NA,032,900,285,true,<END>,+032-002-900-285+
3668.1,M-1369,Mohenjo-daro,SEAL:C,NA,NA,circular,Steatite,832,060,820,true,<END>,]000-055-592-140-832-002-060-820[
3682.1,M-1386,Mohenjo-daro,TAB:B,NA,NA,NA,Clay,235,031,480,true,<END>,]000-000-335-235-002-031-480[
3685.1,M-1391,Mohenjo-daro,TAG:O,Bull1,SAN,square,Clay,798,817,032,false,320,+000-000-000-798-002-817-032-320+
3712.1,M-1427,Mohenjo-daro,TAG:O,Bull1,NA,NA,Clay,140,220,627,false,615 906 388,+484-140-002-220-627-615-906-388+
3782.1,M-1532,Mohenjo-daro,TAB:C,Othr,NA,rectangular,Copper,004,365,460,false,495,+407-004-002-365-460-495+
3825.1,M-1631,Mohenjo-daro,BNGL,NA,NA,NA,Stoneware,<START>,790,290,false,741,+002-790-290-741+
3857.1,Ns-9,Nausharo,SEAL:S,Comp,NA,square,Steatite,067,374,310,false,350 495 834,+740-142-067/002-374-310-350-495-834+
3875.1,Sktd-1,Surkotada,SEAL:S,Bull1,RAN,square,NA,004,390,125,false,820,+390-004-002-390-125-820+
3882.1,-:3882.1,Susa,SEAL:CY,Gaur,Trough,cylindrical,NA,150,055,031,false,319 001 924,+416-150-002-055-031-319-001-924+
3884.1,-:3884.1,Tell Umma,TAG:L,Bull1,SAN,NA,Clay,004,705,127,true,<END>,+390-004-002-705-127+
3886.1,TY-106,Tepe Yahya,POT:T:s,NA,NA,NA,Clay,<START>,095,000,true,<END>,+002-095-000[
3892.1,?-3,Unknown,SEAL:S,NA,NA,square,NA,<START>,368,590,false,900,+002-368-590-900+
3898.1,-:3898.1,Ur,SEAL:C,Gaur,NA,circular,NA,<START>,004,328,false,001 803 415,+002-004-328-001-803-415+
3909.1,M-1698,Mohenjo-daro,SEAL:S,Bull1:W,SAF,square,NA,705,861,803,true,<END>,+740-482-033-705-002-861-803+
3991.1,M-1823,Mohenjo-daro,SEAL:S,Bull1:S,RAN,square,NA,004,031,376,true,<END>,+390-004-002-031-376+
3992.1,M-1825,Mohenjo-daro,SEAL:S,Bull1,S,square,NA,031,390,705,true,<END>,+157-031-002-390-705+
4001.1,M-1894,Mohenjo-daro,SEAL:S,Zebu,NA,square,NA,233,413,368,false,031,+740-440-233-002-413-368-031+
4002.1,M-1909,Mohenjo-daro,SEAL:S,Rhin,NA,square,NA,005,590,455,true,<END>,+368-005-002-590-455+
4018.1,M-1995,Mohenjo-daro,SEAL,NA,NA,NA,metal,832,000,000,true,<END>,]000-220-832-002-000-000[
4030.1,M-2055,Mohenjo-daro,TAB:C,NA,NA,rectangular,Copper,<START>,407,125,false,590 831,+002-407-125-590-831+
4148.1,-:4148.1,Rakhigarhi,SEAL:S,Bull1,NA,NA,NA,255,267,000,false,033,+740-690-435-255-002-267-000-033+
4164.1,-:4164.1,Dholavira,SEAL:R,NA,NA,rectangular,Steatite,423,031,104,true,<END>,+423-003-001-423-002-031-104+
4173.1,-:4173.1,Salut,SEAL:S,Gaur,Trough,square,NA,004,278,595,true,<END>,+392-004-002-278-595+
4182.1,-:4182.1,Dholavira,SEAL:S,Bull1,NA,NA,NA,231,705,530,false,904,+740-390-590-231-002-705-530-904+
4196.1,-:4196.1,Dholavira,SEAL:S,Bull1:J,SAN,square,Steatite,391,365,550,true,<END>,+391-002-365-550+
4200.1,-:4200.1,Dholavira,TAB:I,NA,NA,rectangular,NA,031,226,231,true,<END>,+575-031-002-226-231[
4203.1,-:4203.1,Dholavira,SEAL:S,Bull1:I,RAF,square,NA,017,463,575,true,<END>,+463-513/390-017-002-463-575+
4209.1,-:4209.1,Dholavira,SEAL:S,Gaur,Trough,square,Steatite,384,629,279,true,<END>,+740-384-002-629-279+
4237.1,-:4237.1,Dholavira,SEAL:S,Bull1:I,RB,square,NA,388,390,705,true,<END>,+151-032-388-002-390-705+
4302.1,-:4302.1,Dholavira,TAB:B,Scene,NA,cuboid-convex,Terracotta,519,900,630,true,<END>,+740-519-002-900-630+
4344.1,-:4344.1,Dholavira,TAG,NA,NA,NA,Clay,240,031,000,true,<END>,]240-002-031-000[
4348.1,-:4348.1,Dholavira,TAG,NA,NA,NA,Clay,000,861,390,true,<END>,]740-142-000-002-861-390[
4580.1,H-1155,Harappa,TAB:B,Bull1:I,NA,cylindrical,NA,240,405,501,true,<END>,+520-240-002-405-501+
4894.1,Ns-56,Nausharo,SEAL:S,Bull1:I,NA,square,Steatite,111,001,250,true,<END>,+111-002-001-250+
5226.1,-:5226.1,Unknown,SEAL:C,Bird,Othr,circular,NA,<START>,000,090,false,725 000,+002/000-090-725-000+
5274.1,K-146,Kalibangan,SEAL:S,Bull1:J,NA,NA,NA,350,296,000,true,<END>,]460-350-002-296-000[
5281.1,K-156,Kalibangan,TAG,Bull1,NA,rectangular,Terracotta,417,056,091,true,<END>,+892-890-417-002-056-091+
5282.1,K-155,Kalibangan,TAG,Bull1,NA,NA,Terracotta,<START>,817,000,true,<END>,]002-817-000+
5343.1,K-429,Kalibangan,POT:T:g,NA,NA,NA,Clay,<START>,031,820,true,<END>,]002-031-820[
5361.1,Ns-60,Nausharo,SEAL:R,NA,NA,rectangular,Steatite,798,297,350,false,125 413,+407-063-740-176-236-798-002-297-350-125-413+
5367.1,Ns-66,Nausharo,POT:T:g,NA,NA,NA,Clay,000,892,000,false,002,+033-999-400-090-740-100-000-002-892-000-002+
5368.1,Ns-67,Nausharo,POT:T:g,NA,NA,NA,Clay,000,000,000,true,<END>,+000-151-390-000-002-000-000[
5468.1,-:5468.1,Rakhigarhi,SEAL:CY,Gavi,NA,cylindrical,NA,361,000,317,false,688,+361-002-000-317-688+
5541.1,-:5541.1,Shikarpur,POT:T:p,NA,NA,NA,Clay,<START>,861,000,true,<END>,+002-861-000[
5572.1,-:5572.1,Unknown,SEAL:S,Bull:i:J,RBF,sqaure,NA,136,298,741,true,<END>,+136-002-298-741+
5579.1,-:5579.1,Dholavira,SEAL:R,NA,NA,cuboid-convex,Steatite,226,031,575,true,<END>,]231-226-002-031-575+
