"checked_date","variant_family","adjacent_pattern","exact_text_class","cisi_prefix","is_h2218_h2239","site","type","shape","material","has_companion_861_003","has_companion_156_003","has_companion_154_003","has_companion_400_740_176","row_count","accepted_decipherment_claim"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","TAB:B","circular","-","0","0","0","0","3","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","-","0","Mohenjo-daro","TAB:B","circular","Faience","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","TAB:B","circular","Paste","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","TAB:B","cuboid","Clay","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","-","0","Mohenjo-daro","TAB:C","rectangular","Copper","0","0","0","0","2","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","TAB:C","rectangular","Copper","0","0","0","0","27","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","TAB:C","rectangular-round","Copper","0","0","0","0","3","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","-","0","Mohenjo-daro","TAG:C","cuboid","Faience","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","other","0","Nausharo","POT:T:g","-","Clay","0","0","0","0","2","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","other","0","Nausharo","SEAL:S","square","Steatite","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","-","0","Rakhigarhi","SEAL:S","-","-","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","-","0","Rupar","POT:T:g","-","Clay","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","-","0","Unknown","SEAL:C","circular","-","0","0","0","0","1","0"
"2026-05-25","033_vs_034","target_sign_without_target_pair","non_exact_or_longer","-","0","Unknown","SEAL:S","square","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","154_003","+154-003+","H","0","Harappa","TAB:I","cuboid","Steatite","0","0","1","0","1","0"
"2026-05-25","154_vs_156","154_003","+154-003+","H","1","Harappa","TAB:I","prism","Steatite","1","0","1","0","1","0"
"2026-05-25","154_vs_156","154_003","non_exact_or_longer","H","0","Harappa","SEAL:S","square","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","154_003","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:S","square","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","156_003","+156-003+","H","0","Harappa","SEAL:S","square","-","0","1","0","0","2","0"
"2026-05-25","154_vs_156","156_003","+156-003+","H","1","Harappa","TAB:I","prism","steatite","1","1","0","0","1","0"
"2026-05-25","154_vs_156","156_003","+156-003+","H","1","Harappa","TAB:I","prism","Steatite","1","1","0","0","20","0"
"2026-05-25","154_vs_156","156_003","+156-003+","H","0","Harappa","TAB:I","rectangular","-","0","1","0","0","1","0"
"2026-05-25","154_vs_156","156_003","+156-003+","L","0","Lothal","SEAL:S","square","-","0","1","0","0","1","0"
"2026-05-25","154_vs_156","156_003","+156-003+","M","0","Mohenjo-daro","SEAL:S","square","Steatite","0","1","0","0","4","0"
"2026-05-25","154_vs_156","156_003","+156-003+","M","0","Mohenjo-daro","TAG:L","circular","Clay","0","1","0","0","2","0"
"2026-05-25","154_vs_156","156_003","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:S","square","Steatite","0","0","0","0","5","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","other","0","Allahdino","SEAL:S","square","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","C","0","Chanhu-daro","SEAL:S","square","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Dholavira","SEAL:R","rectangular","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Dholavira","SEAL:R","rectangular","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Dholavira","SEAL:S","square","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Dholavira","SEAL:S","square","Steatite","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Harappa","MISC","semi-circular","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","POT:T:g","-","Clay","0","0","0","0","3","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","POT:T:s","-","Clay","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","SEAL:CY","cylindrical","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","SEAL:R","cuboid-convex","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","SEAL:R","cuboid-convex","Steatite","0","0","0","0","6","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","SEAL:R","plano-convex","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","SEAL:R","rectangular","-","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","SEAL:R","rectangular","Terracotta","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","SEAL:S","square","Steatite","0","0","0","0","8","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:B","oval","Faience","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:B","rectangular","-","0","0","0","0","3","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:B","rectangular","Clay","0","0","0","0","3","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:B","rectangular","Faience","0","0","0","0","9","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:B","twisted cuboid","Clay","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:I","-","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:I","crescent","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:I","prism","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Harappa","TAB:I","prism","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:I","prism","Steatite","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:I","rectangular","-","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:I","rectangular","Steatite","0","0","0","0","9","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Harappa","TAB:I","rectangular-round","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","TAB:I","rectangular-round","Steatite","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","K","0","Kalibangan","TAG:L","square","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Lakhanjo-daro","TAB:B","T-shaped","Terracotta","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","L","0","Lothal","POT:T:g","-","-","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","L","0","Lothal","SEAL:R","cuboid","Steatite","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","L","0","Lothal","SEAL:S","square","Steatite","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","MISC","-","Steatite","0","0","0","0","2","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","POT:T:s","rectangular","Clay","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:R","cuboid-convex","-","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:R","cuboid-convex","Steatite","0","0","0","0","4","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:R","rectangular","Steatite","0","0","0","0","3","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:S","square","-","0","0","0","0","3","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:S","square","Steatite","0","0","0","0","19","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","TAB:B","cuboid","Clay","0","0","0","0","1","0"
"2026-05-25","154_vs_156","target_sign_without_target_pair","non_exact_or_longer","-","0","Unknown","SEAL:R","-","-","0","0","0","0","1","0"
"2026-05-25","other_target_sign","target_sign_without_target_pair","non_exact_or_longer","-","0","Harappa","MISC","-","Stone","0","0","0","0","1","0"
"2026-05-25","other_target_sign","target_sign_without_target_pair","non_exact_or_longer","H","0","Harappa","POT:T:g","-","-","0","0","0","0","1","0"
"2026-05-25","other_target_sign","target_sign_without_target_pair","non_exact_or_longer","K","0","Kalibangan","POT:T:g","-","Clay","0","0","0","0","1","0"
"2026-05-25","other_target_sign","target_sign_without_target_pair","non_exact_or_longer","M","0","Mohenjo-daro","SEAL:S","square","Steatite","0","0","0","0","1","0"
