checked_date,object,row_id,site,type,text,token_index,prev2,prev1,next1,next2,zero_role,terminal_after_000,continuation_after_000
2026-05-31,-:725.1,725.1,Harappa,POT:T:g,]000-700-033+,0,<START>,<START>,700,033,no_002_context,false,700 033
2026-05-31,-:726.1,726.1,Harappa,POT:T:s,+000-400+,0,<START>,<START>,400,<END>,no_002_context,false,400
2026-05-31,H-1963,735.1,Harappa,TAB:B,+400-700-017-000+,3,700,017,<END>,<END>,no_002_context,true,<END>
2026-05-31,-:4335.3,4335.3,Dholavira,TAG:PC,+740-760-000[,2,740,760,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1690,741.1,Harappa,SEAL:S,]000-741-615-440-220+,0,<START>,<START>,741,615,no_002_context,false,741 615 440 220
2026-05-31,H-1993,744.2,Harappa,TAB:B,+740-000-220-004-002-390-095+,1,<START>,740,220,004,prefix_before_002_frame,false,220 004 002 390 095
2026-05-31,H-1947,755.2,Harappa,TAB:B,+740-000-031+,1,<START>,740,031,<END>,no_002_context,false,031
2026-05-31,H-1947,755.3,Harappa,TAB:B,+740-630-000+,2,740,630,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2132,759.2,Harappa,TAB:I,]000-900+,0,<START>,<START>,900,<END>,no_002_context,false,900
2026-05-31,H-2150,770.1,Harappa,TAB:I,+590-032-000[,2,590,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2103,783.2,Harappa,TAB:I,]000-491+,0,<START>,<START>,491,<END>,no_002_context,false,491
2026-05-31,H-2113,798.2,Harappa,TAB:I,+904-032-000[,2,904,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1731,809.1,Harappa,POT:T:s,]154-806-000[,2,154,806,<END>,<END>,no_002_context,true,<END>
2026-05-31,-:819.1,819.1,Harappa,ROD,+033-000-000-000[,1,<START>,033,000,000,no_002_context,false,000 000
2026-05-31,-:819.1,819.1,Harappa,ROD,+033-000-000-000[,2,033,000,000,<END>,no_002_context,false,000
2026-05-31,-:819.1,819.1,Harappa,ROD,+033-000-000-000[,3,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1775,824.2,Harappa,TAB:B,+220-000-700-033+,1,<START>,220,700,033,no_002_context,false,700 033
2026-05-31,H-2159,833.1,Harappa,TAB:I,]000-484-000[,0,<START>,<START>,484,000,no_002_context,false,484 000
2026-05-31,H-2159,833.1,Harappa,TAB:I,]000-484-000[,2,000,484,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2159,833.2,Harappa,TAB:I,]400-033-000[,2,400,033,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2124,837.1,Harappa,TAB:I,+062-000[,1,<START>,062,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2144,873.2,Harappa,TAB:I,+090-000[,1,<START>,090,<END>,<END>,no_002_context,true,<END>
2026-05-31,M-1176,3532.1,Mohenjo-daro,SEAL:S,]000-690+,0,<START>,<START>,690,<END>,no_002_context,false,690
2026-05-31,H-1519,5473.1,Harappa,MISC,+740-032-000+,2,740,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1833,879.2,Harappa,TAB:B,+400-000-000+,1,<START>,400,000,<END>,no_002_context,false,000
2026-05-31,H-1833,879.2,Harappa,TAB:B,+400-000-000+,2,400,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2085,887.1,Harappa,TAB:I,+000-000-139+,0,<START>,<START>,000,139,no_002_context,false,000 139
2026-05-31,H-2085,887.1,Harappa,TAB:I,+000-000-139+,1,<START>,000,139,<END>,no_002_context,false,139
2026-05-31,Ns-76,5376.1,Nausharo,POT:T:g,]000-741[,0,<START>,<START>,741,<END>,no_002_context,false,741
2026-05-31,H-2093,903.1,Harappa,TAB:I,]000-700-000[,0,<START>,<START>,700,000,no_002_context,false,700 000
2026-05-31,H-2093,903.1,Harappa,TAB:I,]000-700-000[,2,000,700,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2083,906.1,Harappa,TAB:I,+000-824+,0,<START>,<START>,824,<END>,no_002_context,false,824
2026-05-31,H-2083,906.2,Harappa,TAB:I,+740-390-000+,2,740,390,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2116,914.2,Harappa,TAB:I,]861-000[,1,<START>,861,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2158,918.1,Harappa,TAB:I,+060-550-000[,2,060,550,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2158,918.2,Harappa,TAB:I,+740-900-000[,2,740,900,<END>,<END>,no_002_context,true,<END>
2026-05-31,-:924.1,924.1,Dholavira,TAG,]000-630[,0,<START>,<START>,630,<END>,no_002_context,false,630
2026-05-31,H-1838,925.1,Harappa,TAB:B,+000-415-176-000+,0,<START>,<START>,415,176,no_002_context,false,415 176 000
2026-05-31,H-1838,925.1,Harappa,TAB:B,+000-415-176-000+,3,415,176,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1838,925.2,Harappa,TAB:B,+220-000-000-000+,1,<START>,220,000,000,no_002_context,false,000 000
2026-05-31,H-1838,925.2,Harappa,TAB:B,+220-000-000-000+,2,220,000,000,<END>,no_002_context,false,000
2026-05-31,H-1838,925.2,Harappa,TAB:B,+220-000-000-000+,3,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1837,928.2,Harappa,TAB:B,]000-415-176-792-085+,0,<START>,<START>,415,176,no_002_context,false,415 176 792 085
2026-05-31,H-221,4629.1,Harappa,TAB:B,]000-176-000[,0,<START>,<START>,176,000,no_002_context,false,176 000
2026-05-31,H-221,4629.1,Harappa,TAB:B,]000-176-000[,2,000,176,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1707,934.1,Harappa,SEAL:R,+740-760-838-240-000[,4,838,240,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1720,940.2,Harappa,TAG:L,]000-792[,0,<START>,<START>,792,<END>,no_002_context,false,792
2026-05-31,-:2154.1,2154.1,Mohenjo-daro,SEAL,]000-033-000[,0,<START>,<START>,033,000,no_002_context,false,033 000
2026-05-31,-:2154.1,2154.1,Mohenjo-daro,SEAL,]000-033-000[,2,000,033,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1805,947.2,Harappa,TAB:B,]705-220-000[,2,705,220,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2340,948.1,Harappa,POT:T:g,+407-033-127-000[,3,033,127,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-2335,956.1,Harappa,POT:T:g,]740-000-000-923[,1,<START>,740,000,923,no_002_context,false,000 923
2026-05-31,H-2335,956.1,Harappa,POT:T:g,]740-000-000-923[,2,740,000,923,<END>,no_002_context,false,923
2026-05-31,H-1544,959.1,Harappa,POT:T:g,]000-740-900+,0,<START>,<START>,740,900,no_002_context,false,740 900
2026-05-31,-:966.1,966.1,Harappa,POT:T:g,+000-698+,0,<START>,<START>,698,<END>,no_002_context,false,698
2026-05-31,H-470,5262.1,Harappa,SEAL:S,]002-000[,1,<START>,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,-:998.1,998.1,Harappa,POT:T:g,]000-003+,0,<START>,<START>,003,<END>,no_002_context,false,003
2026-05-31,H-2013,1002.1,Harappa,TAB:B,+090-740-100-801-000+,4,100,801,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1985,1003.2,Harappa,TAB:B,+463-000[,1,<START>,463,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1808,1022.1,Harappa,TAB:B,+400-158-806-000+,3,158,806,<END>,<END>,no_002_context,true,<END>
2026-05-31,-:1046.1,1046.1,Harappa,POT:T:g,+035/032-001-000/033+,3,032,001,033,<END>,no_002_context,false,033
2026-05-31,H-1353,1049.1,Harappa,TAB:B,+000-142-480-000-617+,0,<START>,<START>,142,480,no_002_context,false,142 480 000 617
2026-05-31,H-1353,1049.1,Harappa,TAB:B,+000-142-480-000-617+,3,142,480,617,<END>,no_002_context,false,617
2026-05-31,H-1353,1049.3,Harappa,TAB:B,+700-000-000+,1,<START>,700,000,<END>,no_002_context,false,000
2026-05-31,H-1353,1049.3,Harappa,TAB:B,+700-000-000+,2,700,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-192,1225.1,Harappa,TAB:B,+740-798-463-000+,3,798,463,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1325,1054.2,Harappa,TAB:I,+740-032-165-000+,3,032,165,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-11,1072.1,Harappa,SEAL:S,+000-125-204+,0,<START>,<START>,125,204,no_002_context,false,125 204
2026-05-31,M-110,2637.1,Mohenjo-daro,SEAL:S,+000-000-002-817+,0,<START>,<START>,000,002,prefix_before_002_frame,false,000 002 817
2026-05-31,M-110,2637.1,Mohenjo-daro,SEAL:S,+000-000-002-817+,1,<START>,000,002,817,prefix_before_002_frame,false,002 817
2026-05-31,H-18,1078.1,Harappa,SEAL:S,]000-220-032-002-820+,0,<START>,<START>,220,032,prefix_before_002_frame,false,220 032 002 820
2026-05-31,H-19,1079.1,Harappa,SEAL:S,]000-390-000-003/000-530-820+,0,<START>,<START>,390,000,no_002_context,false,390 000 003 000 530 820
2026-05-31,H-19,1079.1,Harappa,SEAL:S,]000-390-000-003/000-530-820+,2,000,390,003,000,no_002_context,false,003 000 530 820
2026-05-31,H-19,1079.1,Harappa,SEAL:S,]000-390-000-003/000-530-820+,4,000,003,530,820,no_002_context,false,530 820
2026-05-31,H-28,1088.1,Harappa,SEAL:S,+595-000-705-634+,1,<START>,595,705,634,no_002_context,false,705 634
2026-05-31,H-30,1090.1,Harappa,SEAL:S,+740-760-033-706-000-000[,4,033,706,000,<END>,no_002_context,false,000
2026-05-31,H-30,1090.1,Harappa,SEAL:S,+740-760-033-706-000-000[,5,706,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-31,1091.1,Harappa,SEAL:S,+740-100-415-240-002-365-374-000+,7,365,374,<END>,<END>,post_frame_non_x_payload,true,<END>
2026-05-31,H-33,1093.1,Harappa,SEAL:S,+000-000-000-000-920+,0,<START>,<START>,000,000,no_002_context,false,000 000 000 920
2026-05-31,H-33,1093.1,Harappa,SEAL:S,+000-000-000-000-920+,1,<START>,000,000,000,no_002_context,false,000 000 920
2026-05-31,H-33,1093.1,Harappa,SEAL:S,+000-000-000-000-920+,2,000,000,000,920,no_002_context,false,000 920
2026-05-31,H-33,1093.1,Harappa,SEAL:S,+000-000-000-000-920+,3,000,000,920,<END>,no_002_context,false,920
2026-05-31,H-35,1094.1,Harappa,SEAL:S,+679-220-240-803-000[,4,240,803,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-41,1100.1,Harappa,SEAL:S,]000-002-690+,0,<START>,<START>,002,690,prefix_before_002_frame,false,002 690
2026-05-31,H-52,1111.1,Harappa,SEAL:S,+740-390-590-125-741-000-000+,5,125,741,000,<END>,no_002_context,false,000
2026-05-31,H-52,1111.1,Harappa,SEAL:S,+740-390-590-125-741-000-000+,6,741,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-78,1135.1,Harappa,SEAL:S,]000-806-002-575-000+,0,<START>,<START>,806,002,prefix_before_002_frame,false,806 002 575 000
2026-05-31,H-78,1135.1,Harappa,SEAL:S,]000-806-002-575-000+,4,002,575,<END>,<END>,x_slot_after_002_head,true,<END>
2026-05-31,H-83,1140.1,Harappa,SEAL:S,]000-000-692+,0,<START>,<START>,000,692,no_002_context,false,000 692
2026-05-31,H-83,1140.1,Harappa,SEAL:S,]000-000-692+,1,<START>,000,692,<END>,no_002_context,false,692
2026-05-31,H-100,1155.1,Harappa,SEAL:S,+520-031-000-002-000+,2,520,031,002,000,prefix_before_002_frame,false,002 000
2026-05-31,H-100,1155.1,Harappa,SEAL:S,+520-031-000-002-000+,4,000,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,H-1003,1157.1,Harappa,POT:T:g,]090-000-000[,1,<START>,090,000,<END>,no_002_context,false,000
2026-05-31,H-1003,1157.1,Harappa,POT:T:g,]090-000-000[,2,090,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1010,1162.1,Harappa,BNGL,+790-000+,1,<START>,790,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-131,1172.1,Harappa,SEAL:R,+740-032-840-233-240-033-706-055-002-595-575-794-000+,12,575,794,<END>,<END>,post_frame_non_x_payload,true,<END>
2026-05-31,H-136,1177.1,Harappa,SEAL:R,+405-585-033-705-235-000[,5,705,235,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-159,1200.1,Harappa,SEAL:R,]000-540-000+,0,<START>,<START>,540,000,no_002_context,false,540 000
2026-05-31,H-159,1200.1,Harappa,SEAL:R,]000-540-000+,2,000,540,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-201,1232.2,Harappa,TAB:B,+000-000-000-745+,0,<START>,<START>,000,000,no_002_context,false,000 000 745
2026-05-31,H-201,1232.2,Harappa,TAB:B,+000-000-000-745+,1,<START>,000,000,745,no_002_context,false,000 745
2026-05-31,H-201,1232.2,Harappa,TAB:B,+000-000-000-745+,2,000,000,745,<END>,no_002_context,false,745
2026-05-31,H-225,1252.1,Harappa,TAB:B,]850-095-000+,2,850,095,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-234,1261.1,Harappa,TAB:B,+000-000-861-000+,0,<START>,<START>,000,861,no_002_context,false,000 861 000
2026-05-31,H-234,1261.1,Harappa,TAB:B,+000-000-861-000+,1,<START>,000,861,000,no_002_context,false,861 000
2026-05-31,H-234,1261.1,Harappa,TAB:B,+000-000-861-000+,3,000,861,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-242,1267.1,Harappa,TAB:B,+400-740-392-000-000-000-000-255-000+,3,740,392,000,000,no_002_context,false,000 000 000 255 000
2026-05-31,H-242,1267.1,Harappa,TAB:B,+400-740-392-000-000-000-000-255-000+,4,392,000,000,000,no_002_context,false,000 000 255 000
2026-05-31,H-242,1267.1,Harappa,TAB:B,+400-740-392-000-000-000-000-255-000+,5,000,000,000,255,no_002_context,false,000 255 000
2026-05-31,H-242,1267.1,Harappa,TAB:B,+400-740-392-000-000-000-000-255-000+,6,000,000,255,000,no_002_context,false,255 000
2026-05-31,H-242,1267.1,Harappa,TAB:B,+400-740-392-000-000-000-000-255-000+,8,000,255,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-246,1271.1,Harappa,TAB:B,+400-804-000-233-240+,2,400,804,233,240,no_002_context,false,233 240
2026-05-31,H-247,1272.1,Harappa,TAB:B,+400-740-335-000+,3,740,335,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1313,4081.1,Harappa,TAB:I,+740-840-000+,2,740,840,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-267,1292.1,Harappa,SEAL:S,]000-368-692+,0,<START>,<START>,368,692,no_002_context,false,368 692
2026-05-31,H-273,1297.1,Harappa,SEAL:S,]000-240-002-820+,0,<START>,<START>,240,002,prefix_before_002_frame,false,240 002 820
2026-05-31,H-291,1313.1,Harappa,TAB:I,+400-740-927-000-235+,3,740,927,235,<END>,no_002_context,false,235
2026-05-31,-:1316.1,1316.1,Dholavira,SEAL:S,+520-920-320-235-175-000-820+,5,235,175,820,<END>,no_002_context,false,820
2026-05-31,H-320,1342.1,Harappa,TAB:I,+520-240-000+,2,520,240,<END>,<END>,no_002_context,true,<END>
2026-05-31,-:4193.1,4193.1,Dholavira,MISC,]000-820[,0,<START>,<START>,820,<END>,no_002_context,false,820
2026-05-31,H-327,1349.1,Harappa,TAB:I,+156-000-000+,1,<START>,156,000,<END>,no_002_context,false,000
2026-05-31,H-327,1349.1,Harappa,TAB:I,+156-000-000+,2,156,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,M-596,5512.1,Mohenjo-daro,TAB:C,+740-000-000+,1,<START>,740,000,<END>,no_002_context,false,000
2026-05-31,M-596,5512.1,Mohenjo-daro,TAB:C,+740-000-000+,2,740,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-340,1361.1,Harappa,TAB:I,+013-840-032-626-000[,4,032,626,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-88,1943.2,Kalibangan,TAG:L,+740-000-000-000[,1,<START>,740,000,000,no_002_context,false,000 000
2026-05-31,K-88,1943.2,Kalibangan,TAG:L,+740-000-000-000[,2,740,000,000,<END>,no_002_context,false,000
2026-05-31,K-88,1943.2,Kalibangan,TAG:L,+740-000-000-000[,3,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-365,1384.1,Harappa,TAB:I,+740-000-740-000-590-031+,1,<START>,740,740,000,no_002_context,false,740 000 590 031
2026-05-31,H-365,1384.1,Harappa,TAB:I,+740-000-740-000-590-031+,3,000,740,590,031,no_002_context,false,590 031
2026-05-31,H-375,1394.1,Harappa,POT:T:g,]000-220-002-000[,0,<START>,<START>,220,002,prefix_before_002_frame,false,220 002 000
2026-05-31,H-375,1394.1,Harappa,POT:T:g,]000-220-002-000[,3,220,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,H-383,1398.1,Harappa,SEAL:S,+740-585-017-033-705-002-000+,6,705,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,H-385,1399.1,Harappa,SEAL:S,+000-220-002-595-632-354-850+,0,<START>,<START>,220,002,prefix_before_002_frame,false,220 002 595 632 354 850
2026-05-31,H-396,1407.1,Harappa,SEAL:S,+832-904-220-415-806-000[,5,415,806,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-189,2111.1,Lothal,TAG,+090-740-220-000[,3,740,220,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-413,1417.1,Harappa,SEAL:S,]000-931+,0,<START>,<START>,931,<END>,no_002_context,false,931
2026-05-31,H-415,1418.1,Harappa,SEAL:S,+000/000-617-632-000+,0,<START>,<START>,000,617,no_002_context,false,000 617 632 000
2026-05-31,H-415,1418.1,Harappa,SEAL:S,+000/000-617-632-000+,1,<START>,000,617,632,no_002_context,false,617 632 000
2026-05-31,H-415,1418.1,Harappa,SEAL:S,+000/000-617-632-000+,4,617,632,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-417,1420.1,Harappa,SEAL:S,+740-255-706-002-000[,4,706,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,H-419,1421.1,Harappa,SEAL:S,]000-257+,0,<START>,<START>,257,<END>,no_002_context,false,257
2026-05-31,K-428,5342.1,Kalibangan,POT:T:g,]000-000-817+,0,<START>,<START>,000,817,no_002_context,false,000 817
2026-05-31,K-428,5342.1,Kalibangan,POT:T:g,]000-000-817+,1,<START>,000,817,<END>,no_002_context,false,817
2026-05-31,H-424,1425.1,Harappa,SEAL:S,]000-645+,0,<START>,<START>,645,<END>,no_002_context,false,645
2026-05-31,H-426,1426.1,Harappa,SEAL:S,]000-240-235-002-460-511+,0,<START>,<START>,240,235,prefix_before_002_frame,false,240 235 002 460 511
2026-05-31,H-431,1428.1,Harappa,SEAL:S,]000-740-798-240[,0,<START>,<START>,740,798,no_002_context,false,740 798 240
2026-05-31,H-443,1433.1,Harappa,SEAL:S,+368-000-223+,1,<START>,368,223,<END>,no_002_context,false,223
2026-05-31,H-445,1435.1,Harappa,SEAL:S,]235-803-002-000+,3,803,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,H-448,1438.1,Harappa,SEAL:S,+000-000-061-031+,0,<START>,<START>,000,061,no_002_context,false,000 061 031
2026-05-31,H-448,1438.1,Harappa,SEAL:S,+000-000-061-031+,1,<START>,000,061,031,no_002_context,false,061 031
2026-05-31,H-461,1450.1,Harappa,SEAL:S,+090-740-384-002-452-000+,5,002,452,<END>,<END>,x_slot_after_002_head,true,<END>
2026-05-31,H-464,1452.1,Harappa,SEAL:S,+000-176-002-798-590-032+,0,<START>,<START>,176,002,prefix_before_002_frame,false,176 002 798 590 032
2026-05-31,H-466,1454.1,Harappa,SEAL:S,+740-390-590-233-231-741-000+,6,231,741,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-476,1463.1,Harappa,SEAL:S,+740-100-717-002-000[,4,717,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,-:4338.1,4338.1,Dholavira,TAG,]000-240[,0,<START>,<START>,240,<END>,no_002_context,false,240
2026-05-31,H-486,1474.1,Harappa,SEAL:S,]002-000-861-031+,1,<START>,002,861,031,head_slot_after_002,false,861 031
2026-05-31,H-489,1476.1,Harappa,SEAL:S,+740-017-000-233[,2,740,017,233,<END>,no_002_context,false,233
2026-05-31,H-495,1477.1,Harappa,SEAL:S,+165-000[,1,<START>,165,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-523,1498.1,Harappa,SEAL:S,+740-017-503-000-060-000[,3,017,503,060,000,no_002_context,false,060 000
2026-05-31,H-523,1498.1,Harappa,SEAL:S,+740-017-503-000-060-000[,5,000,060,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-536,1504.1,Harappa,SEAL:S,+000-003-001-159[,0,<START>,<START>,003,001,no_002_context,false,003 001 159
2026-05-31,H-537,1505.1,Harappa,SEAL:S,+740-405-000[,2,740,405,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-559,1514.1,Harappa,SEAL:S,]156-000[,1,<START>,156,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-561,1515.1,Harappa,SEAL:S,+226-002-000[,2,226,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,H-562,1516.1,Harappa,SEAL:S,+000-772-000-000[,0,<START>,<START>,772,000,no_002_context,false,772 000 000
2026-05-31,H-562,1516.1,Harappa,SEAL:S,+000-772-000-000[,2,000,772,000,<END>,no_002_context,false,000
2026-05-31,H-562,1516.1,Harappa,SEAL:S,+000-772-000-000[,3,772,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-568,1521.1,Harappa,SEAL,+832-904-000-000[,2,832,904,000,<END>,no_002_context,false,000
2026-05-31,H-568,1521.1,Harappa,SEAL,+832-904-000-000[,3,904,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-569,1522.1,Harappa,SEAL:S,+740-032-840-240-220-032-000[,6,220,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-571,1524.1,Harappa,SEAL:S,+000-585-000[,0,<START>,<START>,585,000,no_002_context,false,585 000
2026-05-31,H-571,1524.1,Harappa,SEAL:S,+000-585-000[,2,000,585,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-572,1525.1,Harappa,SEAL,]000-235-870+,0,<START>,<START>,235,870,no_002_context,false,235 870
2026-05-31,H-574,1526.1,Harappa,SEAL,]000-803-002-820+,0,<START>,<START>,803,002,prefix_before_002_frame,false,803 002 820
2026-05-31,H-577,1527.1,Harappa,SEAL:S,+740-784-004-000[,3,784,004,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-579,1529.1,Harappa,SEAL:S,+000-435-255-060-368-000[,0,<START>,<START>,435,255,no_002_context,false,435 255 060 368 000
2026-05-31,H-579,1529.1,Harappa,SEAL:S,+000-435-255-060-368-000[,5,060,368,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-581,1531.1,Harappa,SEAL:S,+585-220-000[,2,585,220,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-593,1537.1,Harappa,SEAL:S,+740-760-235-240-002-220-000[,6,002,220,<END>,<END>,x_slot_after_002_head,true,<END>
2026-05-31,H-595,1538.1,Harappa,SEAL:S,+151-717-741-590-000[,4,741,590,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-603,1546.1,Harappa,SEAL:S,+550/740-142-000+,3,740,142,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-609,1549.1,Harappa,SEAL:S,]798-233-231-002-817-000+,5,002,817,<END>,<END>,x_slot_after_002_head,true,<END>
2026-05-31,H-610,1550.1,Harappa,SEAL:S,+000-240-741-142+,0,<START>,<START>,240,741,no_002_context,false,240 741 142
2026-05-31,H-639,1554.1,Harappa,SEAL:R,+407-000-000-705-832-904-845-235-002-717-747+,1,<START>,407,000,705,prefix_before_002_frame,false,000 705 832 904 845 235 002 717 747
2026-05-31,H-639,1554.1,Harappa,SEAL:R,+407-000-000-705-832-904-845-235-002-717-747+,2,407,000,705,832,prefix_before_002_frame,false,705 832 904 845 235 002 717 747
2026-05-31,H-641,1556.1,Harappa,SEAL:R,+405-061-740-100-503-705-000[,6,503,705,<END>,<END>,no_002_context,true,<END>
2026-05-31,M-1338,3643.1,Mohenjo-daro,SEAL:R,+154-388-717-000[,3,388,717,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-644,1559.1,Harappa,SEAL:R,]000-456+,0,<START>,<START>,456,<END>,no_002_context,false,456
2026-05-31,H-646,1561.1,Harappa,SEAL:R,+000-033-033-060-692+,0,<START>,<START>,033,033,no_002_context,false,033 033 060 692
2026-05-31,H-648,1563.1,Harappa,SEAL:R,+353-001-740-000[,3,001,740,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-653,1568.1,Harappa,SEAL:R,+000-000-000-000-002-820+,0,<START>,<START>,000,000,prefix_before_002_frame,false,000 000 000 002 820
2026-05-31,H-653,1568.1,Harappa,SEAL:R,+000-000-000-000-002-820+,1,<START>,000,000,000,prefix_before_002_frame,false,000 000 002 820
2026-05-31,H-653,1568.1,Harappa,SEAL:R,+000-000-000-000-002-820+,2,000,000,000,002,prefix_before_002_frame,false,000 002 820
2026-05-31,H-653,1568.1,Harappa,SEAL:R,+000-000-000-000-002-820+,3,000,000,002,820,prefix_before_002_frame,false,002 820
2026-05-31,H-657,1572.1,Harappa,SEAL:R,+407-061-231-235-000[,4,231,235,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-667,1582.1,Harappa,SEAL:R,]000-235-806-900-003-140+,0,<START>,<START>,235,806,no_002_context,false,235 806 900 003 140
2026-05-31,H-683,1590.1,Harappa,SEAL:R,]000-142+,0,<START>,<START>,142,<END>,no_002_context,false,142
2026-05-31,H-689,1595.2,Harappa,SEAL:S,]000-407-575[,0,<START>,<START>,407,575,no_002_context,false,407 575
2026-05-31,H-693,1598.1,Harappa,TAG,]336-480-000[,2,336,480,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-704,1609.2,Harappa,TAB:B,]000-000-034[,0,<START>,<START>,000,034,no_002_context,false,000 034
2026-05-31,H-704,1609.2,Harappa,TAB:B,]000-000-034[,1,<START>,000,034,<END>,no_002_context,false,034
2026-05-31,H-704,1609.3,Harappa,TAB:B,]000-833+,0,<START>,<START>,833,<END>,no_002_context,false,833
2026-05-31,H-713,1617.1,Harappa,TAB:B,]240-000+,1,<START>,240,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-722,1624.1,Harappa,TAB:B,+400-090-740-000[,3,090,740,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-725,1627.1,Harappa,TAB:B,+000-158-806-000+,0,<START>,<START>,158,806,no_002_context,false,158 806 000
2026-05-31,H-725,1627.1,Harappa,TAB:B,+000-158-806-000+,3,158,806,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-727,1629.1,Harappa,TAB:B,+158-806-000+,2,158,806,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-730,1632.1,Harappa,TAB:B,+740-798-460-000+,3,798,460,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-735,1634.1,Harappa,TAB:B,+000-003-741-060-920+,0,<START>,<START>,003,741,no_002_context,false,003 741 060 920
2026-05-31,H-744,1638.1,Harappa,TAB:B,+000-760-482[,0,<START>,<START>,760,482,no_002_context,false,760 482
2026-05-31,H-768,1660.1,Harappa,TAB:B,+400-740-033-705-233-235-000+,6,233,235,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-772,1664.1,Harappa,TAB:B,+000-700-033-711[,0,<START>,<START>,700,033,no_002_context,false,700 033 711
