"control","planted_structure","iteration","scope","coverage_fraction","rows","tokens","unique_signs","label_symmetry_log2_bits","context_equiv_log2_bits","context_equiv_class_count","context_equiv_signs","largest_context_equiv_class","profile_singleton_share","masked_tokens","masked_sampled","masked_top1_accuracy","masked_top5_accuracy","masked_mean_rank","masked_mrr","masked_mean_true_probability","masked_mean_entropy_bits","masked_mean_effective_candidates","masked_mean_mass90_candidates","context_equiv_examples"
"template_admin_code","known_nonlinguistic_administrative_template","36","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0625","0.185833333","31.301666667","0.1411302","0.030227173","5.326020021","44.775778761","48.745833333",""
"template_admin_code","known_nonlinguistic_administrative_template","37","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.043333333","0.17","31.494166667","0.123864335","0.031758833","5.17431664","42.647333352","47.309166667",""
"template_admin_code","known_nonlinguistic_administrative_template","38","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.068333333","0.186666667","32.129166667","0.144598176","0.035175512","5.278462757","44.628558938","49.150833333",""
"template_admin_code","known_nonlinguistic_administrative_template","39","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.076666667","0.200833333","30.13","0.157012217","0.037846377","5.166498727","42.142240212","46.393333333",""
"template_admin_code","known_nonlinguistic_administrative_template","40","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.060833333","0.173333333","31.985","0.132870756","0.029874341","5.27735479","44.247442485","48.795",""
"template_admin_code","known_nonlinguistic_administrative_template","41","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.058333333","0.171666667","31.123333333","0.13348894","0.030281043","5.309824533","44.425693905","48.484166667",""
"template_admin_code","known_nonlinguistic_administrative_template","42","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0625","0.161666667","31.145833333","0.137339261","0.03106637","5.354027322","46.214402158","49.735833333",""
"template_admin_code","known_nonlinguistic_administrative_template","43","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.055833333","0.171666667","30.936666667","0.137109383","0.029255565","5.297654093","44.966283801","49.461666667",""
"template_admin_code","known_nonlinguistic_administrative_template","44","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.053333333","0.165","30.949166667","0.128748375","0.03284247","5.264369587","44.410575151","48.873333333",""
"template_admin_code","known_nonlinguistic_administrative_template","45","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.066666667","0.1675","31.754166667","0.138548718","0.029515145","5.410135243","47.347073763","51.245",""
"template_admin_code","known_nonlinguistic_administrative_template","46","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0575","0.1625","31.136666667","0.133647451","0.030558838","5.316388987","44.660626699","48.996666667",""
"template_admin_code","known_nonlinguistic_administrative_template","47","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0675","0.183333333","30.236666667","0.145898777","0.033158575","5.220785907","43.049930685","46.908333333",""
"template_admin_code","known_nonlinguistic_administrative_template","48","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.065833333","0.191666667","31.79","0.142698552","0.032611795","5.278743513","44.167131877","48.485",""
"template_admin_code","known_nonlinguistic_administrative_template","49","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.063333333","0.173333333","31.924166667","0.135828206","0.033402836","5.305903234","45.184881073","49.2375",""
"template_admin_code","known_nonlinguistic_administrative_template","50","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.055833333","0.1525","32.446666667","0.128588995","0.032550545","5.299516138","45.549226442","49.5125",""
"template_admin_code","known_nonlinguistic_administrative_template","51","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.064166667","0.179166667","29.9625","0.143885559","0.034388965","5.232948343","43.064083181","47.363333333",""
"template_admin_code","known_nonlinguistic_administrative_template","52","forger_null","0.25","450","2017","115","626.070964675","0","0","0","1","1","1200","true","0.055","0.159166667","29.780833333","0.132872245","0.033133421","5.212747837","43.23895437","46.955",""
"template_admin_code","known_nonlinguistic_administrative_template","53","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.071666667","0.171666667","31.954166667","0.142097168","0.029598548","5.319012759","45.261367962","48.188333333",""
"template_admin_code","known_nonlinguistic_administrative_template","54","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.055833333","0.165833333","32.1425","0.134967027","0.03487267","5.178842786","43.641309877","48.149166667",""
"template_admin_code","known_nonlinguistic_administrative_template","55","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.05","0.146666667","31.920833333","0.121830978","0.026251242","5.376156532","46.411863444","50.355833333",""
"template_admin_code","known_nonlinguistic_administrative_template","56","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.069166667","0.18","30.896666667","0.145515163","0.030238371","5.357121687","45.833804955","48.913333333",""
"template_admin_code","known_nonlinguistic_administrative_template","57","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.060833333","0.18","30.759166667","0.140670429","0.034390694","5.152778974","41.924206788","46.518333333",""
"template_admin_code","known_nonlinguistic_administrative_template","58","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0675","0.171666667","30.278333333","0.144511268","0.031824792","5.30637798","44.763594784","48.453333333",""
"template_admin_code","known_nonlinguistic_administrative_template","59","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.055833333","0.165","33.063333333","0.128736259","0.029849957","5.225422799","43.185391646","47.8375",""
"template_admin_code","known_nonlinguistic_administrative_template","60","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.065","0.170833333","32.183333333","0.140611682","0.031208254","5.355335746","46.295812149","50.336666667",""
"template_admin_code","known_nonlinguistic_administrative_template","61","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.075833333","0.199166667","31.190833333","0.153471877","0.034309066","5.312872113","45.11358814","49.2375",""
"template_admin_code","known_nonlinguistic_administrative_template","62","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.075833333","0.19","30.900833333","0.149776178","0.03692297","5.195804928","42.179030878","47.6875",""
"template_admin_code","known_nonlinguistic_administrative_template","63","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.056666667","0.151666667","32.053333333","0.127068315","0.028120046","5.304163425","44.140218578","47.649166667",""
"template_admin_code","known_nonlinguistic_administrative_template","64","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.0475","0.170833333","30.420833333","0.128974875","0.029809026","5.240535193","43.759741024","48.756666667",""
"template_admin_code","known_nonlinguistic_administrative_template","65","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.045833333","0.1775","31.666666667","0.126698553","0.027111666","5.334581888","45.470112342","49.630833333",""
"template_admin_code","known_nonlinguistic_administrative_template","66","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.073333333","0.194166667","30.883333333","0.151950938","0.034878889","5.279539262","44.293701353","48.6225",""
"template_admin_code","known_nonlinguistic_administrative_template","67","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.055833333","0.193333333","31.526666667","0.141138446","0.033424835","5.254131304","43.909793239","48.769166667",""
"template_admin_code","known_nonlinguistic_administrative_template","68","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.059166667","0.1825","31.5575","0.137803608","0.035520763","5.233612513","44.184792498","48.608333333",""
"template_admin_code","known_nonlinguistic_administrative_template","69","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.050833333","0.165833333","31.796666667","0.130233838","0.031625621","5.377012798","46.51760163","50.436666667",""
"template_admin_code","known_nonlinguistic_administrative_template","70","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.0675","0.153333333","31.12","0.136626431","0.033363438","5.331066765","45.427308059","49.263333333",""
"template_admin_code","known_nonlinguistic_administrative_template","71","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.056666667","0.160833333","31.546666667","0.131625464","0.029122597","5.312408219","45.342736318","49.405833333",""
"template_admin_code","known_nonlinguistic_administrative_template","72","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.045","0.144166667","31.968333333","0.118768602","0.02813241","5.249720373","43.643122756","47.733333333",""
"template_admin_code","known_nonlinguistic_administrative_template","73","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.063333333","0.18","32.166666667","0.140211438","0.032778103","5.279276395","44.054617554","48.515833333",""
"template_admin_code","known_nonlinguistic_administrative_template","74","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.0675","0.195833333","30.335","0.148169318","0.033375217","5.238673821","42.596081028","46.9925",""
"template_admin_code","known_nonlinguistic_administrative_template","75","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0525","0.155","31.983333333","0.124541799","0.026931489","5.347638577","45.877550856","50.016666667",""
"template_admin_code","known_nonlinguistic_administrative_template","76","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.063333333","0.1725","32.303333333","0.139309932","0.034040934","5.213589192","43.759482466","48.6275",""
"template_admin_code","known_nonlinguistic_administrative_template","77","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.055","0.15","32.6025","0.125856024","0.028941082","5.332111016","45.944053495","49.920833333",""
"template_admin_code","known_nonlinguistic_administrative_template","78","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.046666667","0.16","32.505833333","0.125748998","0.030428177","5.199841659","42.720314345","47.680833333",""
"template_admin_code","known_nonlinguistic_administrative_template","79","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0675","0.175833333","31.493333333","0.142189361","0.032446266","5.311225857","45.588201079","49.544166667",""
"template_admin_code","known_nonlinguistic_administrative_template","80","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.058333333","0.178333333","32.01","0.139116387","0.033461785","5.1974817","43.185364655","47.784166667",""
"template_admin_code","known_nonlinguistic_administrative_template","81","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.050833333","0.163333333","30.934166667","0.126946067","0.028342534","5.360986602","45.554975633","49.971666667",""
"template_admin_code","known_nonlinguistic_administrative_template","82","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.07","0.189166667","31.071666667","0.147216931","0.035807321","5.250021715","43.664279506","48.260833333",""
"template_admin_code","known_nonlinguistic_administrative_template","83","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.0675","0.155","31.8875","0.137425871","0.032690804","5.264822374","44.43185615","48.060833333",""
"template_admin_code","known_nonlinguistic_administrative_template","84","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.055833333","0.2025","30.84","0.14527306","0.036912553","5.151083296","42.413073305","46.951666667",""
"template_admin_code","known_nonlinguistic_administrative_template","85","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.064166667","0.169166667","30.7825","0.140869442","0.03237528","5.273083177","44.337343165","48.466666667",""
"template_admin_code","known_nonlinguistic_administrative_template","86","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.081666667","0.194166667","31.914166667","0.157238745","0.035356935","5.352724603","45.916276352","50.301666667",""
"template_admin_code","known_nonlinguistic_administrative_template","87","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.058333333","0.178333333","29.944166667","0.137356041","0.031980401","5.345745665","46.345143626","49.763333333",""
"template_admin_code","known_nonlinguistic_administrative_template","88","forger_null","0.25","450","2017","114","619.225474624","0","0","0","1","1","1200","true","0.063333333","0.170833333","31.349166667","0.138497571","0.031177287","5.25809901","42.874169304","46.845833333",""
"template_admin_code","known_nonlinguistic_administrative_template","89","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.051666667","0.169166667","31.440833333","0.130974","0.032206487","5.173718804","43.433093126","48.443333333",""
"template_admin_code","known_nonlinguistic_administrative_template","90","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.071666667","0.184166667","30.2975","0.147559162","0.030075028","5.345740214","45.83397994","49.535833333",""
"template_admin_code","known_nonlinguistic_administrative_template","91","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.066666667","0.165","31.124166667","0.135601899","0.032680336","5.21239357","42.492953317","47.078333333",""
"template_admin_code","known_nonlinguistic_administrative_template","92","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0625","0.180833333","32.140833333","0.139712746","0.031304214","5.296941041","44.692527445","48.655",""
"template_admin_code","known_nonlinguistic_administrative_template","93","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.075833333","0.184166667","30.963333333","0.15022808","0.036343783","5.16366924","42.093661713","47.020833333",""
"template_admin_code","known_nonlinguistic_administrative_template","94","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.068333333","0.161666667","32.7475","0.14065936","0.032884868","5.306999666","45.695521228","50.074166667",""
"template_admin_code","known_nonlinguistic_administrative_template","95","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.055","0.168333333","31.473333333","0.133680341","0.027874863","5.396967112","46.919464519","50.863333333",""
"template_admin_code","known_nonlinguistic_administrative_template","96","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.051666667","0.165833333","31.563333333","0.128896213","0.027629385","5.341433604","45.218032943","48.744166667",""
"template_admin_code","known_nonlinguistic_administrative_template","97","forger_null","0.25","450","2017","117","639.79931039","0","0","0","1","1","1200","true","0.0575","0.186666667","31.44","0.136129963","0.032224302","5.310221311","44.82268225","49.176666667",""
"template_admin_code","known_nonlinguistic_administrative_template","98","forger_null","0.25","450","2017","118","646.681953439","0","0","0","1","1","1200","true","0.065833333","0.17","32.000833333","0.140603572","0.030814329","5.322885215","45.148481373","49.4425",""
"template_admin_code","known_nonlinguistic_administrative_template","99","forger_null","0.25","450","2017","116","632.92894567","0","0","0","1","1","1200","true","0.053333333","0.1675","31.745","0.130876708","0.028304558","5.259532713","43.945129813","47.720833333",""
"global_token_shuffle","pure_noise_matched_unigram_and_length","0","forger_null","0.5","899","4037","426","3112.09159589","9.169925001","6","14","3","0.96713615","1200","true","0.110833333","0.221666667","71.65","0.183959822","0.081625409","2.606480449","15.925768488","38.353333333","067 179 922; 473 600 879; 203 264; 363 746; 444 578; 681 901"
"global_token_shuffle","pure_noise_matched_unigram_and_length","1","forger_null","0.5","899","4037","426","3112.09159589","5","5","10","2","0.976525822","1200","true","0.095","0.21","72.193333333","0.167037481","0.067756841","2.615743411","14.378417604","36.06","028 791; 195 687; 200 473; 253 502; 513 596"
"global_token_shuffle","pure_noise_matched_unigram_and_length","2","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.098333333","0.225833333","63.959166667","0.178318244","0.073825403","2.540690752","13.892241968","33.678333333","096 814; 122 195; 570 759"
"global_token_shuffle","pure_noise_matched_unigram_and_length","3","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.096666667","0.206666667","67.555","0.168459204","0.075304738","2.543256374","15.734085618","39.3275","311 764; 336 814; 494 732"
"global_token_shuffle","pure_noise_matched_unigram_and_length","4","forger_null","0.5","899","4037","426","3112.09159589","2","2","4","2","0.990610329","1200","true","0.101666667","0.225","70.474166667","0.176770305","0.078414734","2.58917274","14.957010359","37.020833333","474 678; 475 521"
"global_token_shuffle","pure_noise_matched_unigram_and_length","5","forger_null","0.5","899","4037","426","3112.09159589","7.584962501","6","13","3","0.969483568","1200","true","0.098333333","0.211666667","73.545","0.173930588","0.074120187","2.551503565","14.523830276","36.001666667","153 363 764; 177 304; 268 344; 342 528; 422 833; 749 778"
"global_token_shuffle","pure_noise_matched_unigram_and_length","6","forger_null","0.5","899","4037","426","3112.09159589","9.169925001","4","11","4","0.974178404","1200","true","0.101666667","0.204166667","66.54","0.170564605","0.073149156","2.583400027","15.335139184","36.623333333","012 429 506 870; 308 640 643; 475 764; 797 854"
"global_token_shuffle","pure_noise_matched_unigram_and_length","7","forger_null","0.5","899","4037","426","3112.09159589","7.584962501","4","10","4","0.976525822","1200","true","0.105","0.2275","69.140833333","0.180581911","0.07987304","2.654204624","16.795349854","40.1025","062 573 749 868; 144 898; 223 600; 473 475"
"global_token_shuffle","pure_noise_matched_unigram_and_length","8","forger_null","0.5","899","4037","426","3112.09159589","1","1","2","2","0.995305164","1200","true","0.094166667","0.218333333","73.026666667","0.170287884","0.068942824","2.635112809","16.354023784","40.778333333","344 718"
"global_token_shuffle","pure_noise_matched_unigram_and_length","9","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.1","0.206666667","71.07","0.172242926","0.07424262","2.607013167","14.812401038","35.608333333","243 473; 286 778; 375 423"
"global_token_shuffle","pure_noise_matched_unigram_and_length","10","forger_null","0.5","899","4037","426","3112.09159589","2.584962501","1","3","3","0.992957746","1200","true","0.1025","0.22","69.004166667","0.177852797","0.076253703","2.576858427","14.572080103","37.890833333","152 746 863"
"global_token_shuffle","pure_noise_matched_unigram_and_length","11","forger_null","0.5","899","4037","426","3112.09159589","4","4","8","2","0.981220657","1200","true","0.106666667","0.224166667","69.615","0.181919037","0.083487524","2.598748539","15.716259577","38.879166667","025 506; 203 833; 521 561; 815 956"
"global_token_shuffle","pure_noise_matched_unigram_and_length","12","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.1125","0.223333333","72.518333333","0.18280776","0.083576333","2.570448663","16.244878769","40.245833333","042 597; 062 707; 132 852"
"global_token_shuffle","pure_noise_matched_unigram_and_length","13","forger_null","0.5","899","4037","426","3112.09159589","7.584962501","6","13","3","0.969483568","1200","true","0.098333333","0.2175","70.259166667","0.173307751","0.072694392","2.636138493","14.798848537","36.639166667","116 153 597; 136 600; 191 901; 291 475; 422 444; 681 797"
"global_token_shuffle","pure_noise_matched_unigram_and_length","14","forger_null","0.5","899","4037","426","3112.09159589","4.584962501","3","7","3","0.983568075","1200","true","0.105","0.213333333","73.1475","0.173538311","0.074290602","2.605321715","14.405179346","35.533333333","084 693 759; 069 727; 417 814"
"global_token_shuffle","pure_noise_matched_unigram_and_length","15","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.111666667","0.231666667","71.778333333","0.18493098","0.077701921","2.624359149","15.160675063","38.000833333","025 578; 177 266; 276 902"
"global_token_shuffle","pure_noise_matched_unigram_and_length","16","forger_null","0.5","899","4037","426","3112.09159589","6.584962501","5","11","3","0.974178404","1200","true","0.096666667","0.214166667","71.255833333","0.175440282","0.071470684","2.702408246","15.753101554","39.509166667","266 640 940; 116 852; 191 600; 734 814; 759 868"
"global_token_shuffle","pure_noise_matched_unigram_and_length","17","forger_null","0.5","899","4037","426","3112.09159589","3.584962501","2","5","3","0.988262911","1200","true","0.1025","0.208333333","68.933333333","0.173916677","0.078880944","2.583848955","15.594188812","37.97","041 513 687; 389 902"
"global_token_shuffle","pure_noise_matched_unigram_and_length","18","forger_null","0.5","899","4037","426","3112.09159589","2","2","4","2","0.990610329","1200","true","0.101666667","0.223333333","76.020833333","0.174892073","0.0737487","2.542787245","14.032608048","37.14","494 707; 634 814"
"global_token_shuffle","pure_noise_matched_unigram_and_length","19","forger_null","0.5","899","4037","426","3112.09159589","4","4","8","2","0.981220657","1200","true","0.105","0.211666667","71.405","0.174320189","0.074349768","2.598661706","14.398546132","35.989166667","344 474; 423 746; 560 578; 597 851"
"global_token_shuffle","pure_noise_matched_unigram_and_length","20","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.0975","0.213333333","68.730833333","0.172155761","0.072522357","2.552808071","14.587352936","36.749166667","136 443; 291 494; 308 383"
"global_token_shuffle","pure_noise_matched_unigram_and_length","21","forger_null","0.5","899","4037","426","3112.09159589","4.584962501","3","7","3","0.983568075","1200","true","0.0975","0.225","67.993333333","0.176332187","0.074213388","2.619991067","13.698719815","34.47","066 278 376; 276 898; 518 611"
"global_token_shuffle","pure_noise_matched_unigram_and_length","22","forger_null","0.5","899","4037","426","3112.09159589","6.584962501","5","11","3","0.974178404","1200","true","0.111666667","0.219166667","69.1775","0.181774128","0.082243401","2.559316074","13.810254656","35.248333333","759 825 930; 025 444; 264 573; 389 797; 410 914"
"global_token_shuffle","pure_noise_matched_unigram_and_length","23","forger_null","0.5","899","4037","426","3112.09159589","6.584962501","5","11","3","0.974178404","1200","true","0.1","0.2325","69.395833333","0.17714839","0.075748708","2.554359083","12.840661116","33.998333333","337 430 718; 012 578; 177 266; 422 764; 620 912"
"global_token_shuffle","pure_noise_matched_unigram_and_length","24","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.1025","0.210833333","67.58","0.17589112","0.074651969","2.467393363","13.05970848","31.775833333","192 429; 276 950; 337 914"
"global_token_shuffle","pure_noise_matched_unigram_and_length","25","forger_null","0.5","899","4037","426","3112.09159589","6","6","12","2","0.971830986","1200","true","0.113333333","0.22","69.505833333","0.182163539","0.07983058","2.59803495","13.613542916","34.536666667","066 127; 098 851; 144 862; 351 767; 450 597; 506 901"
"global_token_shuffle","pure_noise_matched_unigram_and_length","26","forger_null","0.5","899","4037","426","3112.09159589","7","7","14","2","0.96713615","1200","true","0.096666667","0.219166667","73.0625","0.171623377","0.070954873","2.643704253","17.319302241","41.213333333","084 744; 122 901; 172 721; 351 376; 383 930; 560 912"
"global_token_shuffle","pure_noise_matched_unigram_and_length","27","forger_null","0.5","899","4037","426","3112.09159589","5.584962501","4","9","3","0.978873239","1200","true","0.105","0.205","68.115833333","0.174985416","0.075461227","2.622067188","15.044586683","37.635833333","311 493 909; 028 319; 195 542; 647 815"
"global_token_shuffle","pure_noise_matched_unigram_and_length","28","forger_null","0.5","899","4037","426","3112.09159589","6","6","12","2","0.971830986","1200","true","0.105833333","0.2225","64.555833333","0.180995375","0.080047766","2.539722608","15.314754379","36.369166667","025 473; 172 640; 192 203; 278 826; 311 830; 493 712"
"global_token_shuffle","pure_noise_matched_unigram_and_length","29","forger_null","0.5","899","4037","426","3112.09159589","4.584962501","3","7","3","0.983568075","1200","true","0.104166667","0.231666667","73.5275","0.182069356","0.080999688","2.524039028","13.978638783","34.841666667","221 277 930; 136 570; 412 879"
"global_token_shuffle","pure_noise_matched_unigram_and_length","30","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.103333333","0.215833333","69.3025","0.179085947","0.076810938","2.512776128","13.197376923","33.623333333","069 144; 268 311; 678 732"
"global_token_shuffle","pure_noise_matched_unigram_and_length","31","forger_null","0.5","899","4037","426","3112.09159589","4.584962501","3","7","3","0.983568075","1200","true","0.098333333","0.206666667","68.5975","0.169056617","0.073786914","2.634405844","15.123499209","37.491666667","513 862 863; 025 337; 746 918"
"global_token_shuffle","pure_noise_matched_unigram_and_length","32","forger_null","0.5","899","4037","426","3112.09159589","4","4","8","2","0.981220657","1200","true","0.118333333","0.223333333","72.3625","0.185875249","0.086327727","2.61004625","14.641891562","38.036666667","042 600; 096 643; 389 876; 640 778"
"global_token_shuffle","pure_noise_matched_unigram_and_length","33","forger_null","0.5","899","4037","426","3112.09159589","6.584962501","5","11","3","0.974178404","1200","true","0.099166667","0.223333333","65.2275","0.17666953","0.072685248","2.634742044","16.2370209","39.71","028 681 687; 066 494; 096 351; 389 506; 392 843"
"global_token_shuffle","pure_noise_matched_unigram_and_length","34","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.095833333","0.216666667","71.066666667","0.171384221","0.068314549","2.651664594","16.323040927","38.891666667","041 342; 096 826; 264 351"
"global_token_shuffle","pure_noise_matched_unigram_and_length","35","forger_null","0.5","899","4037","426","3112.09159589","5.584962501","4","9","3","0.978873239","1200","true","0.1075","0.233333333","68.9925","0.187456947","0.081227929","2.590586736","14.591458554","37.1425","160 411 727; 006 815; 570 822; 620 852"
"global_token_shuffle","pure_noise_matched_unigram_and_length","36","forger_null","0.5","899","4037","426","3112.09159589","4","4","8","2","0.981220657","1200","true","0.106666667","0.208333333","70.825833333","0.175734049","0.080470273","2.494507361","14.369000169","34.783333333","028 308; 127 822; 191 422; 276 767"
"global_token_shuffle","pure_noise_matched_unigram_and_length","37","forger_null","0.5","899","4037","426","3112.09159589","4","4","8","2","0.981220657","1200","true","0.11","0.234166667","70.331666667","0.184586508","0.082418642","2.6048893","14.898669869","37.245","042 542; 062 096; 345 732; 578 890"
"global_token_shuffle","pure_noise_matched_unigram_and_length","38","forger_null","0.5","899","4037","426","3112.09159589","4","4","8","2","0.981220657","1200","true","0.11","0.226666667","70.326666667","0.183863682","0.082574478","2.60616436","15.08841798","38.355833333","152 620; 177 825; 493 909; 528 764"
"global_token_shuffle","pure_noise_matched_unigram_and_length","39","forger_null","0.5","899","4037","426","3112.09159589","10.169925001","7","16","3","0.962441315","1200","true","0.115833333","0.22","70.2125","0.185852415","0.084969579","2.555934723","14.095069098","34.301666667","096 643 918; 172 389 411; 042 678; 277 410; 345 375; 521 796"
"global_token_shuffle","pure_noise_matched_unigram_and_length","40","forger_null","0.5","899","4037","426","3112.09159589","5","5","10","2","0.976525822","1200","true","0.1","0.213333333","74.33","0.1700092","0.073990806","2.604553544","14.747639741","35.221666667","062 727; 096 890; 513 570; 643 909; 678 826"
"global_token_shuffle","pure_noise_matched_unigram_and_length","41","forger_null","0.5","899","4037","426","3112.09159589","7.584962501","4","10","4","0.976525822","1200","true","0.095833333","0.2075","72.3275","0.168445212","0.070438567","2.491894392","13.093375744","31.46","082 177 402 783; 069 392; 122 376; 276 956"
"global_token_shuffle","pure_noise_matched_unigram_and_length","42","forger_null","0.5","899","4037","426","3112.09159589","10.169925001","5","13","4","0.969483568","1200","true","0.114166667","0.220833333","70.1575","0.184885345","0.078467649","2.647873469","14.900968714","36.461666667","278 475 734 759; 062 732 744; 268 833; 597 822; 627 761"
"global_token_shuffle","pure_noise_matched_unigram_and_length","43","forger_null","0.5","899","4037","426","3112.09159589","3","3","6","2","0.985915493","1200","true","0.105833333","0.230833333","70.501666667","0.181839766","0.078279549","2.612362239","15.804172984","36.294166667","345 764; 351 600; 421 814"
"global_token_shuffle","pure_noise_matched_unigram_and_length","44","forger_null","0.5","899","4037","426","3112.09159589","7.584962501","6","13","3","0.969483568","1200","true","0.105","0.229166667","70.578333333","0.181553268","0.07901399","2.55131801","15.227309858","36.556666667","028 311 922; 027 734; 195 694; 280 571; 336 502; 375 597"
"global_token_shuffle","pure_noise_matched_unigram_and_length","45","forger_null","0.5","899","4037","426","3112.09159589","5.584962501","4","9","3","0.978873239","1200","true","0.1","0.21","67.435","0.172811405","0.070695802","2.661287368","15.810236732","37.996666667","094 308 795; 144 797; 243 930; 286 319"
"global_token_shuffle","pure_noise_matched_unigram_and_length","46","forger_null","0.5","899","4037","426","3112.09159589","5","5","10","2","0.976525822","1200","true","0.084166667","0.218333333","72.853333333","0.162096403","0.068691524","2.593004326","15.817348807","39.275","119 843; 280 956; 443 601; 493 494; 814 851"
