query_id,query_text,lead_label,query_role,artifact_p,artifact_id,designation,museum_no,provenience,period,dates_referenced,query_line_count,meluhha_line_count,min_query_to_meluhha_distance,has_meluhha_anywhere,query_line_same_as_meluhha,query_line_adjacent_to_meluhha,inscription_hash,source_url,query_lines,meluhha_lines
mn_ee5da5a9f27514d4,szu-i3-li2-su,Shu-ilishu interpreter seal,matched_negative,P520304,520304,Agricultural lands Tell Al-Wilayah 04,IM 183913,"{""id"":69,""provenience"":""Kesh (mod. uncertain)""}",Old Akkadian,,0,0,,false,false,false,ce3f1099f76143acb10e08676dcc452c9d8e5993cb15fa6a123015c13f28b393,https://cdli.earth/P520304,,
mn_ee5da5a9f27514d4,szu-i3-li2-su,Shu-ilishu interpreter seal,matched_negative,P520305,520305,Agricultural lands Tell Al-Wilayah 05,IM 183914,"{""id"":69,""provenience"":""Kesh (mod. uncertain)""}",Old Akkadian,,1,0,,false,false,false,c84e08855313646758a3266e81fe721a272aedc309616f1696e3d6d79bd6c749,https://cdli.earth/P520305,11'. szu-i3-li2-su,
mn_ee5da5a9f27514d4,szu-i3-li2-su,Shu-ilishu interpreter seal,matched_negative,P520306,520306,Agricultural lands Tell Al-Wilayah 06,IM 183915,"{""id"":69,""provenience"":""Kesh (mod. uncertain)""}",Old Akkadian,,1,0,,false,false,false,eb89fee32f5ff4eeea965379446e882081d145c3b1b7410ec6b88724a1907093,https://cdli.earth/P520306,9. szu-i3-li2-su,
mn_ee5da5a9f27514d4,szu-i3-li2-su,Shu-ilishu interpreter seal,matched_negative,P520312,520312,Agricultural lands Tell Al-Wilayah 12,IM 183932,"{""id"":69,""provenience"":""Kesh (mod. uncertain)""}",Old Akkadian,,1,0,,false,false,false,043bb4645504a3408cb6f8811294bf2b6922ad5ec2f3d8ef156655bdb384abc3,https://cdli.earth/P520312,6'. szu-i3-li2-su,
mn_ee5da5a9f27514d4,szu-i3-li2-su,Shu-ilishu interpreter seal,matched_negative,P520329,520329,Agricultural lands Tell Al-Wilayah 29,IM 183916,"{""id"":69,""provenience"":""Kesh (mod. uncertain)""}",Old Akkadian,,1,0,,false,false,false,16227e7bd9aac9d503656f4abbc96036ec38e5316b264f02841a16268db8c982,https://cdli.earth/P520329,6. szu-i3-li2-su im-hur,
mn_ee5da5a9f27514d4,szu-i3-li2-su,Shu-ilishu interpreter seal,matched_negative,P525331,525331,CDLI seals 014339 (physical),AO 22310,,Ur III,,1,1,1,true,false,true,406698e62ad0cce5d127f6ba8a88fbef2082bf37776ec09edd84a51ed334691c,https://cdli.earth/P525331,1. szu-i3-li2-su,2. eme-bal me-luh-ha{ki}
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P105001,105001,"BBVO 11, 261, 4N-T213",IM 058908,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,--.--.00.00,0,0,,false,false,false,33a83bcaeb7b77cf208112e09d0d0d8833423ce1a9862734c25e8245ac4341a0,https://cdli.earth/P105001,,
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P105023,105023,"BBVO 11, 269, 6N-T043",NBC 10626,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,00.00.05.11,0,0,,false,false,false,1028f804155d00a02e38680d86fa54ec736010642449387ccb9c30d8a51746c4,https://cdli.earth/P105023,,
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P105071,105071,"BBVO 11, 291, 6N-T565",OIM A31212,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,00.00.06.18,1,0,,false,false,false,e56d09d6ea028264bc836c8efd48e05ebf48f9fa6006d09685ae03352fdfaa2e,https://cdli.earth/P105071,1. a-li-a-hi,
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P105080,105080,"BBVO 11, 295, 6N-T632",IM 061610,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,00.00.05.13,1,0,,false,false,false,e224c175bd160d1e3316bec7955945df9a249972e0fab7edddc406ad6a2eafbb,https://cdli.earth/P105080,1. [x] la2 1/2(disz) sila3 a-li-a-hi#,
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P301494,301494,"BBVO 11, 300, 6N-T884",NBC 10569,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,00.00.03.25,1,0,,false,false,false,b416472b8881a3ffa5e4180a860a13c2bf1db022db1271a077759606907e2647,https://cdli.earth/P301494,2. 3(ban2) a-li-a-hi,
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P453801,453801,"Nisaba 15, 0371",Anonymous 453801,"{""id"":48,""provenience"":""Irisagrig (mod. uncertain)"",""location_id"":229,""place_id"":69,""region_id"":8}",Ur III,Šū-Suen.06.12.00,1,1,1,true,false,true,f7543637cf65efe0c9227a9d16f4cfdd344c8930faab1efcecedae4a85a23001,https://cdli.earth/P453801,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,5. i3-ba lu2 me-luh-ha{ki}-me
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P516138,516138,"CUSAS 40, 1354",IM —,"{""id"":48,""provenience"":""Irisagrig (mod. uncertain)"",""location_id"":229,""place_id"":69,""region_id"":8}",Ur III,Šū-Suen.06.03.00 ,1,1,1,true,false,true,d94b7a981e2ed829d0c08335b8867d2a589ef43da6676ca2451b7b93c11eddd5,https://cdli.earth/P516138,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,5. i3-ba lu2 me-luh-ha{ki}-me
mn_a4712307fc011123,a-li-a-hi,Irisagrig Meluhha ration group,diagnostic,P516366,516366,"CUSAS 40, 1582",IM —,"{""id"":48,""provenience"":""Irisagrig (mod. uncertain)"",""location_id"":229,""place_id"":69,""region_id"":8}",Ur III,Šū-Suen.06.12.00 ,1,1,1,true,false,true,a2bc9d6a3a45e622f24f09657d8f7b96c3593ffc325b4a3f010a65dc581dc67c,https://cdli.earth/P516366,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,5. i3-ba lu2 me-luh-ha ki-me
mn_f978140475ce833c,a-li-a-hi dam-a-ni,Irisagrig Meluhha ration group,anchor,P453801,453801,"Nisaba 15, 0371",Anonymous 453801,"{""id"":48,""provenience"":""Irisagrig (mod. uncertain)"",""location_id"":229,""place_id"":69,""region_id"":8}",Ur III,Šū-Suen.06.12.00,1,1,1,true,false,true,f7543637cf65efe0c9227a9d16f4cfdd344c8930faab1efcecedae4a85a23001,https://cdli.earth/P453801,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,5. i3-ba lu2 me-luh-ha{ki}-me
mn_f978140475ce833c,a-li-a-hi dam-a-ni,Irisagrig Meluhha ration group,anchor,P516138,516138,"CUSAS 40, 1354",IM —,"{""id"":48,""provenience"":""Irisagrig (mod. uncertain)"",""location_id"":229,""place_id"":69,""region_id"":8}",Ur III,Šū-Suen.06.03.00 ,1,1,1,true,false,true,d94b7a981e2ed829d0c08335b8867d2a589ef43da6676ca2451b7b93c11eddd5,https://cdli.earth/P516138,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,5. i3-ba lu2 me-luh-ha{ki}-me
mn_f978140475ce833c,a-li-a-hi dam-a-ni,Irisagrig Meluhha ration group,anchor,P516366,516366,"CUSAS 40, 1582",IM —,"{""id"":48,""provenience"":""Irisagrig (mod. uncertain)"",""location_id"":229,""place_id"":69,""region_id"":8}",Ur III,Šū-Suen.06.12.00 ,1,1,1,true,false,true,a2bc9d6a3a45e622f24f09657d8f7b96c3593ffc325b4a3f010a65dc581dc67c,https://cdli.earth/P516366,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,5. i3-ba lu2 me-luh-ha ki-me
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P101785,101785,"ARRIM 4, 21 24",MMMN H3.5-19,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.02.00.00,1,0,,false,false,false,ef6e14cc8010f41ce8cb569c0e9063a2b0d729e5a25c6c32d89019610000d5fc,https://cdli.earth/P101785,2. a-ru-a lugal-iti-da,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P102090,102090,"ASJ 03, 172 166",BM 014332,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,"Šulgi.45.01.00, Šulgi.45.06.00, Šulgi.45.08.00, Šulgi.45.12.00",1,0,,false,false,false,572195e6a6f3d66a1add2d1b459ce76691ddd5718e006c756f18cea681f8d012,https://cdli.earth/P102090,15. a-ru-a lugal-ezem,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P102924,102924,"AUCT 1, 078",AUAM 73.0696,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.09.12d.00 (intercalated),1,0,,false,false,false,b9fe0d393a8d7ed237f70083db4ec64416a625e0dc32eae895ba91d517884f4e,https://cdli.earth/P102924,3. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103086,103086,"AUCT 1, 241",AUAM 73.0938,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šū-Suen.02.07.00,1,0,,false,false,false,b7f8126010590c383ea657f17975a83676397c703a0f7249445630e66715faac,https://cdli.earth/P103086,1. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103141,103141,"AUCT 1, 296",AUAM 73.1016,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šū-Suen.04.05.00 (us2 year),0,0,,false,false,false,b46439d1270df7ba7fb3f83ac05b4c9c55ef2231bb3fd5f832a1426b5dbaec96,https://cdli.earth/P103141,,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103277,103277,"AUCT 1, 432",AUAM 73.1245,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.05.02.00,1,0,,false,false,false,f339137c05e3f5248c28b1599a05acf2dcec9aeee317d32bad202dcf46fc8e40,https://cdli.earth/P103277,4. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103302,103302,"AUCT 1, 457",AUAM 73.0427,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šū-Suen.02.05.00,1,0,,false,false,false,61dd572b5e548c604925509be9a56b960bed8771d40e4149147bb7889ce8c88a,https://cdli.earth/P103302,1. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103351,103351,"AUCT 1, 506",AUAM 73.1375,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šulgi.48.12.00,0,0,,false,false,false,e491323afbc2225e9f9cf4c2eae7cd7c93756b5b28bd8bf7842ed9141cbdf59a,https://cdli.earth/P103351,,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103814,103814,"AUCT 1, 969",AUAM 73.1344,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.03.06.00,1,0,,false,false,false,be6c7de5279fc886ea5083d35685b263f8d4d5655c0f52c8b137021fe5ac26b1,https://cdli.earth/P103814,1. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103980,103980,"AUCT 2, 162",AUAM 73.0453,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.04.12.00,1,0,,false,false,false,89faa7e1e21b8dc4e347224e868e4d34e56f34a7463fb36c743fca92eb7b8058,https://cdli.earth/P103980,3. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P103996,103996,"AUCT 2, 178",AUAM 73.2013,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.02.06.00,1,0,,false,false,false,66e0baee2af9c57b9d2f1fa61d708e75b345171def9812a0e380c1a719b92d7f,https://cdli.earth/P103996,4. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P104097,104097,"AUCT 2, 279",AUAM 73.3153,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šulgi.42.04.00,1,0,,false,false,false,68b6b311f423ada2f216fae4915ca13150db8ffc3d7d0b53aba147ef8c34382b,https://cdli.earth/P104097,3. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P104110,104110,"AUCT 2, 292",AUAM 73.3152,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šū-Suen.07.07.10,1,0,,false,false,false,49fe1f33da1fa35fc5461aa45ba10634620f78408937888137c303fd786fd9dc,https://cdli.earth/P104110,3. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P107486,107486,CHEU 055,HE 055,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,--.--.00.00,0,0,,false,false,false,7ce649c8e7da357fd1f20a083f61fb82f9e8bf32b997d6f19159c4fb57ae86ad,https://cdli.earth/P107486,,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P108786,108786,CTNMC 54,NMC 05705,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Amar-Suen.04.01.00,2,0,,false,false,false,48624cc06b980b3360e77af68a5dceff79f9d8ce4caa3cf0db807730fa2eac17,https://cdli.earth/P108786,28. a-ru-a lugal-me3 gudu4 | 11. a-ru-a lugal-sza3?-TAR mar-tu,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P109907,109907,HLC 029 (pl. 023),OIM A31699,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,"Šulgi.48.01.00 (us2-us2 year), Šulgi.48.07.00 (us2-us2 year), Šulgi.48.08.00 (us2-us2 year)",3,0,,false,false,false,8b153ba6429edb52cece80b4b5678ec62788bd9f62e4be5da79fabfc8798ba27,https://cdli.earth/P109907,2. a-ru-a lugal-dur2-ma2-gal-gal | 7. a-ru-a lugal-ezem gurusz bahar2 | 17. a-ru-a lugal-ki-ag2 gurusz bahar2,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P111251,111251,"ITT 3, 06096",Ist L 06096,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šū-Suen.08.08.00,1,0,,false,false,false,ad12e57e9474874d5de48d6a4b19ea888ec91ced97d0e8948478442b66813531,https://cdli.earth/P111251,3. {ansze}kunga2 a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P113017,113017,"MMFM 2005, 14, 01",MM 1977:014,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,"Šū-Suen.06.01.00, Šū-Suen.06.12d.00 (intercalated)",1,0,,false,false,false,a38ec9725e84a1ec1769d087421e3573e4523e5a91e7c616e074bfd77cc02807,https://cdli.earth/P113017,7. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P113475,113475,"MVN 02, 176",MAH 19471,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šulgi.48.07.00 (us2-us2 year),1,0,,false,false,false,483d8b663bb40031471652cd26b45ac601137deba93da122979251924996f434,https://cdli.earth/P113475,14. a-ru-a lugal-me-lam2 nu-banda3 ma2 gal-gal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P114751,114751,"MVN 06, 308",Ist L 07318,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šulgi.33.10.18,1,0,,false,false,false,6da929d79a1b856448766096615781be793264fb37ddf41d07d00107eb51ff64,https://cdli.earth/P114751,17. a-ru-a lugal-me3,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P114758,114758,"MVN 06, 322",Ist L 07337,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,--.--.00.00,1,0,,false,false,false,4ba44294d9c0b84d980528e607ec092194254c0a656961c741eceb524dbe336c,https://cdli.earth/P114758,12. a-ru-a lugal-iri-da dumu nig2-NE-na,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P114906,114906,"MVN 06, 530",Ist L 07559,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šulgi.31.10.00,2,0,,false,false,false,b898ffb6189464e61a1bd04cd15dbe07f28c6899f2b9a2e66fcabb4b4842bbee,https://cdli.earth/P114906,5. a-ru-a lugal-ur2-ra-ni | 7. a-ru-a lugal-{d}utu,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P117455,117455,"MVN 13, 682",FLP 1076,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šulgi.46.06.00,1,0,,false,false,false,6076baaa8f050874a53da7a44324443ded1286cf934d56fce62185cfd61c2a87,https://cdli.earth/P117455,7. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P118491,118491,"MVN 15, 226",Anonymous 118491,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.01.07.00,1,0,,false,false,false,782362bc7008a298a48756e678e711b2155f4d30bc4ac726c32282bb30490d88,https://cdli.earth/P118491,3. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P118997,118997,"MVN 16, 0949",Ist Um 0949,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Amar-Suen.08.03.00,1,0,,false,false,false,163cbb48900e7f5daa1b333e1cf0d213d16d3e05b6a985c31b09d27381fd2bab,https://cdli.earth/P118997,7. a-ru-a lugal-ezem engar-gesz-i3,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P119008,119008,"MVN 16, 0960",Ist Um 0960,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.03.00.00,1,0,,false,false,false,a89c93cbc5d973e4dc9af6055d5074ce207490f19855a442f17272ee1417c2fc,https://cdli.earth/P119008,2. {d}nin-mar{ki} sagi sag? a-ru-a lugal-da gen-na,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P119275,119275,"MVN 16, 1227",Ist Um 1227,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.03.01.18 (us2 year),1,0,,false,false,false,8e2dbb9b8f6df9244b874a9fb36618013c3a33439d4c76cbe5dd9a4ff1b38d5e,https://cdli.earth/P119275,2. a-ru-a lugal-iti-da,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P119389,119389,"MVN 16, 1341",Ist Um 1341,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.03.00.00,0,0,,false,false,false,b90049c9467ea6f88fd3f2328584e5be6665c8a48899aa09235f5d2bc9a0bafe,https://cdli.earth/P119389,,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P119676,119676,"MVN 17, 056",BM 012290,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,,2,0,,false,false,false,95047cc279663bb92ee13a86966ed3d03699f4ae63a3b6a71ebc31fc6fa2f9f2,https://cdli.earth/P119676,6'. a-ru-a lugal-igi nu-banda3 | 5. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P120478,120478,"MVN 21, 241",Erm 14421,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,"Šū-Suen.06.02.00, Šū-Suen.06.03.00, Šū-Suen.06.04.00,  Šū-Suen.06.05.00 (us2-us2 year)",0,0,,false,false,false,6d3632ea1d2897808683aea03e8cb81c9ebf52ca9551aabc2c05639b17e5f974,https://cdli.earth/P120478,,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P121326,121326,NATN 628,UM 29-15-666,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,--.--.00.00,1,0,,false,false,false,88f95dbeb21f750c0f7f3a706330facacb0ee2525dad9473281441b3358ef68d,https://cdli.earth/P121326,12'. a-ru-a lugal [x?],
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P124389,124389,"OMRO 66, 50 16",NMA —,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,--.00.00.00,1,0,,false,false,false,aa107d3aeb86913c7d7025b1f82e931be151271e7a17929190daef3c2f21f6f0,https://cdli.earth/P124389,3. a-ru-a lugal-zimbir{ki},
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P125033,125033,"OrSP 47-49, 144",VAT 06993,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šū-Suen.02.12d.00 (intercalated),1,0,,false,false,false,9d162b7c16e442d2c0ee010a07c8d1751176e593132ef4f95040fd8763c8f728,https://cdli.earth/P125033,3. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P125294,125294,"OrSP 47-49, 404",VAT 07143,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.02.01.00,1,0,,false,false,false,b5b4ff73b3c02012e969a49acd720fc551e98bd3c85cb078ddd2d78963038882,https://cdli.earth/P125294,4. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P127304,127304,"RA 008, 186 05",unknown,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.01.07.00,1,0,,false,false,false,bbd31071a0dffe9fb6cc9749f1cad3c696de6fbba44b72f883edc078dc76ef84,https://cdli.earth/P127304,3. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P127983,127983,"RA 066, 021",BM 017741,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,"Šulgi.44.09.00, Šulgi.44.10.00, Šulgi.44.11.00, Šulgi.44.11d.00 (intercalated), Šulgi.44.12.00, Šulgi.45.01.00, Šulgi.45.02.00, Šulgi.45.03.00, Šulgi.45.04.00, Šulgi.45.05.00, Šulgi.45.06.00, Šulgi.45.07.00, Šulgi.45.08.00, Šulgi.45.09.00",2,0,,false,false,false,25e9fb5cb35eab80d592f34c47eab43627334d9c4ccb818f7ad3ace76e0a6707,https://cdli.earth/P127983,15. a-ru-a lugal-uszur3 sipa | 11. a-ru-a lugal-engar dumu lu2-{d}nin-gir2-su,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P128061,128061,"RA 080, 026",HMA 9-02854,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,"Šulgi.47.02.00 (us2 year), Šulgi.47.03.00 (us2 year), Šulgi.47.04.00 (us2 year), Šulgi.47.05.00 (us2 year), Šulgi.47.06.00 (us2 year), Šulgi.47.07.00 (us2 year), Šulgi.47.08.00 (us2 year), Šulgi.47.09.00 (us2 year), Šulgi.47.10.00 (us2 year), Šulgi.47.11.",2,0,,false,false,false,404fc6692b54795c33c6241790bd5597ba540360a542be1b085f29a132c27e07,https://cdli.earth/P128061,12. a-ru-a lugal-enku! aga3-us2 | 10. a-ru-a lugal-a2#?-mu#?,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P128744,128744,SA 145,Souvay 44,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.02.09.00,1,0,,false,false,false,312fb51ab509b39318f31e3933cf93a37cf7f5cb88616f2deaf108c7b18cb820,https://cdli.earth/P128744,1. a-ru-a lugal-iti-da-me,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P129193,129193,"SACT 2, 236",SMUI 1913.14.0734,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.03.00.00,1,0,,false,false,false,7b61b848cde79fb85ebc59ddfb693c723f95675c9416fcce81907bf2a3b6f9b5,https://cdli.earth/P129193,2. a-ru-a lugal,
mn_b66c600e7368d16b,a-ru-a lugal,Irisagrig Meluhha ration group,diagnostic,P129828,129828,SNAT 059,BM 013042,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šulgi.48.09.00 (us2-us2 year),1,0,,false,false,false,988807964cfbac7935a0a18cf0895f3be98f3d02a73cfa8c287372691b404962,https://cdli.earth/P129828,2. a-ru-a lugal-me3 nu-banda3-gu4,
