sign_id,orientation_policy,raw_sample_count,unique_sha256_count,unique_cisi_count,raw_modal_label,raw_modal_count,raw_modal_share,sha_modal_label,sha_modal_count,sha_modal_share,cisi_modal_label,cisi_modal_count,cisi_modal_share,original_shape_null_share,original_label_null_share,original_gate_decision,duplicate_collapse_status,cisis,token_ids
590,visual_ltr_catalog_reverse,7,4,3,ra,3,0.428571,ra,2,0.500000,ra,2,0.666667,0.300714,0.119000,failed_shape_or_label_null,raw_not_unanimous,H-158|H-449|M-1310,tok_43ac1e42e5ec585f|tok_9df4fabd43287cfd|tok_9b76846c7f74716e|tok_e8799a6cb5794e64|tok_d6c91f2a95dba221|tok_9eb8d4c35deed422|tok_438e3d1197f8392f
806,visual_ltr_catalog_order,7,4,3,o,3,0.428571,ca,1,0.250000,ca,1,0.333333,0.447143,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-152|H-158|H-654,tok_1916a8b225232dc5|tok_a61a92837670e02f|tok_68d37e58f17944cf|tok_3097dcd05e1de8a0|tok_d172a2b1559eb0f6|tok_93939ed8c85ec9ae|tok_e371f8a2986380f7
032,visual_ltr_catalog_order,15,8,4,ra,6,0.400000,ra,3,0.375000,ra,1,0.250000,0.188333,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-240|M-381|M-70|M-811,tok_db0daafe7fc23380|tok_3b13f764155f247d|tok_6e1e25c6d5d4b4c5|tok_2a747845545fd019|tok_511b18401e51d011|tok_403c97650d059cca|tok_5569028a2118fe18|tok_6fc5f77a7e945349|tok_3ac74854a513961f|tok_ede37ae96b14b705|tok_8949cefe0bb9eb6b|tok_3eadbed8fb680118|tok_ffc8ba250fb4f22e|tok_496ed59b227c9271|tok_e09d13a3f22e5dab
235,visual_ltr_catalog_order,5,3,2,kha,2,0.400000,ra,1,0.333333,ra,1,0.500000,0.303000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1310|M-653,tok_081e92ed44ffc103|tok_2c633891cb809657|tok_9c5745069fe92d95|tok_c04ab9cbf8d1c194|tok_57fb825e098505e6
240,visual_ltr_catalog_reverse,11,6,4,ra,4,0.363636,ra,3,0.500000,ra,2,0.500000,0.222273,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-449|M-1315|M-1320|M-240,tok_79de0745a0383574|tok_28518f55b6696aa1|tok_ba002fadeb14f1c3|tok_f196a3700947c69e|tok_2e2cce53d189364c|tok_f6f9db61cb7da91e|tok_bb53bf7e35da980d|tok_6dc9aaf70f8ee2de|tok_9fe57a915d0861a7|tok_d3d960d8ece03d14|tok_caa6c8c0814fe64a
740,visual_ltr_catalog_reverse,26,14,9,ra,9,0.346154,ra,6,0.428571,ra,5,0.555556,0.197500,0.074000,failed_shape_or_label_null,raw_not_unanimous,H-158|H-449|H-654|M-1273|M-1310|M-28|M-381|M-527|M-653,tok_141ac9170f0a5e95|tok_25f4d326f1eef2f9|tok_70b1666964d97b73|tok_32ff5014cdcfd4f4|tok_f114a4957af4a6eb|tok_ebb7df75d223bf18|tok_d2fb94b57ab167aa|tok_121f9f7e289b744e|tok_74eb78fdbf70697c|tok_fead6ef854407f2a|tok_15400da05664eca5|tok_e1dd5c8b6e3d8483|tok_e5fcd427054c1ddb|tok_8fcec550924ae271|tok_1ef8fd9ffb47bb22|tok_bc4c731374c03f60|tok_548cc527d7d958ae|tok_d37f41750e9e2cac|tok_32023d4da3c5bdc2|tok_46f0513165d05efa|tok_fb5945d5f76ea338|tok_dc2b4766f2c8852c|tok_e6359d5c66d5e5f8|tok_8f8210505b95f51c|tok_83924dedb3602ca3|tok_18fa48233d5e8d50
405,visual_ltr_catalog_reverse,9,5,3,o,3,0.333333,ba,1,0.200000,ba,1,0.333333,0.335556,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-158|H-654|M-386,tok_b9d0627f18cc3995|tok_3670042ed0afe3a8|tok_fcac247d550ea990|tok_b91c301d1967c92e|tok_adf4026d1c80a2f6|tok_c07c545b8177f43c|tok_780698a4cc6d2639|tok_dbdcc5e9f7902442|tok_4ee558592895263f
142,visual_ltr_catalog_order,6,4,2,ka,2,0.333333,kha,1,0.250000,kha,1,0.500000,0.128333,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1315|M-1458,tok_6a696035417ed81e|tok_42ac8ab0b17597b3|tok_3dcff2c45423a550|tok_4499663370b2f862|tok_a7fec5bddeba0c91|tok_f384cc36fcff4c22
142,visual_ltr_catalog_reverse,6,4,2,ka,2,0.333333,u,1,0.250000,u,1,0.500000,0.265000,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1315|M-1458,tok_dfcbedb2914a9668|tok_61d6de543dd6770f|tok_a6eaacd2131dba6e|tok_f9fd7ade34dcb253|tok_aa61437ba09a3f94|tok_80e37d101f779cec
407,visual_ltr_catalog_order,13,7,3,ra,4,0.307692,u,2,0.285714,u,1,0.333333,0.279231,0.290000,failed_shape_or_label_null,raw_not_unanimous,H-665|M-1310|M-1458,tok_ceb237d69f576a6f|tok_8979013dfefb38d9|tok_707e1adfc3617135|tok_f9581493b9b1e4b6|tok_6627532dc794d8d8|tok_5f2bd322b71c7117|tok_335f2b4a3d7442f6|tok_9f1d07dc13aa86bb|tok_7a86538184154232|tok_29c6508565f88a8d|tok_663cdc07ae8c2b8f|tok_997f36c3fa6ffd97|tok_594400422a7912b6
002,visual_ltr_catalog_reverse,23,15,11,sya,6,0.260870,ra,5,0.333333,ra,5,0.454545,0.274348,1.000000,failed_shape_or_label_null,raw_not_unanimous,M-1273|M-17|M-240|M-28|M-311|M-318|M-32|M-381|M-653|M-70|M-77,tok_a7337bebdea74e37|tok_6dda7b02defb4ac2|tok_94542812cf3c3ea3|tok_f61715aa410c5343|tok_9a56dd8f6b2d7e2e|tok_0f3aae7653e58d20|tok_26ba60d5ad4f9e01|tok_a6a65e1d078bcbe0|tok_8c8e3b29b27e1ddb|tok_4fb371865d6fea9e|tok_0f021e5183573792|tok_96bb683aae78deae|tok_541fa78d8a222dfd|tok_139e67cb56290333|tok_9d895186a997704c|tok_067e846d330c5a85|tok_9dffcd12e55ccab2|tok_aea867e8965efb63|tok_acb48453700c2fed|tok_8193995ed44a5c6f|tok_90095451f3f743cf|tok_291b630a3fbe10db|tok_94be92ae3d3da631
220,legacy_token_isolated,4,4,4,dhaṃ,1,0.250000,dhaṃ,1,0.250000,dhaṃ,1,0.250000,0.411250,1.000000,failed_shape_or_label_null,raw_not_unanimous,H-938|H-940|H-942|M-37,legacy_884e213150c0a5d9|legacy_41a0fb6c2ed22769|legacy_4cc220453fb2ef5a|legacy_b44c31bc2a0da21f
