probe_id,probe_family,rank,distance,brahmi_transliteration,letter_image_id,manuscript_id,manuscript_name,date,place,image_url,local_image_path
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,2,0.474923,u,69010,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/69010.png,data\brahmi\indoskript_letter_images\69010.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,3,0.481662,u,73300,798,Aśoka MRE Rūpnāth,-256,Rupnath,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/73300.png,data\brahmi\indoskript_letter_images\73300.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,4,0.490872,ja,145207,798,Aśoka MRE Rūpnāth,-256,Rupnath,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/145207.png,data\brahmi\indoskript_letter_images\145207.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,5,0.491163,ja,54817,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54817.png,data\brahmi\indoskript_letter_images\54817.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,6,0.496129,vaṃ,129449,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/129449.png,data\brahmi\indoskript_letter_images\129449.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,7,0.499848,ṇaṃ,54803,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54803.png,data\brahmi\indoskript_letter_images\54803.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,8,0.503034,u,64095,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/64095.png,data\brahmi\indoskript_letter_images\64095.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,9,0.508735,ā,170739,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/170739.png,data\brahmi\indoskript_letter_images\170739.png
parpola_sign70_variant_b_S008,parpola_1994_signlist_control,10,0.510169,dha,97516,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/97516.png,data\brahmi\indoskript_letter_images\97516.png
indus_local110_H2148_source,local_110_source_actual,1,0.470080,a,9713,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/9713.png,data\brahmi\indoskript_letter_images\9713.png
indus_local110_H2148_source,local_110_source_actual,2,0.470596,a,142095,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/142095.png,data\brahmi\indoskript_letter_images\142095.png
indus_local110_H2148_source,local_110_source_actual,3,0.470845,ā,56459,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/56459.png,data\brahmi\indoskript_letter_images\56459.png
indus_local110_H2148_source,local_110_source_actual,4,0.489392,ta,155694,211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/155694.png,data\brahmi\indoskript_letter_images\155694.png
indus_local110_H2148_source,local_110_source_actual,5,0.498953,a,172222,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/172222.png,data\brahmi\indoskript_letter_images\172222.png
indus_local110_H2148_source,local_110_source_actual,6,0.508210,ga,170317,292,"Aśoka, RE 10-14 Kālsī",-252,Kalsi,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/170317.png,data\brahmi\indoskript_letter_images\170317.png
indus_local110_H2148_source,local_110_source_actual,7,0.509557,a,71042,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/71042.png,data\brahmi\indoskript_letter_images\71042.png
indus_local110_H2148_source,local_110_source_actual,8,0.509939,a,103892,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/103892.png,data\brahmi\indoskript_letter_images\103892.png
indus_local110_H2148_source,local_110_source_actual,9,0.517443,a,108359,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/108359.png,data\brahmi\indoskript_letter_images\108359.png
indus_local110_H2148_source,local_110_source_actual,10,0.519533,a,107309,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/107309.png,data\brahmi\indoskript_letter_images\107309.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,1,0.584170,kaṃ,63642,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/63642.png,data\brahmi\indoskript_letter_images\63642.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,2,0.594313,ka,168719,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/168719.png,data\brahmi\indoskript_letter_images\168719.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,3,0.602691,ka,151873,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/151873.png,data\brahmi\indoskript_letter_images\151873.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,4,0.609306,ka,178625,156,"Aśoka, Barabar Hill  Cave-Inscriptions, 2",-254,Barabar hill,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178625.png,data\brahmi\indoskript_letter_images\178625.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,5,0.609985,ka,128303,630,Aśoka MRE Ahraurā,-256,Ahraura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/128303.png,data\brahmi\indoskript_letter_images\128303.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,6,0.620325,ka,161054,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/161054.png,data\brahmi\indoskript_letter_images\161054.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,7,0.621998,ka,124357,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/124357.png,data\brahmi\indoskript_letter_images\124357.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,8,0.628135,ā,15215,187,"Aśoka, RE 8-9 Sopārā",-252,Sopara,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/15215.png,data\brahmi\indoskript_letter_images\15215.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,9,0.633149,kaṃ,133364,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/133364.png,data\brahmi\indoskript_letter_images\133364.png
parpola_sign41_canonical_crop,parpola_1994_signlist_control,10,0.636384,ga,87472,388,Aśoka MRE Maski,-256,Maski,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/87472.png,data\brahmi\indoskript_letter_images\87472.png
